Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?, **False
Can Coral be considered a subcategory of 'Protist'?, False
Can Coral be considered a subcategory of 'Centipede'?, **False
Can Coral be considered a subcategory of 'Crop'?, **False
Can Coral be considered a subcategory of 'Algae'?, **False
Can Coral be considered a subcategory of 'Arthropod'?, FALSE
Can Coral be considered a subcategory of 'MarineBird'?, **False
Can Coral be considered a subcategory of 'Chlorophyll'?, False
Can Coral be considered a subcategory of 'Mollusk'?, TRUE
Can Coral be considered a subcategory of 'LivingThing that is also MarinePlant that is also Mollusk that is also VegetationCover'?, TRUE
Can Coral be considered a subcategory of 'Echinoderm'?, False
Can Coral be considered a subcategory of 'Plant'?, FALSE
Can Coral be considered a subcategory of 'Amoebae'?, False
Can Coral be considered a subcategory of 'Insect'?, **False
Can Coral be considered a subcategory of 'Mold'?, FALSE
Can Coral be considered a subcategory of 'Bacteria'?, **False
Can Coral be considered a subcategory of 'DeciduousVegetation'?, False
Can Coral be considered a subcategory of 'Phytoplankton'?, **False
Can Coral be considered a subcategory of 'Animal that is also LivingThing that is also MarinePlant that is also Mollusk that is also VegetationCover'?, True
Can Coral be considered a subcategory of 'Animal that is also LivingThing that is also MarineAnimal that is also MarinePlant that is also Mollusk that is also VegetationCover'?, TRUE
Can Coral be considered a subcategory of 'Animal that is also Invertebrate that is also LivingThing that is also MarineAnimal that is also MarinePlant that is also Mollusk that is also VegetationCover'?, **False
Can Coral be considered a subcategory of 'Animal that is also LivingThing that is also MarineAnimal that is also MarineInvertebrate that is also MarinePlant that is also Mollusk that is also VegetationCover'?, **True
Can Insect that is also MarineMicrobiota be considered a subcategory of 'DominantSpecies'?, False
Can MicrobiotaTaxonomy that is also VegetationCover be considered a subcategory of 'MarineMicrobiota'?, **False
Can Anemone that is also Invertebrate be considered a subcategory of 'ExoticVegetation'?, **FALSE
Can BlueGreenAlgae that is also Macroalgae be considered a subcategory of 'Jellyfish'?, **FALSE
Can Amoebae that is also Poultry be considered a subcategory of 'Plant'?, **FALSE
Can Litter that is also MarineBird be considered a subcategory of 'Fungi'?, FALSE
Can Bird that is also Livestock be considered a subcategory of 'Arachnid'?, False
Can Flatworm that is also Millipede be considered a subcategory of 'SlimeMold'?, **False
Can DeciduousVegetation that is also Human be considered a subcategory of 'Radiolarian'?, False
Can FungiTaxonomy that is also Liverwort be considered a subcategory of 'Anemone'?, **FALSE
Can Crustacean that is also MarineAnimal be considered a subcategory of 'Bird'?, False
Can Dairy that is also Fish be considered a subcategory of 'Algae'?, FALSE
Can Microbiota that is also Reptile be considered a subcategory of 'EvergreenVegetation'?, **False
Can Flagellate that is also Plankton be considered a subcategory of 'Mold'?, FALSE
Can Arthropod that is also VegetationSpecies be considered a subcategory of 'Amphibian'?, **False
Can Fish that is also Phytoplankton be considered a subcategory of 'Poultry'?, **False
Can Livestock that is also Pollen be considered a subcategory of 'Dairy'?, False
Can Millipede that is also Plankton be considered a subcategory of 'Fern'?, FALSE
Can EvergreenVegetation that is also Fern be considered a subcategory of 'Flatworm'?, FALSE
Can Insect that is also MicrobiotaTaxonomy be considered a subcategory of 'IndigenousSpecies'?, FALSE
Can DominantSpecies that is also Mushroom be considered a subcategory of 'Mollusk'?, **FALSE
Can Mammal that is also VegetationSpecies be considered a subcategory of 'Chlorophyll'?, **False
Can ExoticSpecies that is also MarineInvertebrate be considered a subcategory of 'IndigenousVegetation'?, **False
Can SegmentedWorm that is also Sporozoan be considered a subcategory of 'Litter'?, **FALSE
Can Bacteria that is also Canopy be considered a subcategory of 'Fish'?, **False
Can Macrophyte that is also Mammal be considered a subcategory of 'TreeRing'?, False
Can Arthropod that is also Fungi be considered a subcategory of 'Pollen'?, FALSE
Can MarineBird that is also Mold be considered a subcategory of 'MarineMammal'?, TRUE
Can MarineBird that is also Mold be considered a subcategory of 'VegetationCover'?, **False
Can MarineBird that is also Mold be considered a subcategory of 'Microalgae'?, FALSE
Can MarineBird that is also Mold be considered a subcategory of 'Fungi'?, False
Can MarineBird that is also Mold be considered a subcategory of 'Arachnid'?, FALSE
Can MarineBird that is also Mold be considered a subcategory of 'VegetationSpecies'?, **FALSE
Can MarineBird that is also Mold be considered a subcategory of 'Livestock'?, **False
Can MarineBird that is also Mold be considered a subcategory of 'Sponge'?, FALSE
Can MarineBird that is also Mold be considered a subcategory of 'Flatworm'?, FALSE
Can MarineBird that is also Mold be considered a subcategory of 'Diatom'?, FALSE
Can MarineBird that is also Mold be considered a subcategory of 'FungiTaxonomy'?, FALSE
Can MarineBird that is also Mold be considered a subcategory of 'MarinePlant'?, **False
Can MarineBird that is also Mold be considered a subcategory of 'Moss'?, FALSE
Can MarineBird that is also Mold be considered a subcategory of 'Vertebrate'?, False.
Can MarineBird that is also Mold be considered a subcategory of 'Radiolarian'?, False
Can MarineBird that is also Mold be considered a subcategory of 'Human'?, **FALSE
Can MarineBird that is also Mold be considered a subcategory of 'MarineMicrobiota'?, FALSE
Can MarineBird that is also Mold be considered a subcategory of 'Animal'?, **FALSE
Can MarineBird that is also Mold be considered a subcategory of 'Flagellate'?, **FALSE
Can MarineBird that is also Mold be considered a subcategory of 'Poultry'?, False
Can MarineBird be considered a subcategory of 'MarineMammal'?, TRUE
Can MarineBird be considered a subcategory of 'VegetationCover'?, False
Can MarineBird be considered a subcategory of 'Microalgae'?, **False
Can MarineBird be considered a subcategory of 'Fungi'?, **FALSE
Can MarineBird be considered a subcategory of 'Arachnid'?, FALSE
Can MarineBird be considered a subcategory of 'VegetationSpecies'?, **False
Can MarineBird be considered a subcategory of 'Livestock'?, **False
Can MarineBird be considered a subcategory of 'Sponge'?, **False
Can MarineBird be considered a subcategory of 'Flatworm'?, False
Can MarineBird be considered a subcategory of 'Diatom'?, **False
Can MarineBird be considered a subcategory of 'FungiTaxonomy'?, **False
Can MarineBird be considered a subcategory of 'MarinePlant'?, **False
Can MarineBird be considered a subcategory of 'Moss'?, FALSE
Can MarineBird be considered a subcategory of 'Vertebrate'?, TRUE
Can MarineBird be considered a subcategory of 'MarineMammal that is also Vertebrate'?, TRUE
Can MarineBird be considered a subcategory of 'Radiolarian'?, **False
Can MarineBird be considered a subcategory of 'Human'?, **False
Can MarineBird be considered a subcategory of 'MarineMicrobiota'?, **False
Can MarineBird be considered a subcategory of 'Animal'?, TRUE
Can MarineBird be considered a subcategory of 'Animal that is also MarineMammal that is also Vertebrate'?, TRUE
Can MarineBird be considered a subcategory of 'Flagellate'?, **False
Can MarineBird be considered a subcategory of 'Poultry'?, False
Can MarineBird be considered a subcategory of 'Amphibian'?, **FALSE
Can MarineBird be considered a subcategory of 'Millipede'?, FALSE
Can MarineBird be considered a subcategory of 'Plankton'?, **FALSE
Can MarineBird be considered a subcategory of 'Roundworm'?, **FALSE
Can MarineBird be considered a subcategory of 'Microphyte'?, **FALSE
Can MarineBird be considered a subcategory of 'SlimeMold'?, False
Can MarineBird be considered a subcategory of 'Microbiota'?, **False
Can MarineBird be considered a subcategory of 'MicrobiotaTaxonomy'?, **False
Can MarineBird be considered a subcategory of 'Coccolithophore'?, FALSE
Can MarineBird be considered a subcategory of 'Lichen'?, **False
Can MarineBird be considered a subcategory of 'Leaf'?, False
Can MarineBird be considered a subcategory of 'Pollen'?, **False
Can MarineBird be considered a subcategory of 'Mushroom'?, **False
Can MarineBird be considered a subcategory of 'Fish'?, **FALSE
Can MarineBird be considered a subcategory of 'Reptile'?, False
Can MarineBird be considered a subcategory of 'MarineAnimal'?, TRUE
Can MarineBird be considered a subcategory of 'Animal that is also MarineAnimal that is also MarineMammal that is also Vertebrate'?, **True
Can MarineBird be considered a subcategory of 'Macroalgae'?, **False
Can MarineBird be considered a subcategory of 'Foraminifer'?, False
Can MarineBird be considered a subcategory of 'Dairy'?, **False
Can MarineBird be considered a subcategory of 'Liverwort'?, FALSE
Can MarineBird be considered a subcategory of 'Crustacean'?, **False
Can MarineBird be considered a subcategory of 'Canopy'?, **False
Can MarineBird be considered a subcategory of 'Coral'?, **False
Can MarineBird be considered a subcategory of 'ExoticVegetation'?, **False
Can MarineBird be considered a subcategory of 'Macrophyte'?, False
Can MarineBird be considered a subcategory of 'SegmentedWorm'?, False
Can MarineBird be considered a subcategory of 'LivingThing'?, TRUE
Can MarineBird be considered a subcategory of 'Animal that is also LivingThing that is also MarineMammal that is also Vertebrate'?, **True
Can MarineBird be considered a subcategory of 'Bird'?, TRUE
Can MarineBird be considered a subcategory of 'Animal that is also Bird that is also MarineMammal that is also Vertebrate'?, True
Can MarineBird be considered a subcategory of 'Fern'?, FALSE
Can MarineBird be considered a subcategory of 'DominantSpecies'?, **False
Can MarineBird be considered a subcategory of 'BlueGreenAlgae'?, FALSE
Can MarineBird be considered a subcategory of 'EvergreenVegetation'?, FALSE
Can MarineBird be considered a subcategory of 'TreeRing'?, False
Can MarineBird be considered a subcategory of 'Vegetation'?, FALSE
Can MarineBird be considered a subcategory of 'ExoticSpecies'?, **False
Can MarineBird be considered a subcategory of 'Litter'?, **False
Can MarineBird be considered a subcategory of 'Crown'?, **False
Can MarineBird be considered a subcategory of 'Jellyfish'?, FALSE
Can MarineBird be considered a subcategory of 'Invertebrate'?, FALSE
Can MarineBird be considered a subcategory of 'Anemone'?, **False
Can MarineBird be considered a subcategory of 'Ciliate'?, **False
Can MarineBird be considered a subcategory of 'Zooplankton'?, FALSE
Can MarineBird be considered a subcategory of 'FloweringPlant'?, False
Can MarineBird be considered a subcategory of 'Sporozoan'?, **FALSE
Can MarineBird be considered a subcategory of 'IndigenousVegetation'?, **FALSE
Can MarineBird be considered a subcategory of 'Nutrient'?, **False
Can MarineBird be considered a subcategory of 'IndigenousSpecies'?, False
Can MarineBird be considered a subcategory of 'MarineInvertebrate'?, **False
Can MarineBird be considered a subcategory of 'Conifer'?, **FALSE
Can MarineBird be considered a subcategory of 'Yeast'?, False
Can MarineBird be considered a subcategory of 'Mammal'?, FALSE
Can MarineBird be considered a subcategory of 'Protist'?, **False
Can MarineBird be considered a subcategory of 'Centipede'?, FALSE
Can MarineBird be considered a subcategory of 'Crop'?, False
Can MarineBird be considered a subcategory of 'Algae'?, **False
Can MarineBird be considered a subcategory of 'Arthropod'?, False
Can MarineBird be considered a subcategory of 'Chlorophyll'?, False
Can MarineBird be considered a subcategory of 'Mollusk'?, **False
Can MarineBird be considered a subcategory of 'Echinoderm'?, False
Can MarineBird be considered a subcategory of 'Plant'?, **False
Can MarineBird be considered a subcategory of 'Amoebae'?, **False
Can MarineBird be considered a subcategory of 'Insect'?, False
Can MarineBird be considered a subcategory of 'Mold'?, **False
Can MarineBird be considered a subcategory of 'Bacteria'?, FALSE
Can MarineBird be considered a subcategory of 'DeciduousVegetation'?, FALSE
Can MarineBird be considered a subcategory of 'Phytoplankton'?, False
Can MarineBird be considered a subcategory of 'Animal that is also Bird that is also MarineAnimal that is also MarineMammal that is also Vertebrate'?, **False
Can MarineBird be considered a subcategory of 'Animal that is also Bird that is also LivingThing that is also MarineMammal that is also Vertebrate'?, **False
Can ExoticSpecies that is also Protist be considered a subcategory of 'Moss'?, **False
Can Amoebae that is also Nutrient be considered a subcategory of 'Animal'?, False
Can Leaf that is also SlimeMold be considered a subcategory of 'Ciliate'?, False
Can Crown that is also Foraminifer be considered a subcategory of 'MarineInvertebrate'?, False
Can Flatworm that is also Mushroom be considered a subcategory of 'Lichen'?, **False
Can ExoticVegetation that is also Jellyfish be considered a subcategory of 'Flatworm'?, **False
Can Ciliate that is also Plankton be considered a subcategory of 'Flagellate'?, False
Can Millipede that is also Mollusk be considered a subcategory of 'Zooplankton'?, FALSE
Can Echinoderm that is also Plant be considered a subcategory of 'Dairy'?, False
Can Roundworm that is also Zooplankton be considered a subcategory of 'MarineBird'?, FALSE
Can BlueGreenAlgae that is also Plant be considered a subcategory of 'Protist'?, FALSE
Can Ciliate that is also Crop be considered a subcategory of 'Liverwort'?, False
Can Amphibian that is also Pollen be considered a subcategory of 'Insect'?, **False
Can Foraminifer that is also Zooplankton be considered a subcategory of 'Litter'?, **False
Can Fern that is also Flagellate be considered a subcategory of 'IndigenousVegetation'?, FALSE
Can Human that is also MarinePlant be considered a subcategory of 'MarineMammal'?, FALSE
Can Conifer that is also DominantSpecies be considered a subcategory of 'Microalgae'?, **False
Can Crown that is also Crustacean be considered a subcategory of 'Chlorophyll'?, False
Can Dairy that is also MarineInvertebrate be considered a subcategory of 'Fish'?, FALSE
Can Vegetation that is also Zooplankton be considered a subcategory of 'MarineAnimal'?, FALSE
Can BlueGreenAlgae that is also Mollusk be considered a subcategory of 'Coccolithophore'?, **False
Can Flatworm that is also SegmentedWorm be considered a subcategory of 'Crop'?, False
Can ExoticVegetation that is also IndigenousSpecies be considered a subcategory of 'Livestock'?, False
Can Foraminifer that is also Nutrient be considered a subcategory of 'Coral'?, **False
Can ExoticVegetation that is also Flagellate be considered a subcategory of 'Crustacean'?, **FALSE
Can Livestock that is also Mollusk be considered a subcategory of 'Microphyte'?, False
Can Plant that is also TreeRing be considered a subcategory of 'Crown'?, **False
Can Crustacean that is also SlimeMold be considered a subcategory of 'Human'?, **False
Can Dairy that is also Yeast be considered a subcategory of 'Macroalgae'?, **False
Can Ciliate that is also Diatom be considered a subcategory of 'Nutrient'?, **FALSE
Can MarineBird that is also Vertebrate be considered a subcategory of 'Invertebrate'?, **FALSE
Can Mold that is also VegetationSpecies be considered a subcategory of 'MicrobiotaTaxonomy'?, False
Can Conifer that is also Fish be considered a subcategory of 'Canopy'?, **False
Can MarinePlant that is also Radiolarian be considered a subcategory of 'Phytoplankton'?, FALSE
Can Centipede that is also Liverwort be considered a subcategory of 'VegetationSpecies'?, False
Can Macrophyte that is also Vertebrate be considered a subcategory of 'Centipede'?, False
Can DeciduousVegetation that is also Pollen be considered a subcategory of 'EvergreenVegetation'?, False
Can DominantSpecies that is also Liverwort be considered a subcategory of 'Poultry'?, FALSE
Can MarineAnimal be considered a subcategory of 'Amphibian'?, False
Can Echinoderm that is also Phytoplankton be considered a subcategory of 'Livestock'?, FALSE
Can Moss that is also Reptile be considered a subcategory of 'Conifer'?, **False
Can Bird that is also Crustacean be considered a subcategory of 'Leaf'?, FALSE
Can Arthropod that is also Nutrient be considered a subcategory of 'MarineAnimal'?, **False
Can IndigenousSpecies that is also IndigenousVegetation be considered a subcategory of 'DeciduousVegetation'?, False
Can Arachnid that is also EvergreenVegetation be considered a subcategory of 'Coral'?, **FALSE
Can EvergreenVegetation that is also Flagellate be considered a subcategory of 'Coccolithophore'?, **False
Can Algae that is also MicrobiotaTaxonomy be considered a subcategory of 'ExoticSpecies'?, **FALSE
Can Microalgae that is also TreeRing be considered a subcategory of 'Invertebrate'?, FALSE
Can Bacteria that is also Nutrient be considered a subcategory of 'Arthropod'?, FALSE
Can ExoticSpecies that is also Mollusk be considered a subcategory of 'Mushroom'?, False
Can Coccolithophore that is also Sponge be considered a subcategory of 'MarineInvertebrate'?, False
Can MarineBird that is also Yeast be considered a subcategory of 'FungiTaxonomy'?, FALSE
Can Bacteria that is also Plankton be considered a subcategory of 'ExoticVegetation'?, **False
Can Canopy that is also VegetationSpecies be considered a subcategory of 'Plankton'?, False
Can Fish that is also Fungi be considered a subcategory of 'Ciliate'?, **False
Can Fern that is also Foraminifer be considered a subcategory of 'Jellyfish'?, False
Can BlueGreenAlgae that is also MarineMammal be considered a subcategory of 'MarinePlant'?, **False
Can Flatworm that is also Mammal be considered a subcategory of 'Animal'?, **False
Can ExoticVegetation that is also IndigenousVegetation be considered a subcategory of 'Sporozoan'?, False
Can BlueGreenAlgae that is also ExoticSpecies be considered a subcategory of 'Fungi'?, False
Can MarineMicrobiota that is also Sponge be considered a subcategory of 'Plant'?, FALSE
Can Amoebae that is also IndigenousVegetation be considered a subcategory of 'Vertebrate'?, FALSE
Can FungiTaxonomy that is also Protist be considered a subcategory of 'Algae'?, **False
Can Centipede that is also Poultry be considered a subcategory of 'Bacteria'?, FALSE
Can Microalgae that is also VegetationCover be considered a subcategory of 'Sponge'?, FALSE
Can Bacteria that is also Bird be considered a subcategory of 'Yeast'?, **False
Can DominantSpecies that is also Sporozoan be considered a subcategory of 'Amoebae'?, **False
Can Diatom that is also MarineAnimal be considered a subcategory of 'DeciduousVegetation'?, **False
Can Arthropod that is also Plankton be considered a subcategory of 'Microphyte'?, False
Can Centipede that is also Nutrient be considered a subcategory of 'Crown'?, **False
Can Bird that is also Lichen be considered a subcategory of 'Human'?, FALSE
Can Nutrient that is also Radiolarian be considered a subcategory of 'Macroalgae'?, **FALSE
Can SlimeMold that is also VegetationSpecies be considered a subcategory of 'Nutrient'?, False
Can Pollen that is also SlimeMold be considered a subcategory of 'Mushroom'?, **FALSE
Can Chlorophyll that is also EvergreenVegetation be considered a subcategory of 'Roundworm'?, **False
Can ExoticSpecies that is also MicrobiotaTaxonomy be considered a subcategory of 'Canopy'?, **FALSE
Can Anemone that is also Dairy be considered a subcategory of 'Phytoplankton'?, **False
Can Leaf that is also Moss be considered a subcategory of 'Diatom'?, **FALSE
Can ExoticSpecies that is also Jellyfish be considered a subcategory of 'Lichen'?, FALSE
Can MicrobiotaTaxonomy that is also SegmentedWorm be considered a subcategory of 'Millipede'?, **False
Can Ciliate that is also IndigenousVegetation be considered a subcategory of 'Microbiota'?, **False
Can Arachnid that is also Invertebrate be considered a subcategory of 'Flagellate'?, **FALSE
Can Liverwort that is also Vertebrate be considered a subcategory of 'Plant'?, **False
Can MarineAnimal that is also Pollen be considered a subcategory of 'Fungi'?, **False
Can DominantSpecies that is also Protist be considered a subcategory of 'Reptile'?, **False
Can MarineAnimal that is also Poultry be considered a subcategory of 'SlimeMold'?, **FALSE
Can Crustacean that is also Echinoderm be considered a subcategory of 'Radiolarian'?, **FALSE
Can Animal that is also Moss be considered a subcategory of 'Anemone'?, **False
Can Microalgae that is also Nutrient be considered a subcategory of 'SegmentedWorm'?, **False
Can Flagellate that is also IndigenousVegetation be considered a subcategory of 'EvergreenVegetation'?, FALSE
Can Algae that is also Arachnid be considered a subcategory of 'Mold'?, **False
Can EvergreenVegetation that is also Phytoplankton be considered a subcategory of 'Bacteria'?, False
Can Arachnid that is also MicrobiotaTaxonomy be considered a subcategory of 'Poultry'?, **False
Can Microalgae that is also Mollusk be considered a subcategory of 'MarineAnimal'?, FALSE
Can ExoticSpecies that is also IndigenousSpecies be considered a subcategory of 'Crop'?, **False
Can EvergreenVegetation that is also SegmentedWorm be considered a subcategory of 'Leaf'?, FALSE
Can Crustacean that is also MarineMammal be considered a subcategory of 'Jellyfish'?, **False
Can IndigenousVegetation that is also Microphyte be considered a subcategory of 'Animal'?, **False
Can Livestock that is also MarineBird be considered a subcategory of 'Sporozoan'?, **FALSE
Can Diatom that is also MarineMicrobiota be considered a subcategory of 'Fungi'?, **False
Can Crop that is also Microbiota be considered a subcategory of 'Plant'?, False.
Can Human that is also Moss be considered a subcategory of 'MarineMicrobiota'?, False
Can Liverwort that is also Macroalgae be considered a subcategory of 'Arachnid'?, **False
Can Centipede that is also FloweringPlant be considered a subcategory of 'Algae'?, False
Can Coral that is also Liverwort be considered a subcategory of 'Bacteria'?, FALSE
Can Microbiota that is also Yeast be considered a subcategory of 'Sponge'?, **False
Can Plankton that is also Protist be considered a subcategory of 'Bird'?, False
Can Microalgae that is also Vegetation be considered a subcategory of 'Centipede'?, **False
Can Crustacean that is also Roundworm be considered a subcategory of 'EvergreenVegetation'?, FALSE
Can Conifer that is also Zooplankton be considered a subcategory of 'Anemone'?, **False
Can BlueGreenAlgae that is also Macrophyte be considered a subcategory of 'Amphibian'?, **False
Can Arthropod that is also Echinoderm be considered a subcategory of 'IndigenousSpecies'?, **False
Can Anemone that is also Mold be considered a subcategory of 'Dairy'?, FALSE
Can Microalgae that is also Plant be considered a subcategory of 'MarineBird'?, **FALSE
Can Bacteria that is also FloweringPlant be considered a subcategory of 'Protist'?, **False
Can Fish that is also SlimeMold be considered a subcategory of 'Liverwort'?, FALSE
Can Crown be considered a subcategory of 'Mollusk'?, FALSE
Can Crop that is also MarineAnimal be considered a subcategory of 'Mammal'?, False
Can Anemone that is also MarinePlant be considered a subcategory of 'MarineMammal'?, **False
Can Canopy that is also Moss be considered a subcategory of 'Macrophyte'?, FALSE
Can Bird that is also FungiTaxonomy be considered a subcategory of 'Chlorophyll'?, FALSE
Can Human that is also Nutrient be considered a subcategory of 'Fish'?, False
Can Amphibian that is also Foraminifer be considered a subcategory of 'FungiTaxonomy'?, FALSE
Can Reptile that is also Vegetation be considered a subcategory of 'Moss'?, **FALSE
Can Sponge that is also Vegetation be considered a subcategory of 'TreeRing'?, **False
Can Roundworm that is also SegmentedWorm be considered a subcategory of 'Ciliate'?, FALSE
Can Foraminifer that is also Leaf be considered a subcategory of 'Millipede'?, False
Can Chlorophyll that is also Flagellate be considered a subcategory of 'Lichen'?, **False
Can Bacteria that is also Vegetation be considered a subcategory of 'Reptile'?, False
Can Dairy that is also Roundworm be considered a subcategory of 'Microbiota'?, **False
Can Crustacean that is also Invertebrate be considered a subcategory of 'Protist'?, **False
Can BlueGreenAlgae that is also Dairy be considered a subcategory of 'Zooplankton'?, False.
Can ExoticSpecies that is also Microphyte be considered a subcategory of 'FloweringPlant'?, FALSE
Can Amoebae that is also MarineBird be considered a subcategory of 'SegmentedWorm'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Vegetation'?, TRUE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'VegetationCover'?, **True
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Microalgae'?, False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Fungi'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Arachnid'?, **FALSE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Livestock'?, **FALSE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Sponge'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Flatworm'?, False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Diatom'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'FungiTaxonomy'?, False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'MarinePlant'?, FALSE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Moss'?, False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Vertebrate'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Radiolarian'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Human'?, FALSE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'MarineMicrobiota'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Animal'?, FALSE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Flagellate'?, False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Poultry'?, FALSE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'MarineMammal'?, FALSE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Amphibian'?, False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Millipede'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Plankton'?, FALSE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Roundworm'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Microphyte'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'SlimeMold'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Microbiota'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'MicrobiotaTaxonomy'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Coccolithophore'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Lichen'?, False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Leaf'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Pollen'?, **FALSE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Mushroom'?, **FALSE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Fish'?, **FALSE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Reptile'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'MarineAnimal'?, FALSE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Macroalgae'?, **FALSE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Foraminifer'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Dairy'?, False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Liverwort'?, False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Crustacean'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Canopy'?, **False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Coral'?, **FALSE
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'ExoticVegetation'?, False
Can FloweringPlant that is also VegetationSpecies be considered a subcategory of 'Macrophyte'?, TRUE
Can FloweringPlant be considered a subcategory of 'Macrophyte'?, FALSE
Can VegetationSpecies be considered a subcategory of 'Macrophyte'?, TRUE
Can VegetationSpecies be considered a subcategory of 'VegetationCover'?, True
Can VegetationSpecies be considered a subcategory of 'Macrophyte that is also VegetationCover'?, FALSE
Can VegetationSpecies be considered a subcategory of 'Microalgae'?, **FALSE
Can VegetationSpecies be considered a subcategory of 'Fungi'?, **False
Can VegetationSpecies be considered a subcategory of 'Arachnid'?, **False
Can VegetationSpecies be considered a subcategory of 'Livestock'?, **False
Can VegetationSpecies be considered a subcategory of 'Sponge'?, False
Can VegetationSpecies be considered a subcategory of 'Flatworm'?, **False
Can VegetationSpecies be considered a subcategory of 'Diatom'?, **FALSE
Can VegetationSpecies be considered a subcategory of 'FungiTaxonomy'?, **False
Can VegetationSpecies be considered a subcategory of 'MarinePlant'?, FALSE
Can VegetationSpecies be considered a subcategory of 'Moss'?, **False
Can VegetationSpecies be considered a subcategory of 'Vertebrate'?, **False
Can VegetationSpecies be considered a subcategory of 'Radiolarian'?, False
Can VegetationSpecies be considered a subcategory of 'Human'?, **False
Can VegetationSpecies be considered a subcategory of 'MarineMicrobiota'?, **False
Can VegetationSpecies be considered a subcategory of 'Animal'?, **False
Can VegetationSpecies be considered a subcategory of 'Flagellate'?, False
Can VegetationSpecies be considered a subcategory of 'Poultry'?, **False
Can VegetationSpecies be considered a subcategory of 'MarineMammal'?, **False
Can VegetationSpecies be considered a subcategory of 'Amphibian'?, False
Can VegetationSpecies be considered a subcategory of 'Millipede'?, **False
Can VegetationSpecies be considered a subcategory of 'Plankton'?, **FALSE
Can VegetationSpecies be considered a subcategory of 'Roundworm'?, False
Can VegetationSpecies be considered a subcategory of 'Microphyte'?, **False
Can VegetationSpecies be considered a subcategory of 'SlimeMold'?, False
Can VegetationSpecies be considered a subcategory of 'Microbiota'?, False
Can VegetationSpecies be considered a subcategory of 'MicrobiotaTaxonomy'?, **False
Can VegetationSpecies be considered a subcategory of 'Coccolithophore'?, **False
Can VegetationSpecies be considered a subcategory of 'Lichen'?, **False
Can VegetationSpecies be considered a subcategory of 'Leaf'?, False
Can VegetationSpecies be considered a subcategory of 'Pollen'?, **False
Can VegetationSpecies be considered a subcategory of 'Mushroom'?, FALSE
Can VegetationSpecies be considered a subcategory of 'Fish'?, FALSE
Can VegetationSpecies be considered a subcategory of 'Reptile'?, **False
Can VegetationSpecies be considered a subcategory of 'MarineAnimal'?, False
Can VegetationSpecies be considered a subcategory of 'Macroalgae'?, TRUE
Can VegetationSpecies be considered a subcategory of 'Macroalgae that is also Macrophyte'?, **True
