Neuron and StructuralCell SubClassOf Erythrocyte,  False.
InMatureCell SubClassOf PlantCell,  False.
InMatureCell SubClassOf CellByClass,  False.
InMatureCell SubClassOf MatureCell,  False.
InMatureCell SubClassOf AnimalCell,  False.
InMatureCell SubClassOf Miocyte,  False.
InMatureCell SubClassOf Osteocyte,  I.
InMatureCell SubClassOf ChondroBlast,  False.
InMatureCell SubClassOf MioBlast,  False.
InMatureCell SubClassOf CellByDevelopmentStage,  I.
InMatureCell SubClassOf PhotoreceptorCell,  False.
InMatureCell SubClassOf CellByOrganism,  False.
InMatureCell SubClassOf ElectricallyActiveCell,  False.
InMatureCell SubClassOf StructuralCell,  False.
InMatureCell SubClassOf Neuron,  False.
InMatureCell SubClassOf ChondroCyte,  False.
CellByClass SubClassOf MioBlast,  False.
CellByClass and Miocyte SubClassOf MioBlast,  False.
PhotosyntheticCell and StructuralCell SubClassOf CellByDevelopmentStage,  False.
Cell and PhotoreceptorCell SubClassOf CellByDevelopmentStage,  I.
CirculatingCell and SclerenchymaCell SubClassOf MioBlast,  False.
Neuron and SclerenchymaCell SubClassOf ChondroCyte,  False.
CellByDevelopmentStage and Erythrocyte SubClassOf ChondroCyte,  False.
CellByClass and PlantCell SubClassOf InMatureCell,  I.
CirculatingCell and Erythrocyte SubClassOf Neuron,  False.
CirculatingCell and MioBlast SubClassOf InMatureCell,  False.
MatureCell and StructuralCell SubClassOf PlantCell,  I.
CellByOrganism and Erythrocyte SubClassOf PlantCell,  False.
MatureCell and MioBlast SubClassOf Miocyte,  False.
InMatureCell and MioBlast SubClassOf CellByOrganism,  False.
MatureCell and Neuron SubClassOf PlantCell,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf Miocyte,  I.
Erythrocyte and Osteocyte SubClassOf CellByOrganism,  False.
ElectricallyActiveCell and LeafCell SubClassOf Miocyte,  False.
ChondroBlast and PhotoreceptorCell SubClassOf Miocyte,  False.
AnimalCell and CellByClass SubClassOf Osteocyte,  False.
PhotosyntheticCell and PlantCell SubClassOf Osteocyte,  False.
Neuron and Osteocyte SubClassOf LeafCell,  False.
CellByOrganism and StructuralCell SubClassOf Osteocyte,  I.
CellByDevelopmentStage and PlantCell SubClassOf Erythrocyte,  False.
ChondroBlast and InMatureCell SubClassOf AnimalCell,  False.
MioBlast and PhotoreceptorCell SubClassOf AnimalCell,  False.
ElectricallyActiveCell and MatureCell SubClassOf AnimalCell,  I.
Cell and MatureCell SubClassOf Neuron,  False.
Osteocyte and PhotoreceptorCell SubClassOf PhotosyntheticCell,  False.
ChondroCyte and Erythrocyte SubClassOf InMatureCell,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf Neuron,  False.
CellByOrganism and ElectricallyActiveCell SubClassOf Neuron,  True (
Cell and InMatureCell SubClassOf ChondroBlast,  False.
Miocyte and PhotosyntheticCell SubClassOf CellByDevelopmentStage,  False.
ChondroCyte and PlantCell SubClassOf ChondroBlast,  False.
Cell and Miocyte SubClassOf CellByDevelopmentStage,  False.
CellByClass and Osteocyte SubClassOf CellByDevelopmentStage,  False.
ChondroCyte and Neuron SubClassOf CellByDevelopmentStage,  False.
SclerenchymaCell SubClassOf MioBlast,  False.
CellByDevelopmentStage and CirculatingCell SubClassOf ChondroBlast,  False.
Erythrocyte and Osteocyte SubClassOf ElectricallyActiveCell,  False.
CellByDevelopmentStage and Neuron SubClassOf MioBlast,  False.
LeafCell and MatureCell SubClassOf MioBlast,  False.
LeafCell and PlantCell SubClassOf ChondroCyte,  False.
PhotosyntheticCell and PlantCell SubClassOf CellByOrganism,  False.
PhotoreceptorCell and PlantCell SubClassOf StructuralCell,  False.
AnimalCell and ChondroCyte SubClassOf StructuralCell,  False.
Erythrocyte and MatureCell SubClassOf Cell,  True.
Erythrocyte and MatureCell SubClassOf SclerenchymaCell,  False.
Erythrocyte and MatureCell SubClassOf LeafCell,  False.
Erythrocyte and MatureCell SubClassOf PhotosyntheticCell,  False.
Erythrocyte and MatureCell SubClassOf PlantCell,  False.
Erythrocyte and MatureCell SubClassOf AnimalCell,  False.
Erythrocyte SubClassOf Cell and CirculatingCell,  True.
Erythrocyte SubClassOf Cell and CellByClass and CirculatingCell,  True (
Erythrocyte SubClassOf Cell and CirculatingCell and MatureCell,  True.
Erythrocyte SubClassOf AnimalCell and Cell and CirculatingCell and MatureCell,  True.
Erythrocyte SubClassOf AnimalCell and Cell and CirculatingCell and MatureCell and StructuralCell,  True.
MatureCell and MioBlast SubClassOf Cell,  True.
MatureCell and MioBlast SubClassOf SclerenchymaCell,  False.
MatureCell and MioBlast SubClassOf LeafCell,  False.
MatureCell and MioBlast SubClassOf Erythrocyte,  False.
MatureCell and MioBlast SubClassOf PhotosyntheticCell,  False.
MatureCell and MioBlast SubClassOf PlantCell,  False.
MatureCell and MioBlast SubClassOf CellByClass,  False.
MatureCell and MioBlast SubClassOf AnimalCell,  False.
MioBlast SubClassOf Cell,  True.
MioBlast SubClassOf SclerenchymaCell,  False.
MioBlast SubClassOf LeafCell,  False.
MioBlast SubClassOf Erythrocyte,  False.
MioBlast SubClassOf PhotosyntheticCell,  False.
MioBlast SubClassOf CirculatingCell,  False.
MioBlast SubClassOf PlantCell,  False.
MioBlast SubClassOf CellByClass,  False.
MioBlast SubClassOf MatureCell,  False.
MioBlast SubClassOf AnimalCell,  False.
MioBlast SubClassOf Miocyte,  False.
MioBlast SubClassOf InMatureCell,  False.
MioBlast SubClassOf Osteocyte,  False.
MioBlast SubClassOf ChondroBlast,  False.
MioBlast SubClassOf CellByDevelopmentStage,  False.
MioBlast SubClassOf PhotoreceptorCell,  False.
MioBlast SubClassOf CellByOrganism,  False.
MioBlast SubClassOf ElectricallyActiveCell,  False.
MioBlast SubClassOf StructuralCell,  False.
MioBlast SubClassOf Neuron,  False.
MioBlast SubClassOf ChondroCyte,  False.
CellByClass and CellByOrganism SubClassOf CirculatingCell,  False.
ChondroBlast and StructuralCell SubClassOf CirculatingCell,  False.
AnimalCell and CellByOrganism SubClassOf MatureCell,  I.
PhotoreceptorCell and PlantCell SubClassOf MatureCell,  False.
ChondroBlast and PhotosyntheticCell SubClassOf ElectricallyActiveCell,  False.
ChondroBlast and SclerenchymaCell SubClassOf ChondroCyte,  False.
CirculatingCell and MatureCell SubClassOf ElectricallyActiveCell,  True.
CirculatingCell and MatureCell SubClassOf SclerenchymaCell,  False.
CirculatingCell and MatureCell SubClassOf LeafCell,  False.
CirculatingCell and MatureCell SubClassOf Erythrocyte,  True.
CirculatingCell SubClassOf Erythrocyte,  False.
ElectricallyActiveCell and Erythrocyte SubClassOf SclerenchymaCell,  False.
CellByDevelopmentStage and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
CellByClass and MioBlast SubClassOf ChondroCyte,  False.
AnimalCell and ElectricallyActiveCell SubClassOf SclerenchymaCell,  False.
MatureCell and PhotosyntheticCell SubClassOf PhotoreceptorCell,  False.
Erythrocyte and StructuralCell SubClassOf PhotoreceptorCell,  False.
AnimalCell and Neuron SubClassOf SclerenchymaCell,  False.
CellByOrganism and ChondroBlast SubClassOf Erythrocyte,  False.
CellByOrganism and CirculatingCell SubClassOf PhotoreceptorCell,  False.
InMatureCell and PlantCell SubClassOf PhotoreceptorCell,  False.
ChondroBlast and MatureCell SubClassOf CellByClass,  I.
CirculatingCell and Neuron SubClassOf ChondroBlast,  False.
PhotoreceptorCell and StructuralCell SubClassOf CellByDevelopmentStage,  I.
Erythrocyte and MioBlast SubClassOf ChondroBlast,  False.
AnimalCell and Cell SubClassOf CellByDevelopmentStage,  False.
AnimalCell and InMatureCell SubClassOf MioBlast,  False.
AnimalCell and PhotoreceptorCell SubClassOf ChondroBlast,  False.
ElectricallyActiveCell and Erythrocyte SubClassOf CellByDevelopmentStage,  I.
CellByOrganism and Osteocyte SubClassOf MioBlast,  False.
PhotoreceptorCell and PhotosyntheticCell SubClassOf ChondroCyte,  False.
ChondroBlast and PlantCell SubClassOf ChondroCyte,  False.
CellByDevelopmentStage and ChondroCyte SubClassOf PhotosyntheticCell,  False.
Cell and ChondroCyte SubClassOf InMatureCell,  False.
Cell and CellByOrganism SubClassOf InMatureCell,  I.
AnimalCell and CellByClass SubClassOf Neuron,  False.
ChondroBlast and LeafCell SubClassOf PlantCell,  False.
Miocyte and Osteocyte SubClassOf InMatureCell,  False.
ChondroCyte and PhotosyntheticCell SubClassOf InMatureCell,  False.
PhotoreceptorCell and SclerenchymaCell SubClassOf PlantCell,  False.
CirculatingCell and InMatureCell SubClassOf Miocyte,  I.
MioBlast and Neuron SubClassOf PlantCell,  False.
Cell and PlantCell SubClassOf Miocyte,  False.
Cell and LeafCell SubClassOf CellByOrganism,  False.
Miocyte and SclerenchymaCell SubClassOf CellByOrganism,  False.
MatureCell and StructuralCell SubClassOf Miocyte,  False.
Cell and ChondroBlast SubClassOf Erythrocyte,  False.
MioBlast and PhotosyntheticCell SubClassOf Osteocyte,  False.
ChondroBlast and ChondroCyte SubClassOf LeafCell,  False.
Miocyte and PhotoreceptorCell SubClassOf Osteocyte,  False.
ElectricallyActiveCell and PhotoreceptorCell SubClassOf Osteocyte,  False.
CellByClass and ElectricallyActiveCell SubClassOf Erythrocyte,  False.
ElectricallyActiveCell and PlantCell SubClassOf AnimalCell,  False.
LeafCell and StructuralCell SubClassOf Neuron,  False.
Cell and CellByDevelopmentStage SubClassOf PhotosyntheticCell,  False.
Miocyte and PlantCell SubClassOf Neuron,  False.
ChondroCyte and StructuralCell SubClassOf ChondroBlast,  False.
AnimalCell and SclerenchymaCell SubClassOf ChondroBlast,  False.
InMatureCell and Osteocyte SubClassOf ChondroBlast,  False.
LeafCell and Neuron SubClassOf CellByDevelopmentStage,  False.
Miocyte and Osteocyte SubClassOf CellByDevelopmentStage,  I.
ChondroCyte and StructuralCell SubClassOf CellByDevelopmentStage,  I.
ChondroBlast and InMatureCell SubClassOf CellByDevelopmentStage,  I.
CellByOrganism and InMatureCell SubClassOf MioBlast,  I.
MatureCell and PhotoreceptorCell SubClassOf ChondroCyte,  False.
Cell and CirculatingCell SubClassOf MioBlast,  False.
Cell and PhotosyntheticCell SubClassOf MioBlast,  False.
AnimalCell and ChondroCyte SubClassOf CirculatingCell,  False.
ChondroCyte and ElectricallyActiveCell SubClassOf CellByOrganism,  False.
CellByClass and CellByDevelopmentStage SubClassOf StructuralCell,  False.
Osteocyte and PhotoreceptorCell SubClassOf CirculatingCell,  False.
Cell and SclerenchymaCell SubClassOf StructuralCell,  False.
CellByClass and PlantCell SubClassOf MatureCell,  I.
PhotosyntheticCell and StructuralCell SubClassOf MatureCell,  I.
Cell and SclerenchymaCell SubClassOf CellByClass,  True.
Cell and SclerenchymaCell SubClassOf LeafCell,  False.
Cell and SclerenchymaCell SubClassOf Erythrocyte,  False.
Cell and SclerenchymaCell SubClassOf PhotosyntheticCell,  False.
Cell and SclerenchymaCell SubClassOf CirculatingCell,  False.
Cell and SclerenchymaCell SubClassOf PlantCell,  True.
SclerenchymaCell SubClassOf PlantCell,  True.
SclerenchymaCell SubClassOf LeafCell,  False.
SclerenchymaCell SubClassOf Erythrocyte,  False.
SclerenchymaCell SubClassOf PhotosyntheticCell,  False.
SclerenchymaCell SubClassOf CirculatingCell,  False.
SclerenchymaCell SubClassOf CellByClass,  False.
SclerenchymaCell SubClassOf MatureCell,  False.
SclerenchymaCell SubClassOf AnimalCell,  False.
SclerenchymaCell SubClassOf Miocyte,  False.
SclerenchymaCell SubClassOf InMatureCell,  False.
SclerenchymaCell SubClassOf Osteocyte,  False.
SclerenchymaCell SubClassOf ChondroBlast,  False.
SclerenchymaCell SubClassOf CellByDevelopmentStage,  False.
SclerenchymaCell SubClassOf CellByOrganism,  False.
SclerenchymaCell SubClassOf ElectricallyActiveCell,  False.
SclerenchymaCell SubClassOf StructuralCell,  True.
SclerenchymaCell SubClassOf PlantCell and StructuralCell,  True.
SclerenchymaCell SubClassOf Neuron,  False.
SclerenchymaCell SubClassOf ChondroCyte,  False.
Osteocyte and PhotoreceptorCell SubClassOf LeafCell,  False.
MioBlast and PhotoreceptorCell SubClassOf Erythrocyte,  False.
CellByClass and MioBlast SubClassOf Erythrocyte,  False.
ElectricallyActiveCell and Miocyte SubClassOf Osteocyte,  False.
PhotosyntheticCell and SclerenchymaCell SubClassOf AnimalCell,  False.
CirculatingCell and Erythrocyte SubClassOf Osteocyte,  False.
AnimalCell and Neuron SubClassOf Osteocyte,  False.
CellByDevelopmentStage and CirculatingCell SubClassOf AnimalCell,  I.
CellByOrganism and CirculatingCell SubClassOf Neuron,  False.
Cell and ChondroBlast SubClassOf Neuron,  False.
AnimalCell and MatureCell SubClassOf Neuron,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf PhotosyntheticCell,  False.
ElectricallyActiveCell and MioBlast SubClassOf ChondroCyte,  False.
PhotoreceptorCell and StructuralCell SubClassOf ElectricallyActiveCell,  I.
Erythrocyte and MioBlast SubClassOf ChondroCyte,  False.
AnimalCell and MatureCell SubClassOf ElectricallyActiveCell,  False.
InMatureCell and PhotosyntheticCell SubClassOf SclerenchymaCell,  False.
Neuron and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
AnimalCell and CirculatingCell SubClassOf LeafCell,  False.
LeafCell and PhotosyntheticCell SubClassOf SclerenchymaCell,  False.
CellByDevelopmentStage and PlantCell SubClassOf PhotoreceptorCell,  False.
ChondroBlast and PhotosyntheticCell SubClassOf LeafCell,  False.
MioBlast and PhotoreceptorCell SubClassOf LeafCell,  False.
ChondroCyte and CirculatingCell SubClassOf PhotoreceptorCell,  False.
Cell and MatureCell SubClassOf PhotoreceptorCell,  False.
CellByDevelopmentStage and InMatureCell SubClassOf Neuron,  False.
Miocyte and StructuralCell SubClassOf PhotosyntheticCell,  False.
Erythrocyte and Neuron SubClassOf InMatureCell,  False.
AnimalCell and Miocyte SubClassOf InMatureCell,  Based on
ElectricallyActiveCell and StructuralCell SubClassOf InMatureCell,  I.
CellByOrganism and MioBlast SubClassOf PlantCell,  False.
ElectricallyActiveCell and Osteocyte SubClassOf Miocyte,  False.
CellByClass and LeafCell SubClassOf InMatureCell,  False.
CellByDevelopmentStage and ChondroBlast SubClassOf PlantCell,  False.
Erythrocyte and PhotosyntheticCell SubClassOf Miocyte,  False.
Erythrocyte and SclerenchymaCell SubClassOf Miocyte,  False.
CirculatingCell and PhotoreceptorCell SubClassOf PlantCell,  False.
LeafCell and Osteocyte SubClassOf PhotoreceptorCell,  False.
CellByDevelopmentStage and Neuron SubClassOf LeafCell,  False.
Cell and PhotoreceptorCell SubClassOf Osteocyte,  False.
Cell and Miocyte SubClassOf Osteocyte,  False.
CellByDevelopmentStage and Osteocyte SubClassOf AnimalCell,  False.
ChondroCyte and MioBlast SubClassOf Neuron,  False.
CellByClass and ChondroBlast SubClassOf Osteocyte,  False.
CellByClass and Miocyte SubClassOf AnimalCell,  True.
CellByClass and Miocyte SubClassOf SclerenchymaCell,  False.
CellByClass and Miocyte SubClassOf LeafCell,  False.
CellByClass and Miocyte SubClassOf Erythrocyte,  False.
CellByClass and Miocyte SubClassOf PhotosyntheticCell,  False.
CellByClass and Miocyte SubClassOf CirculatingCell,  False.
CellByClass and Miocyte SubClassOf PlantCell,  False.
CellByClass and Miocyte SubClassOf MatureCell,  I.
CellByClass SubClassOf AnimalCell,  False.
LeafCell and SclerenchymaCell SubClassOf Neuron,  False.
CellByClass and Osteocyte SubClassOf PhotosyntheticCell,  False.
CirculatingCell and SclerenchymaCell SubClassOf AnimalCell,  False.
CellByOrganism and Erythrocyte SubClassOf ChondroBlast,  False.
PhotoreceptorCell and PhotosyntheticCell SubClassOf MatureCell,  False.
MatureCell and Neuron SubClassOf ChondroBlast,  False.
CirculatingCell and MioBlast SubClassOf ChondroBlast,  False.
ElectricallyActiveCell and LeafCell SubClassOf MioBlast,  False.
MatureCell and MioBlast SubClassOf CellByDevelopmentStage,  I.
MioBlast and PlantCell SubClassOf CellByDevelopmentStage,  False.
AnimalCell and ElectricallyActiveCell SubClassOf MioBlast,  False.
Cell and PhotosyntheticCell SubClassOf ChondroCyte,  False.
CellByOrganism and Erythrocyte SubClassOf CellByDevelopmentStage,  False.
AnimalCell and Erythrocyte SubClassOf MioBlast,  False.
MioBlast and PlantCell SubClassOf CellByOrganism, False.
AnimalCell and CellByClass SubClassOf CellByOrganism,  False.
Miocyte and PhotosyntheticCell SubClassOf StructuralCell,  False.
MatureCell SubClassOf CirculatingCell,  False.
CirculatingCell and Neuron SubClassOf StructuralCell,  False.
CellByDevelopmentStage and ElectricallyActiveCell SubClassOf CirculatingCell,  False.
LeafCell and MioBlast SubClassOf CirculatingCell,  False.
AnimalCell and PhotoreceptorCell SubClassOf Cell,  True.
AnimalCell and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
AnimalCell and PhotoreceptorCell SubClassOf LeafCell,  False.
AnimalCell and PhotoreceptorCell SubClassOf Erythrocyte,  False.
AnimalCell and PhotoreceptorCell SubClassOf PhotosyntheticCell,  False.
AnimalCell and PhotoreceptorCell SubClassOf CirculatingCell,  False.
AnimalCell and PhotoreceptorCell SubClassOf PlantCell,  False.
AnimalCell and PhotoreceptorCell SubClassOf MatureCell,  False.
PhotoreceptorCell SubClassOf AnimalCell and Cell,  True (
PhotoreceptorCell SubClassOf Cell and ElectricallyActiveCell,  I.
PhotoreceptorCell SubClassOf Cell and Neuron,  I.
PhotoreceptorCell SubClassOf AnimalCell and Cell and CellByClass,  I.
PhotoreceptorCell SubClassOf Cell and CellByClass and ElectricallyActiveCell,  Based on
PhotoreceptorCell SubClassOf Cell and CellByClass and Neuron,  True (
LeafCell and StructuralCell SubClassOf Osteocyte,  False.
ChondroBlast and StructuralCell SubClassOf LeafCell,  False.
CellByDevelopmentStage and ChondroCyte SubClassOf Osteocyte,  False.
Cell and CellByOrganism SubClassOf Erythrocyte,  False.
CellByClass and LeafCell SubClassOf AnimalCell,  False.
LeafCell and PlantCell SubClassOf AnimalCell,  False.
ChondroCyte and PhotosyntheticCell SubClassOf Erythrocyte,  False.
Erythrocyte and Osteocyte SubClassOf Neuron,  False.
MioBlast and Neuron SubClassOf PhotosyntheticCell,  False.
CellByOrganism and ChondroBlast SubClassOf ChondroCyte,  False.
CirculatingCell and Miocyte SubClassOf ElectricallyActiveCell,  True.
CirculatingCell and Miocyte SubClassOf SclerenchymaCell,  False.
CirculatingCell and Miocyte SubClassOf LeafCell,  False.
CirculatingCell and Miocyte SubClassOf Erythrocyte,  False.
CirculatingCell and Miocyte SubClassOf PlantCell,  False.
CirculatingCell and Miocyte SubClassOf MatureCell,  False.
CirculatingCell and Miocyte SubClassOf AnimalCell,  True.
CirculatingCell SubClassOf AnimalCell,  True.
CirculatingCell SubClassOf SclerenchymaCell,  False.
CirculatingCell SubClassOf LeafCell,  False.
CirculatingCell SubClassOf PhotosyntheticCell,  False.
CirculatingCell SubClassOf PlantCell,  False.
CirculatingCell SubClassOf CellByClass,  I.
CirculatingCell SubClassOf MatureCell,  I.
CirculatingCell SubClassOf Cell,  True.
CirculatingCell SubClassOf AnimalCell and Cell,  I'
CirculatingCell SubClassOf Miocyte,  I.
CirculatingCell SubClassOf InMatureCell,  I will
CirculatingCell SubClassOf Osteocyte,  False.
CirculatingCell SubClassOf ChondroBlast,  False.
CirculatingCell SubClassOf MioBlast,  False.
CirculatingCell SubClassOf CellByDevelopmentStage,  False.
CirculatingCell SubClassOf PhotoreceptorCell,  False.
CirculatingCell SubClassOf CellByOrganism,  False.
CirculatingCell SubClassOf ElectricallyActiveCell,  I.
CirculatingCell SubClassOf StructuralCell,  False.
CirculatingCell SubClassOf Neuron,  False.
CirculatingCell SubClassOf ChondroCyte,  False.
InMatureCell and PlantCell SubClassOf ElectricallyActiveCell,  False.
PhotoreceptorCell and PlantCell SubClassOf MioBlast,  False.
ChondroBlast and CirculatingCell SubClassOf SclerenchymaCell,  False.
MioBlast and Neuron SubClassOf ElectricallyActiveCell,  False.
MatureCell and Osteocyte SubClassOf Miocyte,  False.
MatureCell and Osteocyte SubClassOf InMatureCell,  False.
MatureCell and Osteocyte SubClassOf ChondroBlast,  False.
MatureCell and Osteocyte SubClassOf MioBlast,  False.
MatureCell and Osteocyte SubClassOf CellByDevelopmentStage,  I.
MatureCell and Osteocyte SubClassOf PhotoreceptorCell,  False.
MatureCell and Osteocyte SubClassOf CellByOrganism,  False.
MatureCell SubClassOf ElectricallyActiveCell,  False.
Erythrocyte and LeafCell SubClassOf PhotoreceptorCell,  False.
CellByClass and ElectricallyActiveCell SubClassOf SclerenchymaCell,  False.
AnimalCell and Neuron SubClassOf PhotoreceptorCell,  False.
ElectricallyActiveCell and InMatureCell SubClassOf LeafCell,  False.
Osteocyte and StructuralCell SubClassOf PhotoreceptorCell,  False.
CellByClass and PlantCell SubClassOf StructuralCell,  False.
Neuron and StructuralCell SubClassOf Miocyte,  False.
SclerenchymaCell and StructuralCell SubClassOf CellByOrganism,  False.
CellByOrganism and ChondroCyte SubClassOf StructuralCell,  False.
AnimalCell and SclerenchymaCell SubClassOf CirculatingCell,  False.
CellByDevelopmentStage and LeafCell SubClassOf CirculatingCell,  False.
CellByDevelopmentStage SubClassOf CirculatingCell,  False.
Neuron and PhotoreceptorCell SubClassOf MatureCell,  False.
ChondroCyte and LeafCell SubClassOf CirculatingCell,  False.
Osteocyte and PlantCell SubClassOf MatureCell,  False.
AnimalCell and ChondroBlast SubClassOf Cell,  True.
AnimalCell and ChondroBlast SubClassOf SclerenchymaCell,  False.
AnimalCell and ChondroBlast SubClassOf LeafCell,  False.
AnimalCell and ChondroBlast SubClassOf Erythrocyte,  False.
AnimalCell and ChondroBlast SubClassOf PhotosyntheticCell,  False.
AnimalCell and ChondroBlast SubClassOf CirculatingCell,  False.
AnimalCell and ChondroBlast SubClassOf PlantCell,  False.
AnimalCell and ChondroBlast SubClassOf MatureCell,  I.
ChondroBlast SubClassOf Cell,  True.
ChondroBlast SubClassOf SclerenchymaCell,  False.
ChondroBlast SubClassOf LeafCell,  False.
ChondroBlast SubClassOf Erythrocyte,  False.
ChondroBlast SubClassOf PhotosyntheticCell,  False.
ChondroBlast SubClassOf CirculatingCell,  False.
ChondroBlast SubClassOf PlantCell,  False.
ChondroBlast SubClassOf CellByClass,  False.
ChondroBlast SubClassOf MatureCell,  False.
ChondroBlast SubClassOf AnimalCell,  False.
ChondroBlast SubClassOf Miocyte,  False.
ChondroBlast SubClassOf InMatureCell,  False.
ChondroBlast SubClassOf Osteocyte,  False.
ChondroBlast SubClassOf MioBlast,  False.
ChondroBlast SubClassOf CellByDevelopmentStage,  False.
ChondroBlast SubClassOf PhotoreceptorCell,  False.
ChondroBlast SubClassOf CellByOrganism,  False.
ChondroBlast SubClassOf ElectricallyActiveCell,  False.
ChondroBlast SubClassOf StructuralCell,  False.
ChondroBlast SubClassOf Neuron,  False.
ChondroBlast SubClassOf ChondroCyte,  False.
Cell and LeafCell SubClassOf InMatureCell,  I.
ElectricallyActiveCell and Miocyte SubClassOf Neuron,  I.
MatureCell and StructuralCell SubClassOf PhotosyntheticCell,  I.
AnimalCell and CellByDevelopmentStage SubClassOf InMatureCell,  I.
CellByClass and ChondroBlast SubClassOf PhotosyntheticCell,  False.
CellByDevelopmentStage and CellByOrganism SubClassOf InMatureCell,  False.
LeafCell and PhotoreceptorCell SubClassOf PlantCell,  False.
CellByClass and Osteocyte SubClassOf PlantCell,  False.
LeafCell and PhotosyntheticCell SubClassOf Miocyte,  False.
Erythrocyte and Neuron SubClassOf Miocyte,  False.
CellByClass and MioBlast SubClassOf CirculatingCell,  False.
ElectricallyActiveCell and PhotosyntheticCell SubClassOf MatureCell,  False.
AnimalCell and Neuron SubClassOf Cell,  False.
ChondroBlast and CirculatingCell SubClassOf MatureCell,  False.
CellByOrganism and LeafCell SubClassOf Cell,  False.
Cell and MioBlast SubClassOf CellByClass,  False.
CellByDevelopmentStage and SclerenchymaCell SubClassOf InMatureCell,  False.
LeafCell and StructuralCell SubClassOf PlantCell,  False.
Cell and Neuron SubClassOf PlantCell,  False.
AnimalCell and Osteocyte SubClassOf Miocyte,  False.
Cell and Osteocyte SubClassOf StructuralCell,  True.
Cell and Osteocyte SubClassOf SclerenchymaCell,  False.
Cell and Osteocyte SubClassOf LeafCell,  False.
Cell and Osteocyte SubClassOf Erythrocyte,  False.
Cell and Osteocyte SubClassOf PhotosyntheticCell,  False.
Cell and Osteocyte SubClassOf CirculatingCell,  False.
Cell and Osteocyte SubClassOf PlantCell,  False.
Cell and Osteocyte SubClassOf MatureCell,  False.
Cell and Osteocyte SubClassOf AnimalCell,  True.
Cell SubClassOf AnimalCell,  False.
ChondroBlast and Miocyte SubClassOf CellByOrganism,  False.
CellByDevelopmentStage and PhotosyntheticCell SubClassOf StructuralCell,  I.
CellByClass and ChondroCyte SubClassOf Miocyte,  False.
CellByClass and CirculatingCell SubClassOf CellByOrganism,  False.
ChondroBlast and Erythrocyte SubClassOf SclerenchymaCell,  False.
InMatureCell and PhotoreceptorCell SubClassOf ElectricallyActiveCell,  True.
InMatureCell and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
InMatureCell and PhotoreceptorCell SubClassOf LeafCell,  False.
InMatureCell and PhotoreceptorCell SubClassOf Miocyte,  False.
InMatureCell and PhotoreceptorCell SubClassOf Osteocyte,  False.
InMatureCell and PhotoreceptorCell SubClassOf ChondroBlast,  False.
InMatureCell and PhotoreceptorCell SubClassOf MioBlast,  False.
InMatureCell and PhotoreceptorCell SubClassOf CellByDevelopmentStage,  I.
InMatureCell and PhotoreceptorCell SubClassOf CellByOrganism,  False.
PhotoreceptorCell SubClassOf AnimalCell and ElectricallyActiveCell,  True.
PhotoreceptorCell SubClassOf AnimalCell and Cell and ElectricallyActiveCell,  True.
PhotoreceptorCell SubClassOf AnimalCell and Cell and ElectricallyActiveCell and Neuron,  False.
PhotoreceptorCell SubClassOf AnimalCell and Cell and CellByClass and ElectricallyActiveCell and Neuron,  I.
CirculatingCell and PlantCell SubClassOf SclerenchymaCell,  False.
CellByOrganism and Neuron SubClassOf PhotoreceptorCell,  False.
Osteocyte and PhotosyntheticCell SubClassOf PhotoreceptorCell,  False.
MioBlast and PlantCell SubClassOf LeafCell,  False.
CellByClass and CirculatingCell SubClassOf LeafCell,  False.
AnimalCell and ElectricallyActiveCell SubClassOf Erythrocyte,  False.
CellByDevelopmentStage and MioBlast SubClassOf LeafCell,  False.
MioBlast and StructuralCell SubClassOf Erythrocyte,  False.
Erythrocyte and Miocyte SubClassOf CellByDevelopmentStage,  False.
ElectricallyActiveCell and PhotoreceptorCell SubClassOf ChondroBlast,  False.
CellByClass and PhotoreceptorCell SubClassOf ChondroBlast,  False.
Neuron and PlantCell SubClassOf CellByDevelopmentStage,  False.
PlantCell and SclerenchymaCell SubClassOf MioBlast,  False.
AnimalCell and MioBlast SubClassOf ChondroBlast,  False.
CirculatingCell and PhotosyntheticCell SubClassOf CellByDevelopmentStage,  False.
CirculatingCell and LeafCell SubClassOf MioBlast,  False.
CellByDevelopmentStage and MatureCell SubClassOf ChondroCyte,  I.
CirculatingCell and PlantCell SubClassOf ChondroCyte,  False.
ChondroCyte and MioBlast SubClassOf ElectricallyActiveCell,  False.
Cell and ElectricallyActiveCell SubClassOf SclerenchymaCell,  False.
AnimalCell and MioBlast SubClassOf ElectricallyActiveCell,  False.
InMatureCell and Neuron SubClassOf Miocyte,  False.
LeafCell and Neuron SubClassOf InMatureCell,  False.
Osteocyte and StructuralCell SubClassOf Miocyte,  False.
ChondroCyte and StructuralCell SubClassOf CellByOrganism,  I.
CellByOrganism and Miocyte SubClassOf PlantCell,  False.
CellByDevelopmentStage and PhotoreceptorCell SubClassOf Miocyte,  False.
