Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?,  False.
Can Arachnid that is also MarineMammal be considered a subcategory of 'Crop'?,  False.
Can Amoebae that is also ExoticSpecies be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Leaf that is also MicrobiotaTaxonomy be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Foraminifer that is also Livestock be considered a subcategory of 'Leaf'?,  False.
Can Bacteria that is also MarineMicrobiota be considered a subcategory of 'ExoticSpecies'?,  False.
Can Arthropod that is also VegetationCover be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Moss that is also SegmentedWorm be considered a subcategory of 'Conifer'?,  False.
Can BlueGreenAlgae that is also Mushroom be considered a subcategory of 'Coccolithophore'?,  False.
Can MarineAnimal that is also Poultry be considered a subcategory of 'Nutrient'?,  False.
Can Liverwort that is also SlimeMold be considered a subcategory of 'Invertebrate'?,  False.
Can Bird that is also Mold be considered a subcategory of 'Coral'?,  False.
Can Canopy that is also Flatworm be considered a subcategory of 'Microalgae'?,  False.
Can DeciduousVegetation that is also Nutrient be considered a subcategory of 'Roundworm'?,  False.
Can Anemone that is also Crustacean be considered a subcategory of 'Diatom'?,  False.
Can Crown that is also MarineAnimal be considered a subcategory of 'Arthropod'?,  False.
Can Macrophyte that is also Protist be considered a subcategory of 'Macroalgae'?,  False.
Can ExoticVegetation that is also Human be considered a subcategory of 'Flatworm'?,  False.
Can MarinePlant that is also Zooplankton be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Crown that is also Plankton be considered a subcategory of 'Echinoderm'?,  False.
Can Flatworm that is also MarineInvertebrate be considered a subcategory of 'Bacteria'?,  False.
Can MarineBird that is also Roundworm be considered a subcategory of 'Leaf'?,  False.
Can Amphibian that is also Foraminifer be considered a subcategory of 'MarineAnimal'?,  False.
Can BlueGreenAlgae that is also Canopy be considered a subcategory of 'Centipede'?,  False.
Can Mollusk that is also Sponge be considered a subcategory of 'Fern'?,  False.
Can Foraminifer that is also MarineBird be considered a subcategory of 'Pollen'?,  False.
Can Flagellate that is also Mammal be considered a subcategory of 'Mollusk'?,  False.
Can Ciliate that is also IndigenousVegetation be considered a subcategory of 'Conifer'?,  False.
Can Liverwort that is also Macroalgae be considered a subcategory of 'Microalgae'?,  False.
Can MarineMicrobiota that is also VegetationSpecies be considered a subcategory of 'MarineInvertebrate'?,  False.
Can Amoebae that is also Dairy be considered a subcategory of 'DeciduousVegetation'?,  False.
Can MarinePlant that is also Moss be considered a subcategory of 'Nutrient'?,  False.
Can BlueGreenAlgae that is also Mold be considered a subcategory of 'Plankton'?,  False.
Can Chlorophyll that is also Mollusk be considered a subcategory of 'Amoebae'?,  False.
Can Coral that is also Radiolarian be considered a subcategory of 'Livestock'?,  False.
Can Dairy that is also Zooplankton be considered a subcategory of 'Microphyte'?,  False.
Can Ciliate that is also Jellyfish be considered a subcategory of 'Sporozoan'?,  False.
Can Microphyte that is also Roundworm be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Ciliate that is also Foraminifer be considered a subcategory of 'ExoticVegetation'?,  False.
Can Dairy that is also FloweringPlant be considered a subcategory of 'Vertebrate'?,  False.
Can Echinoderm that is also Human be considered a subcategory of 'Plant'?,  False.
Can MarineBird that is also Roundworm be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Crustacean that is also Plant be considered a subcategory of 'MarinePlant'?,  False.
Can Crop that is also Fish be considered a subcategory of 'Flagellate'?,  False.
Can Microbiota that is also Pollen be considered a subcategory of 'Yeast'?,  False.
Can Anemone that is also Liverwort be considered a subcategory of 'VegetationSpecies'?,  False.
Can Fern that is also VegetationSpecies be considered a subcategory of 'VegetationCover'?,  False.
Can Plankton that is also Pollen be considered a subcategory of 'Crop'?,  False.
Can Bird that is also Nutrient be considered a subcategory of 'Foraminifer'?,  False.
Can Litter that is also Mollusk be considered a subcategory of 'Vegetation'?,  False.
Can Coccolithophore that is also Vertebrate be considered a subcategory of 'Mold'?,  False.
Can Moss that is also VegetationSpecies be considered a subcategory of 'Microphyte'?,  False.
Can EvergreenVegetation that is also SlimeMold be considered a subcategory of 'Crown'?,  False.
Can Sporozoan that is also TreeRing be considered a subcategory of 'Macrophyte'?,  False.
Can Diatom that is also Echinoderm be considered a subcategory of 'Plankton'?,  False.
Can Arachnid that is also Dairy be considered a subcategory of 'Sporozoan'?,  False.
Can ExoticSpecies that is also Leaf be considered a subcategory of 'Mushroom'?,  False.
Can Jellyfish that is also Lichen be considered a subcategory of 'Amoebae'?,  False.
Can IndigenousVegetation that is also Radiolarian be considered a subcategory of 'Crustacean'?,  False.
Can Bacteria that is also Ciliate be considered a subcategory of 'Phytoplankton'?,  False.
Can FungiTaxonomy that is also Invertebrate be considered a subcategory of 'VegetationSpecies'?,  False.
Can Chlorophyll that is also Sponge be considered a subcategory of 'Human'?,  False.
Can ExoticSpecies that is also Microalgae be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Plankton that is also Protist be considered a subcategory of 'Diatom'?,  False.
Can Flatworm that is also Poultry be considered a subcategory of 'Roundworm'?,  False.
Can Fish that is also Microbiota be considered a subcategory of 'Moss'?,  False.
Can Bird that is also Yeast be considered a subcategory of 'Arthropod'?,  False.
Can BlueGreenAlgae that is also Macrophyte be considered a subcategory of 'Reptile'?,  False.
Can Microalgae that is also Mollusk be considered a subcategory of 'SlimeMold'?,  False.
Can ExoticVegetation that is also Liverwort be considered a subcategory of 'DominantSpecies'?,  False.
Can MarineAnimal that is also Zooplankton be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Flagellate that is also Phytoplankton be considered a subcategory of 'Bird'?,  False.
Can Arachnid that is also Microalgae be considered a subcategory of 'SegmentedWorm'?,  False.
Can Crustacean that is also Plant be considered a subcategory of 'FloweringPlant'?,  False.
Can Animal that is also Foraminifer be considered a subcategory of 'MarineBird'?,  False.
Can Centipede that is also IndigenousSpecies be considered a subcategory of 'Mammal'?,  False.
Can DominantSpecies that is also EvergreenVegetation be considered a subcategory of 'Liverwort'?,  False.
Can Bacteria that is also Flagellate be considered a subcategory of 'Radiolarian'?,  False.
Can Algae that is also FungiTaxonomy be considered a subcategory of 'Anemone'?,  False.
Can Centipede that is also IndigenousVegetation be considered a subcategory of 'Nutrient'?,  False.
Can DominantSpecies that is also Livestock be considered a subcategory of 'Ciliate'?,  False.
Can Amphibian that is also Bacteria be considered a subcategory of 'MarineMammal'?,  False.
Can Arthropod that is also Vegetation be considered a subcategory of 'Microalgae'?,  False.
Can Moss that is also Pollen be considered a subcategory of 'Animal'?,  False.
Can Bird that is also Macroalgae be considered a subcategory of 'Diatom'?,  False.
Can MarineAnimal that is also MarineMammal be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Coral that is also SlimeMold be considered a subcategory of 'Moss'?,  False.
Can Moss that is also Yeast be considered a subcategory of 'MarineMicrobiota'?,  False.
Can EvergreenVegetation that is also Protist be considered a subcategory of 'Arachnid'?,  False.
Can MarineMicrobiota that is also Nutrient be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Echinoderm that is also Microbiota be considered a subcategory of 'MarinePlant'?,  False.
Can Conifer that is also Reptile be considered a subcategory of 'SegmentedWorm'?,  False.
Can Macrophyte that is also Microphyte be considered a subcategory of 'Bird'?,  False.
Can Centipede that is also Roundworm be considered a subcategory of 'Fungi'?,  False.
Can Leaf that is also Liverwort be considered a subcategory of 'FloweringPlant'?,  False.
Can MarineAnimal that is also Plant be considered a subcategory of 'Microbiota'?,  False.
Can FloweringPlant that is also Vertebrate be considered a subcategory of 'Flagellate'?,  False.
Can Centipede that is also Jellyfish be considered a subcategory of 'Plant'?,  False.
Can DominantSpecies that is also MicrobiotaTaxonomy be considered a subcategory of 'Canopy'?,  False.
Can Litter that is also Nutrient be considered a subcategory of 'Amphibian'?,  False.
Can Crop that is also Echinoderm be considered a subcategory of 'Protist'?,  False.
Can Echinoderm that is also Pollen be considered a subcategory of 'Lichen'?,  False.
Can Anemone that is also Bird be considered a subcategory of 'Echinoderm'?,  False.
Can FungiTaxonomy that is also Jellyfish be considered a subcategory of 'Fern'?,  False.
Can Fish that is also Moss be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Crown that is also EvergreenVegetation be considered a subcategory of 'Dairy'?,  False.
Can Sponge be considered a subcategory of 'Chlorophyll'?,  False.
Can Microalgae that is also SegmentedWorm be considered a subcategory of 'Fish'?,  False.
Can Arachnid that is also MarinePlant be considered a subcategory of 'Conifer'?,  False.
Can Canopy that is also ExoticSpecies be considered a subcategory of 'Mollusk'?,  False.
Can Invertebrate that is also Sporozoan be considered a subcategory of 'Protist'?,  False.
Can Anemone that is also BlueGreenAlgae be considered a subcategory of 'Algae'?,  False.
Can Crown that is also ExoticSpecies be considered a subcategory of 'FloweringPlant'?,  False.
Can Ciliate that is also Protist be considered a subcategory of 'SegmentedWorm'?,  False.
Can FloweringPlant that is also VegetationCover be considered a subcategory of 'Vegetation'?,  False.
Can Flatworm that is also Livestock be considered a subcategory of 'Mold'?,  False.
Can Macroalgae that is also MicrobiotaTaxonomy be considered a subcategory of 'Bacteria'?,  False.
Can Insect that is also VegetationCover be considered a subcategory of 'Anemone'?,  False.
Can Fish that is also Mushroom be considered a subcategory of 'Livestock'?,  False.
Can Anemone that is also Millipede be considered a subcategory of 'Insect'?,  False.
Can Amoebae that is also Litter be considered a subcategory of 'Leaf'?,  False.
Can Arthropod that is also Mold be considered a subcategory of 'Amoebae'?,  False.
Can Canopy that is also MarinePlant be considered a subcategory of 'Crown'?,  False.
Can Crown that is also Mammal be considered a subcategory of 'Microphyte'?,  False.
Can FungiTaxonomy that is also Phytoplankton be considered a subcategory of 'Plankton'?,  False.
Can Diatom that is also EvergreenVegetation be considered a subcategory of 'Fish'?,  False.
Can Crop that is also Insect be considered a subcategory of 'MarineMammal'?,  False.
Can Algae that is also MarineInvertebrate be considered a subcategory of 'Coccolithophore'?,  False.
Can Poultry that is also Zooplankton be considered a subcategory of 'Chlorophyll'?,  False.
Can FloweringPlant that is also Nutrient be considered a subcategory of 'Invertebrate'?,  False.
Can Amoebae that is also Sporozoan be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Coccolithophore that is also MarineMicrobiota be considered a subcategory of 'Microalgae'?,  False.
Can Coccolithophore that is also Plankton be considered a subcategory of 'Nutrient'?,  False.
Can Fungi that is also Mammal be considered a subcategory of 'DominantSpecies'?,  False.
Can Arthropod that is also Lichen be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Diatom that is also SegmentedWorm be considered a subcategory of 'Moss'?,  False.
Can Mushroom that is also VegetationSpecies be considered a subcategory of 'Animal'?,  False.
Can Leaf that is also Macrophyte be considered a subcategory of 'Arachnid'?,  False.
Can Chlorophyll that is also SlimeMold be considered a subcategory of 'Fungi'?,  False.
Can Bacteria that is also Mold be considered a subcategory of 'Reptile'?,  False.
Can Canopy that is also Dairy be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Macrophyte that is also Microphyte be considered a subcategory of 'Litter'?,  False.
Can Lichen that is also Microalgae be considered a subcategory of 'Mollusk'?,  False.
Can Chlorophyll that is also Liverwort be considered a subcategory of 'Zooplankton'?,  False.
Can Canopy that is also Conifer be considered a subcategory of 'Mammal'?,  False.
Can Roundworm that is also Sporozoan be considered a subcategory of 'Foraminifer'?,  False.
Can Arachnid that is also Litter be considered a subcategory of 'Fish'?,  False.
Can Crown that is also Mushroom be considered a subcategory of 'Conifer'?,  False.
Can Animal that is also Protist be considered a subcategory of 'Pollen'?,  False.
Can Plant that is also Zooplankton be considered a subcategory of 'MarineInvertebrate'?,  False.
Can Fern that is also MarineMammal be considered a subcategory of 'Moss'?,  False.
Can BlueGreenAlgae that is also Millipede be considered a subcategory of 'TreeRing'?,  False.
Can Algae that is also Mollusk be considered a subcategory of 'Microalgae'?,  False.
Can Amphibian that is also Plankton be considered a subcategory of 'Jellyfish'?,  False.
Can Crustacean that is also MarineInvertebrate be considered a subcategory of 'DominantSpecies'?,  False.
Can Flagellate that is also Insect be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Ciliate that is also Pollen be considered a subcategory of 'ExoticVegetation'?,  False.
Can Crown that is also SegmentedWorm be considered a subcategory of 'Sporozoan'?,  False.
Can Amphibian that is also Protist be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Macrophyte that is also Reptile be considered a subcategory of 'Coral'?,  False.
Can Lichen that is also Sponge be considered a subcategory of 'Mushroom'?,  False.
Can Livestock that is also Macroalgae be considered a subcategory of 'Roundworm'?,  False.
Can Insect that is also TreeRing be considered a subcategory of 'VegetationSpecies'?,  False.
Can Sporozoan that is also Vegetation be considered a subcategory of 'Phytoplankton'?,  False.
Can Anemone that is also IndigenousVegetation be considered a subcategory of 'Macroalgae'?,  False.
Can Macroalgae that is also Millipede be considered a subcategory of 'Yeast'?,  False.
Can Amoebae that is also Vertebrate be considered a subcategory of 'Millipede'?,  False.
Can ExoticVegetation that is also Livestock be considered a subcategory of 'Flagellate'?,  False.
Can Mammal that is also Protist be considered a subcategory of 'IndigenousSpecies'?,  False.
Can IndigenousSpecies that is also Microbiota be considered a subcategory of 'Lichen'?,  False.
Can Mushroom that is also Yeast be considered a subcategory of 'Flatworm'?,  False.
Can Dairy that is also Litter be considered a subcategory of 'Crown'?,  False.
Can MarineAnimal that is also MarinePlant be considered a subcategory of 'Amoebae'?,  False.
Can Amphibian that is also Flatworm be considered a subcategory of 'Coccolithophore'?,  False.
Can Animal that is also Poultry be considered a subcategory of 'Microphyte'?,  False.
Can Fish that is also FungiTaxonomy be considered a subcategory of 'Mushroom'?,  False.
Can Arthropod that is also Yeast be considered a subcategory of 'Human'?,  False.
Can Conifer that is also Fish be considered a subcategory of 'DeciduousVegetation'?,  False.
Can DeciduousVegetation that is also Fungi be considered a subcategory of 'Nutrient'?,  False.
Can ExoticVegetation that is also Flagellate be considered a subcategory of 'Diatom'?,  False.
Can Fern that is also SegmentedWorm be considered a subcategory of 'Roundworm'?,  False.
Can MarineInvertebrate that is also MarinePlant be considered a subcategory of 'Macroalgae'?,  False.
Can Flatworm that is also Reptile be considered a subcategory of 'Phytoplankton'?,  False.
Can Mollusk that is also Plant be considered a subcategory of 'Flagellate'?,  False.
Can Livestock that is also MarineMammal be considered a subcategory of 'Lichen'?,  False.
Can IndigenousSpecies that is also MarineMicrobiota be considered a subcategory of 'Canopy'?,  False.
Can Mollusk that is also Vegetation be considered a subcategory of 'Microbiota'?,  False.
Can Conifer that is also VegetationSpecies be considered a subcategory of 'Vertebrate'?,  False.
Can Fungi that is also VegetationSpecies be considered a subcategory of 'Plant'?,  False.
Can Dairy that is also Sporozoan be considered a subcategory of 'MarineMicrobiota'?,  False.
Can DominantSpecies that is also MarinePlant be considered a subcategory of 'Reptile'?,  False.
Can Mammal that is also MarineInvertebrate be considered a subcategory of 'SegmentedWorm'?,  False.
Can Flatworm that is also Leaf be considered a subcategory of 'Radiolarian'?,  False.
Can Fish that is also Lichen be considered a subcategory of 'Fungi'?,  False.
Can Bacteria that is also Yeast be considered a subcategory of 'Bird'?,  False.
Can Amoebae that is also MarineMicrobiota be considered a subcategory of 'Poultry'?,  False.
Can Invertebrate that is also Mollusk be considered a subcategory of 'EvergreenVegetation'?,  False.
Can ExoticVegetation that is also Foraminifer be considered a subcategory of 'Echinoderm'?,  False.
Can ExoticSpecies that is also Fern be considered a subcategory of 'Bacteria'?,  False.
Can Flagellate that is also VegetationCover be considered a subcategory of 'Leaf'?,  False.
Can Bird that is also Ciliate be considered a subcategory of 'MarineAnimal'?,  False.
Can BlueGreenAlgae that is also Plant be considered a subcategory of 'Mold'?,  False.
Can MarineMammal that is also MicrobiotaTaxonomy be considered a subcategory of 'Crop'?,  False.
Can Echinoderm that is also SegmentedWorm be considered a subcategory of 'Sporozoan'?,  False.
Can Microalgae that is also Zooplankton be considered a subcategory of 'Jellyfish'?,  False.
Can Arachnid that is also Plant be considered a subcategory of 'Moss'?,  False.
Can ExoticSpecies that is also Millipede be considered a subcategory of 'Crustacean'?,  False.
Can Mold that is also Pollen be considered a subcategory of 'Arachnid'?,  False.
Can Crown that is also DominantSpecies be considered a subcategory of 'VegetationSpecies'?,  False.
Can Bacteria that is also Fern be considered a subcategory of 'MarinePlant'?,  False.
Can Arthropod that is also Insect be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Crown that is also DominantSpecies be considered a subcategory of 'Bird'?,  False.
Can Bird that is also Canopy be considered a subcategory of 'Algae'?,  False.
Can MarineAnimal that is also MarineInvertebrate be considered a subcategory of 'Plant'?,  False.
Can Human that is also SlimeMold be considered a subcategory of 'Sponge'?,  False.
Can Bacteria that is also Macroalgae be considered a subcategory of 'Amphibian'?,  False.
Can EvergreenVegetation that is also Mammal be considered a subcategory of 'Centipede'?,  False.
Can Fungi that is also Nutrient be considered a subcategory of 'Bacteria'?,  False.
Can Anemone that is also MarineBird be considered a subcategory of 'Echinoderm'?,  False.
Can Amphibian that is also ExoticVegetation be considered a subcategory of 'Protist'?,  False.
Can Animal that is also Diatom be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Algae that is also TreeRing be considered a subcategory of 'Millipede'?,  False.
Can Ciliate that is also Coral be considered a subcategory of 'MarineBird'?,  False.
Can Conifer that is also Yeast be considered a subcategory of 'Mammal'?,  False.
Can Leaf that is also Vertebrate be considered a subcategory of 'Dairy'?,  False.
Can MarinePlant that is also SlimeMold be considered a subcategory of 'Litter'?,  False.
Can Conifer that is also Nutrient be considered a subcategory of 'Fish'?,  False.
Can Anemone that is also Microphyte be considered a subcategory of 'Foraminifer'?,  False.
Can Centipede that is also Fish be considered a subcategory of 'Mollusk'?,  False.
Can Bird that is also Mold be considered a subcategory of 'Chlorophyll'?,  False.
Can Jellyfish that is also MicrobiotaTaxonomy be considered a subcategory of 'Ciliate'?,  False.
Can Livestock that is also Roundworm be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Microalgae that is also Moss be considered a subcategory of 'Macrophyte'?,  False.
Can EvergreenVegetation that is also Mushroom be considered a subcategory of 'TreeRing'?,  False.
Can Coccolithophore that is also Microphyte be considered a subcategory of 'Centipede'?,  False.
Can MarineBird that is also TreeRing be considered a subcategory of 'EvergreenVegetation'?,  False.
Can Foraminifer that is also Vegetation be considered a subcategory of 'Anemone'?,  False.
Can Mollusk that is also Reptile be considered a subcategory of 'Amphibian'?,  False.
Can Diatom that is also Human be considered a subcategory of 'Livestock'?,  False.
Can Liverwort that is also Vertebrate be considered a subcategory of 'Conifer'?,  False.
Can DeciduousVegetation that is also Nutrient be considered a subcategory of 'Leaf'?,  False.
Can ExoticVegetation that is also Radiolarian be considered a subcategory of 'Crop'?,  False.
Can Microbiota that is also Radiolarian be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Dairy that is also Plankton be considered a subcategory of 'Coral'?,  False.
Can Diatom that is also SlimeMold be considered a subcategory of 'Coccolithophore'?,  False.
Can Crop that is also Yeast be considered a subcategory of 'ExoticSpecies'?,  False.
Can Microphyte that is also Zooplankton be considered a subcategory of 'Invertebrate'?,  False.
Can BlueGreenAlgae that is also Ciliate be considered a subcategory of 'Arthropod'?,  False.
Can FloweringPlant that is also Mold be considered a subcategory of 'Mushroom'?,  False.
Can Chlorophyll that is also Coral be considered a subcategory of 'Nutrient'?,  False.
Can Bird that is also DeciduousVegetation be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Flatworm that is also Radiolarian be considered a subcategory of 'Moss'?,  False.
Can MarineMicrobiota that is also Microphyte be considered a subcategory of 'Plankton'?,  False.
Can MarineBird that is also VegetationCover be considered a subcategory of 'Ciliate'?,  False.
Can Diatom that is also MarineAnimal be considered a subcategory of 'Jellyfish'?,  False.
Can Crop that is also Macrophyte be considered a subcategory of 'MarinePlant'?,  False.
Can Human that is also Poultry be considered a subcategory of 'Animal'?,  False.
Can Litter that is also Liverwort be considered a subcategory of 'Sporozoan'?,  False.
Can Arthropod that is also FloweringPlant be considered a subcategory of 'Fungi'?,  False.
Can Coral that is also Phytoplankton be considered a subcategory of 'Plant'?,  False.
Can DeciduousVegetation that is also Microbiota be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Coccolithophore that is also Crustacean be considered a subcategory of 'Arachnid'?,  False.
Can SegmentedWorm that is also Vegetation be considered a subcategory of 'Algae'?,  False.
Can IndigenousSpecies that is also Roundworm be considered a subcategory of 'Bacteria'?,  False.
Can Reptile that is also Zooplankton be considered a subcategory of 'Sponge'?,  False.
Can Flagellate that is also Invertebrate be considered a subcategory of 'Yeast'?,  False.
Can Mammal be considered a subcategory of 'Fish'?,  False.
Can IndigenousVegetation that is also Phytoplankton be considered a subcategory of 'TreeRing'?,  False.
Can IndigenousSpecies that is also MarineBird be considered a subcategory of 'Insect'?,  False.
Can Amphibian that is also Jellyfish be considered a subcategory of 'Foraminifer'?,  False.
Can Lichen that is also Moss be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Chlorophyll that is also Foraminifer be considered a subcategory of 'Ciliate'?,  False.
Can MarineMammal that is also Sponge be considered a subcategory of 'Plankton'?,  False.
Can Bird that is also Litter be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can BlueGreenAlgae that is also FungiTaxonomy be considered a subcategory of 'ExoticVegetation'?,  False.
Can Centipede that is also MarineMicrobiota be considered a subcategory of 'Jellyfish'?,  False.
Can Liverwort that is also VegetationCover be considered a subcategory of 'Plant'?,  False.
Can MarineAnimal that is also TreeRing be considered a subcategory of 'Fungi'?,  False.
Can Protist that is also Vertebrate be considered a subcategory of 'MarinePlant'?,  False.
Can Insect that is also Poultry be considered a subcategory of 'Vertebrate'?,  False.
Can Foraminifer that is also Roundworm be considered a subcategory of 'VegetationSpecies'?,  False.
Can Plant that is also Reptile be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can Mushroom that is also Vegetation be considered a subcategory of 'Macroalgae'?,  False.
Can Anemone that is also FungiTaxonomy be considered a subcategory of 'Millipede'?,  False.
Can Fern that is also Protist be considered a subcategory of 'MarineBird'?,  False.
Can Macrophyte that is also Millipede be considered a subcategory of 'Reptile'?,  False.
Can Echinoderm that is also Lichen be considered a subcategory of 'Microbiota'?,  False.
Can Crown that is also Vertebrate be considered a subcategory of 'Protist'?,  False.
Can Insect that is also MarineInvertebrate be considered a subcategory of 'Zooplankton'?,  False.
Can Crop that is also Sporozoan be considered a subcategory of 'Flatworm'?,  False.
Can Litter that is also Pollen be considered a subcategory of 'SegmentedWorm'?,  False.
Can Canopy that is also Millipede be considered a subcategory of 'Mollusk'?,  False.
Can Amoebae that is also Sponge be considered a subcategory of 'Liverwort'?,  False.
Can Human that is also VegetationCover be considered a subcategory of 'Mammal'?,  False.
Can DominantSpecies that is also TreeRing be considered a subcategory of 'Litter'?,  False.
Can Echinoderm that is also Lichen be considered a subcategory of 'MarineInvertebrate'?,  False.
Can VegetationCover that is also VegetationSpecies be considered a subcategory of 'Nutrient'?,  False.
Can SlimeMold that is also TreeRing be considered a subcategory of 'Mushroom'?,  False.
Can Chlorophyll that is also Leaf be considered a subcategory of 'MicrobiotaTaxonomy'?,  False.
Can ExoticSpecies that is also MarinePlant be considered a subcategory of 'Canopy'?,  False.
Can Dairy that is also IndigenousSpecies be considered a subcategory of 'Arthropod'?,  False.
Can Animal that is also Mold be considered a subcategory of 'Diatom'?,  False.
Can DeciduousVegetation that is also Jellyfish be considered a subcategory of 'SlimeMold'?,  False.
Can MicrobiotaTaxonomy that is also Yeast be considered a subcategory of 'FloweringPlant'?,  False.
Can Ciliate that is also Conifer be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Fungi that is also Invertebrate be considered a subcategory of 'Reptile'?,  False.
Can Diatom that is also Echinoderm be considered a subcategory of 'SegmentedWorm'?,  False.
Can Anemone that is also Fern be considered a subcategory of 'Radiolarian'?,  False.
Can MarineInvertebrate that is also Plant be considered a subcategory of 'MarineBird'?,  False.
Can FloweringPlant that is also Poultry be considered a subcategory of 'Protist'?,  False.
Can Crustacean that is also IndigenousSpecies be considered a subcategory of 'Yeast'?,  False.
Can Animal that is also Jellyfish be considered a subcategory of 'Echinoderm'?,  False.
Can Echinoderm that is also Macrophyte be considered a subcategory of 'VegetationCover'?,  False.
Can Amoebae that is also DeciduousVegetation be considered a subcategory of 'Flagellate'?,  False.
Can Chlorophyll that is also Flagellate be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Algae that is also Sponge be considered a subcategory of 'Centipede'?,  False.
Can IndigenousVegetation that is also Phytoplankton be considered a subcategory of 'Bacteria'?,  False.
Can Arachnid that is also Phytoplankton be considered a subcategory of 'Poultry'?,  False.
Can FungiTaxonomy that is also Mollusk be considered a subcategory of 'MarineAnimal'?,  False.
Can IndigenousSpecies that is also Microalgae be considered a subcategory of 'Fern'?,  False.
Can EvergreenVegetation that is also Lichen be considered a subcategory of 'Leaf'?,  False.
Can Sporozoan that is also Vertebrate be considered a subcategory of 'MarineMammal'?,  False.
Can Diatom that is also Pollen be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Sporozoan that is also TreeRing be considered a subcategory of 'Conifer'?,  False.
Can Litter that is also Nutrient be considered a subcategory of 'Pollen'?,  False.
Can MarineMicrobiota be considered a subcategory of 'VegetationSpecies'?,  False.
Can Coccolithophore that is also Microbiota be considered a subcategory of 'Plant'?,  False.
Can Diatom that is also Moss be considered a subcategory of 'Macroalgae'?,  False.
Can Fern that is also Macroalgae be considered a subcategory of 'Phytoplankton'?,  False.
Can Algae that is also Centipede be considered a subcategory of 'Flagellate'?,  False.
Can Invertebrate that is also Liverwort be considered a subcategory of 'Lichen'?,  False.
Can Bird that is also FloweringPlant be considered a subcategory of 'Sponge'?,  False.
Can MarineMammal that is also Protist be considered a subcategory of 'Microbiota'?,  False.
Can Leaf that is also Microalgae be considered a subcategory of 'Centipede'?,  False.
Can Crustacean that is also Reptile be considered a subcategory of 'IndigenousSpecies'?,  False.
Can Conifer that is also Vegetation be considered a subcategory of 'Echinoderm'?,  False.
Can Animal that is also Macrophyte be considered a subcategory of 'Amphibian'?,  False.
Can Arachnid that is also DeciduousVegetation be considered a subcategory of 'IndigenousVegetation'?,  False.
Can Millipede that is also Radiolarian be considered a subcategory of 'Conifer'?,  False.
Can Animal that is also Microphyte be considered a subcategory of 'Dairy'?,  False.
Can Fungi that is also Phytoplankton be considered a subcategory of 'Litter'?,  False.
Can Fish that is also FloweringPlant be considered a subcategory of 'Liverwort'?,  False.
Can Crown that is also MarineMammal be considered a subcategory of 'Insect'?,  False.
Can Fern that is also MarineMicrobiota be considered a subcategory of 'Anemone'?,  False.
Can Coccolithophore that is also Crop be considered a subcategory of 'Mammal'?,  False.
Can Amphibian that is also MarinePlant be considered a subcategory of 'Foraminifer'?,  False.
Can Animal that is also Canopy be considered a subcategory of 'Macrophyte'?,  False.
Can Algae that is also FungiTaxonomy be considered a subcategory of 'Mold'?,  False.
Can Human that is also Invertebrate be considered a subcategory of 'Crop'?,  False.
Can Amphibian that is also Conifer be considered a subcategory of 'Crown'?,  False.
Can Fungi that is also Vegetation be considered a subcategory of 'Amoebae'?,  False.
Can Leaf that is also Sponge be considered a subcategory of 'Plankton'?,  False.
Can MarineBird that is also Reptile be considered a subcategory of 'Ciliate'?,  False.
Can MarineInvertebrate that is also MarineMammal be considered a subcategory of 'Jellyfish'?,  False.
Can Coral that is also Poultry be considered a subcategory of 'MarinePlant'?,  False.
Can DeciduousVegetation that is also IndigenousVegetation be considered a subcategory of 'Crustacean'?,  False.
Can Livestock that is also Radiolarian be considered a subcategory of 'Sporozoan'?,  False.
Can Anemone that is also Vegetation be considered a subcategory of 'Conifer'?,  False.
Can Litter that is also Roundworm be considered a subcategory of 'Coccolithophore'?,  False.
