BallGame and FootballTeam SubClassOf Player,  False.
Can FootballTeam that is also Player be considered a subcategory of 'FootballPlayer'?,  False.
Can Game be considered a subcategory of 'something that plays some BallGame'?,  False.
Can Game that is also Person be considered a subcategory of 'Football'?,  False.
Can Game that is also Person be considered a subcategory of 'BallGame'?,  False.
Can something that plays some Team be considered a subcategory of 'FootballPlayer'?,  False.
Can Football that is also Player be considered a subcategory of 'Person'?,  True.
Can Football that is also Player be considered a subcategory of 'Manager'?,  False.
Can Football that is also Player be considered a subcategory of 'Team'?,  False.
Can Football that is also Player be considered a subcategory of 'FootballTeam'?,  False.
Can Football that is also Player be considered a subcategory of 'Game'?,  True.
Can Player be considered a subcategory of 'Game'?,  False.
Can Football be considered a subcategory of 'Game'?,  True.
Can Football be considered a subcategory of 'Thing'?,  False.
Can Football be considered a subcategory of 'Manager'?,  False.
Can Football be considered a subcategory of 'Team'?,  True.
Can Football be considered a subcategory of 'Game that is also Team'?,  True.
Can Football be considered a subcategory of 'Player'?,  False.
Can Football be considered a subcategory of 'FootballTeam'?,  False.
Can Football be considered a subcategory of 'FootballPlayer'?,  False.
Can Football be considered a subcategory of 'Person'?,  False.
Can Football be considered a subcategory of 'BallGame'?,  True.
Can Football be considered a subcategory of 'BallGame that is also Game that is also Team'?,  True.
Can FootballTeam that is also Team be considered a subcategory of 'Football'?,  False.
Can Person be considered a subcategory of 'FootballPlayer'?,  False.
Can something that plays_for some Manager be considered a subcategory of 'Football'?,  True.
Can something that plays_for some Manager be considered a subcategory of 'Manager'?,  False.
Can something that plays_for some Manager be considered a subcategory of 'Team'?,  True.
Can Manager be considered a subcategory of 'Team'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (plays_for some (Manager that is also Thing))'?,  False.
Can Manager that is also Thing be considered a subcategory of 'Team'?,  False.
Can Manager that is also Thing be considered a subcategory of 'Player'?,  False.
Can Manager that is also Thing be considered a subcategory of 'FootballTeam'?,  False.
Can Manager that is also Thing be considered a subcategory of 'Game'?,  False.
Can Manager that is also Thing be considered a subcategory of 'FootballPlayer'?,  False.
Can Manager that is also Thing be considered a subcategory of 'Football'?,  False.
Can Manager that is also Thing be considered a subcategory of 'Person'?,  False.
Can Manager that is also Thing be considered a subcategory of 'BallGame'?,  False.
Can Thing that is also something that (plays_for some Manager) that is also something that (plays_for some Thing) be considered a subcategory of 'Thing that is also something that (plays_for some (Manager that is also Thing))'?,  I'
Can Thing that is also something that (plays_for some Manager) that is also something that (plays_for some Thing) be considered a subcategory of 'Team'?,  False.
Can Thing that is also something that (plays_for some (Manager that is also Thing)) be considered a subcategory of 'Thing that is also something that (plays_for some (Manager that is also Thing))'?,  False.
Can Thing that is also something that (plays_for some (Manager that is also Thing)) be considered a subcategory of 'Team'?, False.
Can Thing that is also something that (plays_for some Thing) be considered a subcategory of 'Team'?,  False.
Can something that plays some FootballTeam be considered a subcategory of 'BallGame'?,  True.
Can something that plays some FootballTeam be considered a subcategory of 'Manager'?,  False.
Can something that plays some FootballTeam be considered a subcategory of 'Team'?,  True.
Can FootballTeam be considered a subcategory of 'Team'?,  True.
Can FootballTeam be considered a subcategory of 'Thing'?,  True.
Can FootballTeam be considered a subcategory of 'Team that is also Thing'?,  True.
Can FootballTeam be considered a subcategory of 'Manager'?,  False.
Can FootballTeam be considered a subcategory of 'Player'?,  False.
Can FootballTeam be considered a subcategory of 'Game'?,  False.
Can FootballTeam be considered a subcategory of 'FootballPlayer'?,  False.
Can FootballTeam be considered a subcategory of 'Football'?,  True,
Can FootballTeam be considered a subcategory of 'Football that is also Team that is also Thing'?,  True.
Can FootballTeam be considered a subcategory of 'Person'?,  False.
Can FootballTeam be considered a subcategory of 'BallGame'?,  True.
Can FootballTeam be considered a subcategory of 'BallGame that is also Football that is also Team that is also Thing'?,  True.
Can Person that is also Team be considered a subcategory of 'Football'?,  False.
Can BallGame that is also Team be considered a subcategory of 'FootballTeam'?,  False.
Can Manager that is also Person be considered a subcategory of 'Player'?,  False.
Can something that plays some Person be considered a subcategory of 'Manager'?,  False.
Can something that plays_for some BallGame be considered a subcategory of 'Game'?,  True.
Can Thing be considered a subcategory of 'Thing that is also something that (plays_for some (BallGame that is also Game that is also Thing))'?,  False.
Can BallGame that is also Game that is also Thing be considered a subcategory of 'Manager'?,  False.
Can BallGame that is also Game that is also Thing be considered a subcategory of 'Team'?,  False.
Can BallGame that is also Game that is also Thing be considered a subcategory of 'Player'?,  False.
Can BallGame that is also Game that is also Thing be considered a subcategory of 'FootballTeam'?,  False.
Can BallGame that is also Game that is also Thing be considered a subcategory of 'FootballPlayer'?,  False.
Can BallGame that is also Game that is also Thing be considered a subcategory of 'Football'?,  False.
Can BallGame that is also Game that is also Thing be considered a subcategory of 'Person'?,  False.
Can Thing that is also something that (plays_for some BallGame) that is also something that (plays_for some (Game that is also Thing)) be considered a subcategory of 'Thing that is also something that (plays_for some (BallGame that is also Game that is also Thing))'?,  False.
Can Thing that is also something that (plays_for some BallGame) that is also something that (plays_for some (Game that is also Thing)) be considered a subcategory of 'Team'?,  False.
Can Thing that is also something that (plays_for some (BallGame that is also Game that is also Thing)) be considered a subcategory of 'Thing that is also something that (plays_for some (BallGame that is also Game that is also Thing))'?,  False.
Can Thing that is also something that (plays_for some (BallGame that is also Game that is also Thing)) be considered a subcategory of 'Team'?,  False.
Can Thing that is also something that (plays_for some (Game that is also Thing)) be considered a subcategory of 'Team'?,  False.
Can Thing that is also something that (plays_for some (BallGame that is also Thing)) be considered a subcategory of 'Team'?,  False.
Can BallGame that is also Team be considered a subcategory of 'Player'?,  False.
Can FootballPlayer that is also FootballTeam be considered a subcategory of 'Manager'?,  False.
Can Manager be considered a subcategory of 'Person'?,  True.
Can Manager be considered a subcategory of 'Player'?,  False.
Can Manager be considered a subcategory of 'FootballTeam'?,  False.
Can Manager be considered a subcategory of 'Game'?,  False.
Can Manager be considered a subcategory of 'FootballPlayer'?,  False.
Can Manager be considered a subcategory of 'Football'?,  False.
Can Manager be considered a subcategory of 'Thing'?,  False.
Can Manager be considered a subcategory of 'BallGame'?,  False.
Can something that plays some Team be considered a subcategory of 'Manager'?,  False.
Can Football that is also Team be considered a subcategory of 'FootballTeam'?,  False.
Can Football that is also FootballPlayer be considered a subcategory of 'FootballTeam'?,  False.
Can FootballTeam be considered a subcategory of 'something that managed_by some Team'?,  False.
Can FootballTeam that is also Team be considered a subcategory of 'Person'?,  False.
Can something that plays_for some Football be considered a subcategory of 'Football'?,  False.
Can FootballPlayer be considered a subcategory of 'something that managed_by some Player'?,  False.
Can Person be considered a subcategory of 'Team'?,  False.
Can Football that is also Game be considered a subcategory of 'Manager'?,  False.
Can FootballTeam that is also Player be considered a subcategory of 'Manager'?,  False.
Can something that managed_by some Person be considered a subcategory of 'FootballTeam'?,  False.
Can something that managed_by some Team be considered a subcategory of 'Player'?,  False.
Can Football be considered a subcategory of 'something that managed_by some FootballTeam'?,  False.
Can Player that is also Team be considered a subcategory of 'Person'?,  True.
Can Player that is also Team be considered a subcategory of 'Manager'?,  False.
Can Player that is also Team be considered a subcategory of 'FootballTeam'?,  False.
Can Player that is also Team be considered a subcategory of 'Game'?,  False.
Can Player that is also Team be considered a subcategory of 'FootballPlayer'?,  True.
Can Player be considered a subcategory of 'FootballPlayer'?,  False.
Can Team be considered a subcategory of 'FootballPlayer'?,  False.
Can something that plays some Football be considered a subcategory of 'FootballPlayer'?,  True.
Can something that plays some Football be considered a subcategory of 'Manager'?,  False.
Can something that plays some Football be considered a subcategory of 'Team'?,  True.
Can Thing be considered a subcategory of 'Thing that is also something that (plays some (BallGame that is also Football that is also Game that is also Team that is also Thing))'?,  False.
Can BallGame that is also Football that is also Game that is also Team that is also Thing be considered a subcategory of 'Manager'?,  False.
Can BallGame that is also Football that is also Game that is also Team that is also Thing be considered a subcategory of 'Player'?,  False.
Can BallGame that is also Football that is also Game that is also Team that is also Thing be considered a subcategory of 'FootballTeam'?,  False.
Can BallGame that is also Football that is also Game that is also Team that is also Thing be considered a subcategory of 'FootballPlayer'?,  False.
Can BallGame that is also Football that is also Game that is also Team that is also Thing be considered a subcategory of 'Person'?,  False.
Can Thing that is also something that (plays some BallGame) that is also something that (plays some (Football that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Thing that is also something that (plays some (BallGame that is also Football that is also Game that is also Team that is also Thing))'?,  True.
Can Thing that is also something that (plays some (BallGame that is also Football that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Thing that is also something that (plays some (BallGame that is also Football that is also Game that is also Team that is also Thing))'?,  True.
Can Thing that is also something that (plays some (Football that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Team'?,  True.
Can Thing that is also something that (plays some (Game that is also Team that is also Thing)) be considered a subcategory of 'Team'?,  False.
Can Thing that is also something that (plays some (Football that is also Team that is also Thing)) be considered a subcategory of 'Team'?,  False.
Can Thing that is also something that (plays some (Football that is also Game that is also Thing)) be considered a subcategory of 'Team'?,  False.
Can Game be considered a subcategory of 'something that managed_by some FootballPlayer'?,  False.
Can Football be considered a subcategory of 'something that managed_by some Player'?,  False.
Can Manager be considered a subcategory of 'something that managed_by some Football'?,  False.
Can something that managed_by some Team be considered a subcategory of 'FootballTeam'?,  False.
Can Player be considered a subcategory of 'something that managed_by some FootballPlayer'?,  False.
Can Player be considered a subcategory of 'something that plays some Football'?,  True.
Can Player be considered a subcategory of 'Manager'?,  False.
Can Player be considered a subcategory of 'Team'?,  False.
Can Player be considered a subcategory of 'FootballTeam'?,  False.
Can Player be considered a subcategory of 'Football'?,  False.
Can Player be considered a subcategory of 'Person'?,  True.
Can Player be considered a subcategory of 'Thing'?,  True.
Can Player be considered a subcategory of 'Person that is also Thing'?,  False.
Can Player be considered a subcategory of 'BallGame'?,  False.
Can Person be considered a subcategory of 'something that plays some BallGame'?,  False.
Can Football be considered a subcategory of 'something that plays some Person'?,  False.
Can something that plays some Player be considered a subcategory of 'Person'?,  False.
Can Game that is also Player be considered a subcategory of 'BallGame'?,  False.
Can Game be considered a subcategory of 'something that plays some Football'?,  False.
Can Manager be considered a subcategory of 'something that plays some BallGame'?,  False.
Can Manager be considered a subcategory of 'something that managed_by some Game'?,  False.
Can Game that is also Manager be considered a subcategory of 'Team'?,  False.
Can FootballPlayer that is also Person be considered a subcategory of 'Manager'?,  False.
Can Person be considered a subcategory of 'BallGame'?,  False.
Can Football that is also Team be considered a subcategory of 'Player'?,  False.
Can BallGame be considered a subcategory of 'something that managed_by some Person'?,  False.
Can something that plays_for some Football be considered a subcategory of 'BallGame'?,  True.
Can something that plays_for some Football be considered a subcategory of 'Manager'?,  False.
Can something that plays_for some Football be considered a subcategory of 'Player'?,  True.
Can Team that is also Thing be considered a subcategory of 'Team that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also Game that is also Team that is also Thing))'?,  False.
Can Team that is also Thing be considered a subcategory of 'Manager'?,  False.
Can Team that is also Thing be considered a subcategory of 'Player'?,  False.
Can Team that is also Thing be considered a subcategory of 'FootballTeam'?,  False.
Can Team that is also Thing be considered a subcategory of 'Game'?,  False.
Can Team that is also Thing be considered a subcategory of 'FootballPlayer'?,  False.
Can Team that is also Thing be considered a subcategory of 'Football'?,  False.
Can Team that is also Thing be considered a subcategory of 'Person'?,  False.
Can Team that is also Thing be considered a subcategory of 'BallGame'?,  False.
Can Team that is also Thing that is also something that (plays_for some BallGame) that is also something that (plays_for some (Football that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Team that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also Game that is also Team that is also Thing))'?,  True.
Can Team that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Team that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also Game that is also Team that is also Thing))'?,  True.
Can Thing that is also something that (plays_for some (BallGame that is also Football that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Team that is also Thing that is also something that (plays_for some (Football that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Team that is also Thing that is also something that (plays_for some (BallGame that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Team that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Team that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also Game that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Football be considered a subcategory of 'something that plays some FootballPlayer'?,  False.
Can something that plays_for some Team be considered a subcategory of 'Game'?,  False.
Can Game that is also Team be considered a subcategory of 'FootballTeam'?,  False.
Can FootballPlayer be considered a subcategory of 'something that managed_by some FootballTeam'?,  False.
Can BallGame be considered a subcategory of 'something that plays some BallGame'?,  True,
Can BallGame be considered a subcategory of 'FootballPlayer'?,  False.
Can BallGame be considered a subcategory of 'Football'?,  False.
Can BallGame be considered a subcategory of 'Person'?,  False.
Can Thing be considered a subcategory of 'something that plays some BallGame'?,  False.
Can Team be considered a subcategory of 'something that plays some BallGame'?,  True.
Can Thing that is also something that (plays some BallGame) be considered a subcategory of 'Thing that is also something that (plays some BallGame)'?,  False.
Can Team be considered a subcategory of 'Thing'?,  False.
Can Team be considered a subcategory of 'Manager'?,  False.
Can Team be considered a subcategory of 'Team'?,  False.
Can Team be considered a subcategory of 'Player'?,  False.
Can Team be considered a subcategory of 'FootballTeam'?,  False.
Can Team be considered a subcategory of 'Game'?,  False.
Can Team be considered a subcategory of 'Football'?,  False.
Can Team be considered a subcategory of 'Person'?,  False.
Can Team be considered a subcategory of 'BallGame'?,  False.
Can Game be considered a subcategory of 'BallGame'?,  False.
Can Thing that is also something that (plays some (BallGame that is also Thing)) be considered a subcategory of 'Thing that is also something that (plays some (BallGame that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'BallGame that is also Thing'?,  False.
Can Manager be considered a subcategory of 'BallGame that is also Thing'?,  False.
Can Team be considered a subcategory of 'BallGame that is also Thing'?,  True.
Can something that managed_by some FootballPlayer be considered a subcategory of 'Person'?,  True.
Can something that managed_by some FootballPlayer be considered a subcategory of 'Manager'?,  False.
Can something that managed_by some FootballPlayer be considered a subcategory of 'Team'?,  False.
Can something that managed_by some FootballPlayer be considered a subcategory of 'Player'?,  True.
Can Thing be considered a subcategory of 'Thing that is also something that (managed_by some (BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing))'?,  True.
Can BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing be considered a subcategory of 'Manager'?,  False.
Can BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing be considered a subcategory of 'FootballTeam'?,  False.
Can Thing that is also something that (managed_by some BallGame) that is also something that (managed_by some (Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing)) be considered a subcategory of 'Thing that is also something that (managed_by some (BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing))'?,  I cannot
Can Thing that is also something that (managed_by some BallGame) that is also something that (managed_by some (Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Thing that is also something that (managed_by some (BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing)) be considered a subcategory of 'Thing that is also something that (managed_by some (BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing))'?,  I cannot
Can Thing that is also something that (managed_by some (BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Thing that is also something that (managed_by some (Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Thing that is also something that (managed_by some (BallGame that is also FootballPlayer that is also Game that is also Person that is also Player that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  I cannot
Can Thing that is also something that (managed_by some (BallGame that is also Football that is also Game that is also Person that is also Player that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Thing that is also something that (managed_by some (BallGame that is also Football that is also FootballPlayer that is also Person that is also Player that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  The given
Can Thing that is also something that (managed_by some (BallGame that is also Football that is also FootballPlayer that is also Game that is also Player that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Thing that is also something that (managed_by some (BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Thing that is also something that (managed_by some (BallGame that is also Football that is also FootballPlayer that is also Game that is also Person that is also Player that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can something that plays_for some Game be considered a subcategory of 'Football'?,  False.
Can Football that is also FootballTeam be considered a subcategory of 'FootballPlayer'?,  False.
Can BallGame be considered a subcategory of 'something that plays some Manager'?,  False.
Can something that managed_by some Game be considered a subcategory of 'Manager'?,  False.
Can something that managed_by some FootballTeam be considered a subcategory of 'Team'?,  True.
Can something that managed_by some FootballTeam be considered a subcategory of 'Manager'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (managed_by some (BallGame that is also Football that is also FootballTeam that is also Game that is also Team that is also Thing))'?,  True.
Can BallGame that is also Football that is also FootballTeam that is also Game that is also Team that is also Thing be considered a subcategory of 'Manager'?,  False.
Can BallGame that is also Football that is also FootballTeam that is also Game that is also Team that is also Thing be considered a subcategory of 'Player'?,  False.
Can BallGame that is also Football that is also FootballTeam that is also Game that is also Team that is also Thing be considered a subcategory of 'FootballPlayer'?,  False.
Can BallGame that is also Football that is also FootballTeam that is also Game that is also Team that is also Thing be considered a subcategory of 'Person'?,  False.
Can Thing that is also something that (managed_by some BallGame) that is also something that (managed_by some (Football that is also FootballTeam that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Thing that is also something that (managed_by some (BallGame that is also Football that is also FootballTeam that is also Game that is also Team that is also Thing))'?,  False.
Can Thing that is also something that (managed_by some BallGame) that is also something that (managed_by some (Football that is also FootballTeam that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Team'?,  The given
Can Thing that is also something that (managed_by some (BallGame that is also Football that is also FootballTeam that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Thing that is also something that (managed_by some (BallGame that is also Football that is also FootballTeam that is also Game that is also Team that is also Thing))'?,  False.
Can Thing that is also something that (managed_by some (BallGame that is also Football that is also FootballTeam that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Team'?,  False.
Can Thing that is also something that (managed_by some (Football that is also FootballTeam that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Team'?,  True,
Can Thing that is also something that (managed_by some (FootballTeam that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Team'?,  True,
Can Thing that is also something that (managed_by some (Game that is also Team that is also Thing)) be considered a subcategory of 'Team'?,  False.
Can Thing that is also something that (managed_by some (FootballTeam that is also Team that is also Thing)) be considered a subcategory of 'Team'?,  True,
Can Thing that is also something that (managed_by some (FootballTeam that is also Thing)) be considered a subcategory of 'Team'?,  True.
Can Game be considered a subcategory of 'something that plays some FootballTeam'?,  False.
Can FootballPlayer that is also Game be considered a subcategory of 'FootballTeam'?,  False.
Can something that managed_by some FootballPlayer be considered a subcategory of 'Game'?,  False.
Can something that plays some Football be considered a subcategory of 'Player'?,  True.
Can BallGame that is also Game that is also Team that is also Thing be considered a subcategory of 'BallGame that is also Game that is also Team that is also Thing that is also something that (plays some (BallGame that is also Football that is also Game that is also Team that is also Thing))'?,  False.
Can BallGame that is also Game that is also Team that is also Thing be considered a subcategory of 'Manager'?,  False.
Can BallGame that is also Game that is also Team that is also Thing be considered a subcategory of 'Player'?,  False.
Can BallGame that is also Game that is also Team that is also Thing be considered a subcategory of 'FootballTeam'?,  False.
Can BallGame that is also Game that is also Team that is also Thing be considered a subcategory of 'FootballPlayer'?,  False.
Can BallGame that is also Game that is also Team that is also Thing be considered a subcategory of 'Football'?,  False.
Can BallGame that is also Game that is also Team that is also Thing be considered a subcategory of 'Person'?,  False.
Can BallGame that is also Game that is also Team that is also Thing that is also something that (plays some BallGame) that is also something that (plays some (Football that is also Game that is also Team that is also Thing)) be considered a subcategory of 'BallGame that is also Game that is also Team that is also Thing that is also something that (plays some (BallGame that is also Football that is also Game that is also Team that is also Thing))'?,  True.
Can BallGame that is also Game that is also Team that is also Thing that is also something that (plays some (BallGame that is also Football that is also Game that is also Team that is also Thing)) be considered a subcategory of 'BallGame that is also Game that is also Team that is also Thing that is also something that (plays some (BallGame that is also Football that is also Game that is also Team that is also Thing))'?,  It is
Can BallGame that is also Game that is also Team that is also Thing that is also something that (plays some (BallGame that is also Football that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Game that is also Team that is also Thing that is also something that (plays some (BallGame that is also Football that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can BallGame that is also Team that is also Thing that is also something that (plays some (BallGame that is also Football that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can BallGame that is also Game that is also Thing that is also something that (plays some (BallGame that is also Football that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can BallGame that is also Game that is also Team that is also Thing that is also something that (plays some (Football that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can BallGame that is also Game that is also Team that is also Thing that is also something that (plays some (BallGame that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can BallGame that is also Game that is also Team that is also Thing that is also something that (plays some (BallGame that is also Football that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can BallGame that is also Game that is also Team that is also Thing that is also something that (plays some (BallGame that is also Football that is also Game that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Person be considered a subcategory of 'something that plays some FootballPlayer'?,  False.
Can Person be considered a subcategory of 'something that plays some Game'?,  False.
Can Game that is also Manager be considered a subcategory of 'Player'?,  False.
Can something that plays some FootballPlayer be considered a subcategory of 'FootballTeam'?,  False.
Can Person that is also Team be considered a subcategory of 'Player'?,  True.
Can Person that is also Team be considered a subcategory of 'Manager'?,  False.
Can Person be considered a subcategory of 'Player'?,  False.
Can FootballTeam be considered a subcategory of 'something that plays some Team'?,  True.
Can Thing be considered a subcategory of 'something that plays some Team'?,  False.
Can Manager be considered a subcategory of 'something that plays some Team'?,  True.
Can Thing that is also something that (plays some Team) be considered a subcategory of 'Thing that is also something that (plays some Team)'?,  False.
Can Manager be considered a subcategory of 'Manager'?,  False.
Can Person be considered a subcategory of 'Manager'?,  False.
Can Person be considered a subcategory of 'Thing that is also something that (plays some Team)'?,  False.
Can Game be considered a subcategory of 'Team'?,  False.
Can Manager be considered a subcategory of 'Person that is also Thing that is also something that (plays some Team)'?,  False.
Can Manager be considered a subcategory of 'Thing that is also something that (plays some (Person that is also Team))'?,  False.
Can Thing that is also something that (plays some (Team that is also Thing)) be considered a subcategory of 'Thing that is also something that (plays some (Team that is also Thing))'?,  False.
Can Person be considered a subcategory of 'Thing that is also something that (plays some (Team that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'Team that is also Thing'?,  False.
Can Manager be considered a subcategory of 'Team that is also Thing'?,  False.
Can Player be considered a subcategory of 'Team that is also Thing'?,  True.
Can something that plays_for some Game be considered a subcategory of 'FootballPlayer'?,  True,
Can something that plays_for some Game be considered a subcategory of 'Manager'?,  False.
Can something that plays_for some Game be considered a subcategory of 'Team'?,  False.
Can something that plays_for some Game be considered a subcategory of 'Player'?,  True.
Can Game be considered a subcategory of 'Player'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (plays_for some (Game that is also Thing))'?,  True.
Can Game that is also Thing be considered a subcategory of 'Manager'?,  False.
Can Game that is also Thing be considered a subcategory of 'Team'?,  False.
Can Game that is also Thing be considered a subcategory of 'Player'?,  False.
Can Game that is also Thing be considered a subcategory of 'FootballTeam'?,  False.
Can Game that is also Thing be considered a subcategory of 'FootballPlayer'?,  False.
Can Game that is also Thing be considered a subcategory of 'Football'?,  False.
Can Game that is also Thing be considered a subcategory of 'Person'?,  False.
Can Game that is also Thing be considered a subcategory of 'BallGame'?,  False.
Can Thing that is also something that (plays_for some Game) that is also something that (plays_for some Thing) be considered a subcategory of 'Thing that is also something that (plays_for some (Game that is also Thing))'?,  False.
Can Thing that is also something that (plays_for some Game) that is also something that (plays_for some Thing) be considered a subcategory of 'Player'?,  True.
Can Thing that is also something that (plays_for some Game) that is also something that (plays_for some Thing) be considered a subcategory of 'Thing that is also something that (plays_for some Game) that is also something that (plays_for some Thing)'?,  False.
Can Thing that is also something that (plays_for some Thing) be considered a subcategory of 'Player'?,  True.
Can FootballTeam that is also Game be considered a subcategory of 'Person'?,  False.
Can Game that is also Team be considered a subcategory of 'Person'?,  False.
Can Player be considered a subcategory of 'something that plays some FootballPlayer'?,  True.
Can Thing be considered a subcategory of 'something that plays some FootballPlayer'?,  False.
Can Manager be considered a subcategory of 'something that plays some FootballPlayer'?,  False.
Can Team be considered a subcategory of 'something that plays some FootballPlayer'?,  False.
Can Thing that is also something that (plays some FootballPlayer) be considered a subcategory of 'Thing that is also something that (plays some FootballPlayer)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (plays some FootballPlayer)'?,  False.
Can Player be considered a subcategory of 'Player'?,  False.
Can Person be considered a subcategory of 'Thing that is also something that (plays some FootballPlayer)'?,  False.
Can Game be considered a subcategory of 'FootballPlayer'?,  False.
Can Player be considered a subcategory of 'Person that is also Thing that is also something that (plays some FootballPlayer)'?,  True.
Can Player be considered a subcategory of 'Person that is also Thing that is also something that (plays some (FootballPlayer that is also Thing))'?,  True.
Can Player be considered a subcategory of 'Person that is also Thing that is also something that (plays some (FootballPlayer that is also Person that is also Thing))'?,  True.
Can Person that is also Player that is also Thing that is also something that (plays some (FootballPlayer that is also Person that is also Thing)) be considered a subcategory of 'Person that is also Player that is also Thing that is also something that (plays some (FootballPlayer that is also Person that is also Thing))'?,  True.
Can Thing be considered a subcategory of 'FootballPlayer that is also Person that is also Thing'?,  True.
Can Team be considered a subcategory of 'something that managed_by some Football'?,  True,
Can Thing be considered a subcategory of 'something that managed_by some Football'?,  I cannot
Can Thing that is also something that (managed_by some Football) be considered a subcategory of 'Thing that is also something that (managed_by some Football)'?,  False.
Can Player that is also Thing that is also something that (managed_by some Football) be considered a subcategory of 'Player that is also Thing that is also something that (managed_by some Football)'?,  I'
Can BallGame that is also Player that is also Team that is also Thing that is also something that (managed_by some Football) be considered a subcategory of 'BallGame that is also Player that is also Team that is also Thing that is also something that (managed_by some Football)'?,  I cannot
Can BallGame that is also Game that is also Player that is also Team that is also Thing that is also something that (managed_by some Football) be considered a subcategory of 'BallGame that is also Game that is also Player that is also Team that is also Thing that is also something that (managed_by some Football)'?,  False.
Can Person be considered a subcategory of 'something that plays some Manager'?,  False.
Can Game that is also Manager be considered a subcategory of 'FootballTeam'?,  False.
Can FootballTeam be considered a subcategory of 'something that plays some Manager'?,  False.
Can BallGame that is also Team be considered a subcategory of 'Manager'?,  False.
Can Player that is also Thing that is also something that (plays some BallGame) be considered a subcategory of 'Player that is also Thing that is also something that (plays some BallGame)'?,  True.
Can BallGame that is also FootballPlayer that is also Game that is also Player that is also Team that is also Thing that is also something that (managed_by some Football) be considered a subcategory of 'BallGame that is also FootballPlayer that is also Game that is also Player that is also Team that is also Thing that is also something that (managed_by some Football) that is also something that (plays some BallGame)'?,  False.
