Crop and MarinePlant SubClassOf Arthropod,  False.
VegetationCover SubClassOf Fungi,  False.
VegetationCover SubClassOf Arachnid,  False.
VegetationCover SubClassOf VegetationSpecies,  False.
VegetationCover SubClassOf Livestock,  False.
VegetationCover SubClassOf Sponge,  False.
VegetationCover SubClassOf Flatworm,  False.
VegetationCover SubClassOf Diatom,  False.
VegetationCover SubClassOf FungiTaxonomy,  False.
VegetationCover SubClassOf MarinePlant,  False.
VegetationCover SubClassOf Moss,  False.
VegetationCover SubClassOf Vertebrate,  False.
VegetationCover SubClassOf Radiolarian,  False.
VegetationCover SubClassOf Human,  False.
VegetationCover SubClassOf MarineMicrobiota,  False.
VegetationCover SubClassOf Animal,  False.
VegetationCover SubClassOf Flagellate,  False.
VegetationCover SubClassOf Poultry,  False.
VegetationCover SubClassOf MarineMammal,  False.
VegetationCover SubClassOf Amphibian,  False.
VegetationCover SubClassOf Millipede,  False.
VegetationCover SubClassOf Plankton,  False.
VegetationCover SubClassOf Roundworm,  False.
VegetationCover SubClassOf Microphyte,  False.
VegetationCover SubClassOf SlimeMold,  False.
VegetationCover SubClassOf Microbiota,  False.
VegetationCover SubClassOf MicrobiotaTaxonomy,  False.
VegetationCover SubClassOf Coccolithophore,  False.
VegetationCover SubClassOf Lichen,  False.
VegetationCover SubClassOf Leaf,  False.
VegetationCover SubClassOf Pollen,  False.
VegetationCover SubClassOf Mushroom,  False.
VegetationCover SubClassOf Fish,  False.
VegetationCover SubClassOf Reptile,  False.
VegetationCover SubClassOf MarineAnimal,  False.
VegetationCover SubClassOf Macroalgae,  False.
VegetationCover SubClassOf Foraminifer,  False.
VegetationCover SubClassOf Dairy,  False.
VegetationCover SubClassOf Liverwort,  False.
VegetationCover SubClassOf Crustacean,  False.
VegetationCover SubClassOf Coral,  False.
VegetationCover SubClassOf ExoticVegetation,  False.
VegetationCover SubClassOf Macrophyte,  False.
VegetationCover SubClassOf SegmentedWorm,  False.
VegetationCover SubClassOf LivingThing,  True.
VegetationCover SubClassOf Canopy and LivingThing,  True.
VegetationCover SubClassOf Bird,  False.
VegetationCover SubClassOf Fern,  False.
VegetationCover SubClassOf DominantSpecies,  False.
VegetationCover SubClassOf BlueGreenAlgae,  False.
VegetationCover SubClassOf EvergreenVegetation,  False.
VegetationCover SubClassOf TreeRing,  False.
VegetationCover SubClassOf Vegetation,  True.
VegetationCover SubClassOf Canopy and LivingThing and Vegetation,  True.
VegetationCover SubClassOf ExoticSpecies,  False.
VegetationCover SubClassOf Litter,  False.
VegetationCover SubClassOf Crown,  False.
VegetationCover SubClassOf Jellyfish,  False.
VegetationCover SubClassOf Invertebrate,  False.
VegetationCover SubClassOf Anemone,  False.
VegetationCover SubClassOf Ciliate,  False.
VegetationCover SubClassOf Zooplankton,  False.
VegetationCover SubClassOf FloweringPlant,  False.
VegetationCover SubClassOf Sporozoan,  False.
VegetationCover SubClassOf IndigenousVegetation,  True.
VegetationCover SubClassOf Canopy and IndigenousVegetation and LivingThing and Vegetation,  True.
VegetationCover SubClassOf Nutrient,  False.
VegetationCover SubClassOf IndigenousSpecies,  False.
VegetationCover SubClassOf MarineInvertebrate,  False.
VegetationCover SubClassOf Conifer,  False.
VegetationCover SubClassOf Yeast,  False.
VegetationCover SubClassOf Mammal,  False.
VegetationCover SubClassOf Protist,  False.
VegetationCover SubClassOf Centipede,  False.
VegetationCover SubClassOf Crop,  False.
VegetationCover SubClassOf Algae,  False.
VegetationCover SubClassOf Arthropod,  False.
VegetationCover SubClassOf MarineBird,  False.
VegetationCover SubClassOf Chlorophyll,  True.
VegetationCover SubClassOf Canopy and Chlorophyll and IndigenousVegetation and LivingThing and Vegetation,  True.
VegetationCover SubClassOf Mollusk,  False.
VegetationCover SubClassOf Echinoderm,  False.
VegetationCover SubClassOf Plant,  True.
VegetationCover SubClassOf Canopy and Chlorophyll and IndigenousVegetation and LivingThing and Plant and Vegetation,  True.
VegetationCover SubClassOf Amoebae,  False.
VegetationCover SubClassOf Insect,  False.
VegetationCover SubClassOf Mold,  False.
VegetationCover SubClassOf Bacteria,  False.
VegetationCover SubClassOf DeciduousVegetation,  False.
VegetationCover SubClassOf Phytoplankton,  False.
MarineAnimal and SlimeMold SubClassOf MarineBird,  False.
Crown and Fish SubClassOf Flatworm,  False.
Canopy and Poultry SubClassOf SlimeMold,  False.
Litter and MarineAnimal SubClassOf Millipede,  False.
Diatom and SlimeMold SubClassOf Fish,  False.
Crown and Vertebrate SubClassOf MarineMammal,  False.
Insect and Mold SubClassOf Moss,  False.
Chlorophyll and VegetationCover SubClassOf Animal,  False.
Anemone and Radiolarian SubClassOf Ciliate,  False.
Centipede and Macroalgae SubClassOf FungiTaxonomy,  False.
Amoebae and Mushroom SubClassOf MarinePlant,  False.
Jellyfish and SegmentedWorm SubClassOf Vertebrate,  False.
Livestock and Microphyte SubClassOf DominantSpecies,  False.
Ciliate and Millipede SubClassOf Jellyfish,  False.
Mushroom and Roundworm SubClassOf Arachnid,  False.
Mammal and Plant SubClassOf Fungi,  False.
MarineAnimal and Protist SubClassOf VegetationSpecies,  False.
Fish and Nutrient SubClassOf VegetationCover,  False.
Livestock and Reptile SubClassOf Flatworm,  False.
Flagellate and Millipede SubClassOf Amphibian,  False.
MicrobiotaTaxonomy and Phytoplankton SubClassOf Lichen,  False.
Mushroom and Vegetation SubClassOf Dairy,  False.
Amoebae and SegmentedWorm SubClassOf Protist,  False.
Canopy and Nutrient SubClassOf Insect,  False.
BlueGreenAlgae and VegetationSpecies SubClassOf Arthropod,  False.
Fish and MarineMicrobiota SubClassOf Macroalgae,  False.
Amoebae and MarinePlant SubClassOf Sporozoan,  False.
ExoticVegetation and Poultry SubClassOf Reptile,  False.
VegetationCover and Yeast SubClassOf Roundworm,  False\n
Macrophyte and Mollusk SubClassOf MarineBird,  False.
DeciduousVegetation and Plant SubClassOf Flatworm,  False.
BlueGreenAlgae and MarineAnimal SubClassOf Millipede,  False.
Ciliate and Phytoplankton SubClassOf Zooplankton,  False.
Amphibian and Arachnid SubClassOf Mammal,  False.
Crop and Lichen SubClassOf Bacteria,  False.
Crown and Pollen SubClassOf Anemone,  False.
Canopy and Zooplankton SubClassOf Yeast,  False.
Fern and Macrophyte SubClassOf Algae,  False.
Human and Litter SubClassOf EvergreenVegetation,  False.
MarineInvertebrate and Sporozoan SubClassOf Centipede,  False.
Livestock and MarineBird SubClassOf Microphyte,  False.
Amphibian and Millipede SubClassOf Coccolithophore,  False.
Fungi and VegetationCover SubClassOf Livestock,  False.
Crustacean and Foraminifer SubClassOf Coral,  False.
Dairy and MarineMammal SubClassOf Mushroom,  False.
Amoebae and Mammal SubClassOf ExoticSpecies,  False.
Animal and Ciliate SubClassOf Fungi,  False.
Dairy and Invertebrate SubClassOf Bird,  False.
Chlorophyll and Ciliate SubClassOf Vertebrate,  False,
Fungi and Plant SubClassOf Echinoderm,  False.
Fish and FloweringPlant SubClassOf Bacteria,  False.
Conifer and MicrobiotaTaxonomy SubClassOf Yeast,  False.
Fern and Poultry SubClassOf Centipede,  False.
Arachnid and Human SubClassOf Microphyte,  False.
Conifer and EvergreenVegetation SubClassOf Insect,  False.
Animal and Flagellate SubClassOf Litter,  False.
Algae and Dairy SubClassOf Mollusk,  False.
MarineInvertebrate and Nutrient SubClassOf Ciliate,  False.
Fern and VegetationSpecies SubClassOf FungiTaxonomy,  False.
Diatom and ExoticVegetation SubClassOf Amoebae,  False.
Lichen and Mollusk SubClassOf Jellyfish,  False.
Plant and Radiolarian SubClassOf DominantSpecies,  False.
Conifer and ExoticSpecies SubClassOf Radiolarian,  False.
Macrophyte and SegmentedWorm SubClassOf Anemone,  False.
Livestock and Poultry SubClassOf Protist,  False.
Animal and Arthropod SubClassOf Insect,  False.
Microalgae and Mushroom SubClassOf Mammal,  False.
Arachnid and DominantSpecies SubClassOf Crop,  False.
Flagellate and MarineAnimal SubClassOf Foraminifer,  False.
Anemone and Coccolithophore SubClassOf Amoebae,  False.
Macroalgae and Plankton SubClassOf Crustacean,  False.
Bird and EvergreenVegetation SubClassOf Ciliate,  False.
Insect and Nutrient SubClassOf FungiTaxonomy,  False.
Microalgae and Sponge SubClassOf DeciduousVegetation,  False.
Bacteria and MarineBird SubClassOf Nutrient,  False.
ExoticSpecies and MarinePlant SubClassOf Pollen,  False.
Canopy and SegmentedWorm SubClassOf MarineMammal,  False.
DominantSpecies and IndigenousVegetation SubClassOf Moss,  False.
Livestock and MarineAnimal SubClassOf Arthropod,  False.
Amphibian and Arthropod SubClassOf Mushroom,  False.
Mammal and Mold SubClassOf Human,  False.
Coral and Pollen SubClassOf MicrobiotaTaxonomy,  False.
MicrobiotaTaxonomy and Protist SubClassOf MarineBird,  False.
Anemone and MarineMicrobiota SubClassOf Reptile,  False.
Microbiota and Moss SubClassOf SlimeMold,  False.
Human and Reptile SubClassOf Crustacean,  False.
MarinePlant and Microphyte SubClassOf Sporozoan,  False.
Crown and Roundworm SubClassOf FungiTaxonomy,  False.
Radiolarian and SegmentedWorm SubClassOf Vertebrate,  False.
Amphibian and Human SubClassOf Arachnid,  False.
MarineBird and Reptile SubClassOf Jellyfish,  False.
MarineMammal and VegetationCover SubClassOf Yeast,  False.
Amoebae and Macroalgae SubClassOf Flatworm,  False.
IndigenousSpecies and Vertebrate SubClassOf Amphibian,  False.
Coral and TreeRing SubClassOf Algae,  False.
Millipede and Moss SubClassOf Bacteria,  False.
Chlorophyll and DeciduousVegetation SubClassOf Protist,  False.
Bacteria and Reptile SubClassOf SlimeMold,  False.
Invertebrate and Liverwort SubClassOf Anemone,  False.
Diatom and Jellyfish SubClassOf Mammal,  False.
ExoticSpecies and Radiolarian SubClassOf Zooplankton,  True\n
ExoticSpecies and Radiolarian SubClassOf Microalgae,  False.
ExoticSpecies and Radiolarian SubClassOf Fungi,  False.
ExoticSpecies and Radiolarian SubClassOf Arachnid,  False.
ExoticSpecies and Radiolarian SubClassOf Diatom,  False.
ExoticSpecies and Radiolarian SubClassOf FungiTaxonomy,  False.
ExoticSpecies and Radiolarian SubClassOf MarinePlant,  False.
ExoticSpecies and Radiolarian SubClassOf Moss,  False.
ExoticSpecies and Radiolarian SubClassOf Vertebrate,  False.
ExoticSpecies and Radiolarian SubClassOf Human,  False.
ExoticSpecies and Radiolarian SubClassOf Poultry,  False.
ExoticSpecies and Radiolarian SubClassOf MarineMammal,  False.
ExoticSpecies and Radiolarian SubClassOf Amphibian,  False.
ExoticSpecies and Radiolarian SubClassOf Millipede,  False.
ExoticSpecies and Radiolarian SubClassOf Roundworm,  False.
ExoticSpecies and Radiolarian SubClassOf SlimeMold,  False.
ExoticSpecies and Radiolarian SubClassOf Coccolithophore,  False.
ExoticSpecies and Radiolarian SubClassOf Lichen,  False.
ExoticSpecies and Radiolarian SubClassOf Leaf,  False.
ExoticSpecies and Radiolarian SubClassOf Pollen,  False.
ExoticSpecies and Radiolarian SubClassOf Mushroom,  False.
ExoticSpecies and Radiolarian SubClassOf Fish,  False.
ExoticSpecies and Radiolarian SubClassOf Reptile,  False.
ExoticSpecies and Radiolarian SubClassOf Macroalgae,  False.
ExoticSpecies and Radiolarian SubClassOf Dairy,  False.
ExoticSpecies and Radiolarian SubClassOf Liverwort,  False.
ExoticSpecies and Radiolarian SubClassOf Crustacean,  False.
ExoticSpecies and Radiolarian SubClassOf Coral,  False.
ExoticSpecies and Radiolarian SubClassOf ExoticVegetation,  False.
ExoticSpecies and Radiolarian SubClassOf SegmentedWorm,  False.
ExoticSpecies and Radiolarian SubClassOf Bird,  False.
ExoticSpecies and Radiolarian SubClassOf Fern,  False.
ExoticSpecies and Radiolarian SubClassOf DominantSpecies,  False.
ExoticSpecies and Radiolarian SubClassOf BlueGreenAlgae,  False.
ExoticSpecies and Radiolarian SubClassOf EvergreenVegetation,  False.
ExoticSpecies and Radiolarian SubClassOf TreeRing,  False.
ExoticSpecies and Radiolarian SubClassOf Litter,  False.
ExoticSpecies and Radiolarian SubClassOf Jellyfish,  False.
ExoticSpecies and Radiolarian SubClassOf Anemone,  False.
ExoticSpecies and Radiolarian SubClassOf Ciliate,  False.
Radiolarian SubClassOf Microalgae and Zooplankton,  False.
Radiolarian SubClassOf MarineMicrobiota and Zooplankton,  False:
Radiolarian SubClassOf Animal and Zooplankton,  True,
Radiolarian SubClassOf Animal and Flagellate and Zooplankton,  True,
Radiolarian SubClassOf Animal and Flagellate and Plankton and Zooplankton,  True:
Radiolarian SubClassOf Animal and Flagellate and Microphyte and Zooplankton,  True:
Radiolarian SubClassOf Animal and Flagellate and MarineAnimal and Zooplankton,  True,
Radiolarian SubClassOf Animal and Flagellate and LivingThing and MarineAnimal and Zooplankton,  True,
Radiolarian SubClassOf Animal and Flagellate and Invertebrate and LivingThing and MarineAnimal and Zooplankton,  True:
Radiolarian SubClassOf Animal and Flagellate and IndigenousSpecies and LivingThing and MarineAnimal and Zooplankton,  True:
Radiolarian SubClassOf Animal and Flagellate and LivingThing and MarineAnimal and MarineInvertebrate and Zooplankton,  True:
Radiolarian SubClassOf Animal and Flagellate and LivingThing and MarineAnimal and Protist and Zooplankton,  True:
Radiolarian SubClassOf Animal and Flagellate and LivingThing and MarineAnimal and Phytoplankton and Zooplankton,  True:
Radiolarian SubClassOf Animal and Flagellate and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and Microalgae and Plankton and Zooplankton,  True:
Radiolarian SubClassOf Animal and Flagellate and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and Microphyte and Plankton and Zooplankton,  True:
Radiolarian SubClassOf Animal and Flagellate and IndigenousSpecies and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and Plankton and Zooplankton,  True:
Radiolarian SubClassOf Animal and Flagellate and Invertebrate and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Plankton and Zooplankton,  True:
Radiolarian SubClassOf Animal and Flagellate and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and Plankton and Protist and Zooplankton,  True:
Radiolarian SubClassOf Animal and Flagellate and Invertebrate and LivingThing and MarineAnimal and MarineMicrobiota and Phytoplankton and Plankton and Zooplankton,  True:
Ciliate and Human SubClassOf Dairy,  False.
Flatworm and FloweringPlant SubClassOf Fish,  False.
Crop and MicrobiotaTaxonomy SubClassOf Liverwort,  False.
Microbiota and Plant SubClassOf Insect,  False.
Crop and Invertebrate SubClassOf Plankton,  False.
Fish and Vegetation SubClassOf Ciliate,  False.
Jellyfish and Plankton SubClassOf Reptile,  False.
Fungi and Macrophyte SubClassOf SegmentedWorm,  False.
Phytoplankton and Sporozoan SubClassOf Millipede,  False.
Chlorophyll and DominantSpecies SubClassOf Fungi,  False.
Centipede and Dairy SubClassOf Mammal,  False.
Leaf and Sporozoan SubClassOf Anemone,  False.
Lichen SubClassOf Radiolarian,  False.
Bacteria and FungiTaxonomy SubClassOf Zooplankton,  False.
Amoebae and Pollen SubClassOf Insect,  False.
Invertebrate and VegetationCover SubClassOf Foraminifer,  False.
ExoticSpecies and Vertebrate SubClassOf Mold,  False.
Centipede and Chlorophyll SubClassOf Litter,  False.
Jellyfish and Microbiota SubClassOf Centipede,  False.
Lichen and Macrophyte SubClassOf Coccolithophore,  False.
FungiTaxonomy and Microalgae SubClassOf ExoticSpecies,  False.
Litter and Roundworm SubClassOf Microalgae,  False.
Arachnid and Vertebrate SubClassOf MarineInvertebrate,  False.
Mushroom and Protist SubClassOf DeciduousVegetation,  False.
Animal and Sporozoan SubClassOf MarineMammal,  False.
TreeRing and Zooplankton SubClassOf Macroalgae,  False.
Echinoderm and EvergreenVegetation SubClassOf Animal,  False.
Algae and VegetationCover SubClassOf Arthropod,  False.
MarineMammal and Mollusk SubClassOf Amphibian,  False.
Algae and Livestock SubClassOf Flatworm,  False.
Coccolithophore and IndigenousSpecies SubClassOf Yeast,  False.
Plant and Vegetation SubClassOf Echinoderm,  False.
Invertebrate and TreeRing SubClassOf IndigenousSpecies,  False.
Amphibian and Coral SubClassOf Centipede,  False.
DeciduousVegetation and Radiolarian SubClassOf Pollen,  False.
Reptile and Vertebrate SubClassOf MarineAnimal,  False.
Conifer and Microbiota SubClassOf Mollusk,  False.
Diatom and Microphyte SubClassOf Ciliate,  False.
Centipede and Yeast SubClassOf MarineMammal,  False.
MarineInvertebrate and Mold SubClassOf DeciduousVegetation,  False.
Amoebae and VegetationCover SubClassOf Microphyte,  True.
Amoebae and VegetationCover SubClassOf Microalgae,  False.
Amoebae and VegetationCover SubClassOf Fungi,  False.
Amoebae and VegetationCover SubClassOf Arachnid,  False.
Amoebae and VegetationCover SubClassOf Livestock,  False.
Amoebae and VegetationCover SubClassOf Sponge,  False.
Amoebae and VegetationCover SubClassOf Flatworm,  False.
Amoebae and VegetationCover SubClassOf Diatom,  False.
Amoebae and VegetationCover SubClassOf FungiTaxonomy,  False.
Amoebae and VegetationCover SubClassOf MarinePlant,  False.
Amoebae and VegetationCover SubClassOf Moss,  False.
Amoebae and VegetationCover SubClassOf Vertebrate,  False.
Amoebae and VegetationCover SubClassOf Radiolarian,  False.
Amoebae and VegetationCover SubClassOf Human,  False.
Amoebae and VegetationCover SubClassOf MarineMicrobiota,  False.
Amoebae and VegetationCover SubClassOf Animal,  False.
Amoebae and VegetationCover SubClassOf Flagellate,  False.
Amoebae and VegetationCover SubClassOf Poultry,  False.
Amoebae and VegetationCover SubClassOf MarineMammal,  False.
Amoebae and VegetationCover SubClassOf Amphibian,  False.
Amoebae and VegetationCover SubClassOf Millipede,  False.
Amoebae and VegetationCover SubClassOf Plankton,  False.
Amoebae and VegetationCover SubClassOf Roundworm,  False.
Amoebae SubClassOf Microphyte,  False.
FloweringPlant and IndigenousSpecies SubClassOf Plankton,  False.
BlueGreenAlgae and TreeRing SubClassOf Fish,  False.
Echinoderm and MicrobiotaTaxonomy SubClassOf Livestock,  False.
Chlorophyll and MarineAnimal SubClassOf Mushroom,  False.
Flatworm and Jellyfish SubClassOf Amoebae,  False.
Anemone and IndigenousVegetation SubClassOf Crustacean,  False.
Fish and Sponge SubClassOf Sporozoan,  False.
DeciduousVegetation and Microalgae SubClassOf BlueGreenAlgae,  False.
MarineMicrobiota and SegmentedWorm SubClassOf Flagellate,  False.
Bacteria and Crop SubClassOf Mold,  False.
Mammal and MarineMicrobiota SubClassOf Crop,  False.
Coccolithophore and Leaf SubClassOf Livestock,  False,
Animal and MarineMicrobiota SubClassOf Crustacean,  False.
Leaf and VegetationCover SubClassOf Sporozoan,  False.
Invertebrate SubClassOf Crown,  False.
BlueGreenAlgae and Vegetation SubClassOf Coral,  False.
Poultry and SlimeMold SubClassOf Macroalgae,  False.
Bird and Reptile SubClassOf Mushroom,  False.
Flatworm and Macrophyte SubClassOf Human,  False.
Animal and Coccolithophore SubClassOf Arthropod,  False.
FloweringPlant and Roundworm SubClassOf Diatom,  False.
MarineMicrobiota and Mushroom SubClassOf Moss,  False.
Echinoderm and Invertebrate SubClassOf MarineMicrobiota,  False.
Amphibian and Zooplankton SubClassOf Arachnid,  False.
MarineMammal and Plant SubClassOf Jellyfish,  False.
Algae and Millipede SubClassOf DominantSpecies,  False.
Pollen and Reptile SubClassOf Fungi,  False.
Conifer and Plankton SubClassOf Bird,  False.
Animal and Fern SubClassOf SlimeMold,  False.
DominantSpecies and Radiolarian SubClassOf Anemone,  False.
Canopy and MarineInvertebrate SubClassOf Mammal,  False.
Fungi and MarineInvertebrate SubClassOf Algae,  False.
DeciduousVegetation and Sporozoan SubClassOf Radiolarian,  False.
Coral and Mold SubClassOf Human,  False.
Conifer and Zooplankton SubClassOf Macroalgae,  False.
Flagellate and Roundworm SubClassOf Microbiota,  False.
Microphyte and Plant SubClassOf Flagellate,  False.
Mushroom and Roundworm SubClassOf VegetationCover,  False.
Dairy and Zooplankton SubClassOf Amphibian,  False.
Fern and Human SubClassOf Centipede,  False.
MarineBird and Millipede SubClassOf Lichen,  False.
Crustacean and Echinoderm SubClassOf Flatworm,  False.
Pollen and VegetationSpecies SubClassOf Dairy,  False.
MicrobiotaTaxonomy and SegmentedWorm SubClassOf Mammal,  False.
IndigenousSpecies and Livestock SubClassOf Liverwort,  False.
Macroalgae and Reptile SubClassOf Radiolarian,  False.
EvergreenVegetation and Flagellate SubClassOf Anemone,  False.
Livestock and SegmentedWorm SubClassOf Crop,  False.
Millipede and Vegetation SubClassOf EvergreenVegetation,  False.
ExoticSpecies and Mollusk SubClassOf Mold,  False.
VegetationSpecies and Vertebrate SubClassOf Crown,  False.
Plankton and Radiolarian SubClassOf Sporozoan,  False.
Centipede and Flatworm SubClassOf Jellyfish,  False.
Crop and SlimeMold SubClassOf Coral,  False.
Microbiota and Yeast SubClassOf Crustacean,  False.
Liverwort and Plankton SubClassOf SegmentedWorm,  False.
Flatworm and MarineAnimal SubClassOf Yeast,  False.
Fish and Protist SubClassOf Fungi,  False.
Microbiota and Poultry SubClassOf FloweringPlant,  False.
ExoticVegetation and Macrophyte SubClassOf Algae,  False.
DeciduousVegetation and Zooplankton SubClassOf Bacteria,  False\n
Flagellate and Sponge SubClassOf Leaf,  False.
Arachnid and Phytoplankton SubClassOf Mold,  False.
Chlorophyll and Reptile SubClassOf EvergreenVegetation,  False.
Coccolithophore and DominantSpecies SubClassOf ExoticSpecies,  False.
IndigenousSpecies and Lichen SubClassOf Livestock,  False.
Fungi and Zooplankton SubClassOf Fish,  False.
Human and Plankton SubClassOf Conifer,  False.
DominantSpecies and Flatworm SubClassOf Pollen,  False.
Mammal and Roundworm SubClassOf MarineInvertebrate,  False.
BlueGreenAlgae and MarineBird SubClassOf MarineMammal,  False.
Flagellate and Foraminifer SubClassOf FungiTaxonomy,  False.
Ciliate and MarineMammal SubClassOf Moss,  False.
Liverwort and VegetationCover SubClassOf Vertebrate,  False.
Bird and VegetationSpecies SubClassOf Arachnid,  False.
MarineMicrobiota and MarinePlant SubClassOf Reptile,  False.
Echinoderm and MarineAnimal SubClassOf Mammal,  False.
Centipede and Plant SubClassOf Dairy,  False.
DominantSpecies and FloweringPlant SubClassOf Zooplankton,  False.
Fern and Pollen SubClassOf Mollusk,  False.
Bird and Crop SubClassOf Chlorophyll,  False.
Jellyfish and MarinePlant SubClassOf Ciliate,  False.
Canopy and IndigenousVegetation SubClassOf MarineInvertebrate,  False.
FungiTaxonomy and Moss SubClassOf Fish,  False.
Amphibian and Sponge SubClassOf ExoticVegetation,  False.
Mammal and Microalgae SubClassOf Jellyfish,  False.
Arachnid and Sponge SubClassOf Moss,  False.
ExoticSpecies and MarineBird SubClassOf Crustacean,  False.
ExoticVegetation and Pollen SubClassOf Mushroom,  False.
Bird and Diatom SubClassOf Human,  False.
Litter and TreeRing SubClassOf DeciduousVegetation,  False.
Nutrient and Vertebrate SubClassOf Coral,  False.
Lichen and Moss SubClassOf Macroalgae,  False.
EvergreenVegetation and Radiolarian SubClassOf Roundworm,  False.
TreeRing and VegetationSpecies SubClassOf BlueGreenAlgae,  False.
Echinoderm and SlimeMold SubClassOf Arthropod,  False.
Arachnid and Chlorophyll SubClassOf Flagellate,  False.
Chlorophyll and Microphyte SubClassOf Microbiota,  False.
Ciliate and Sponge SubClassOf Millipede,  False.
Microalgae and Mushroom SubClassOf MarineBird,  False.
Flagellate and Human SubClassOf Crown,  False.
Animal and Fungi SubClassOf MarineAnimal,  False.
DeciduousVegetation and Phytoplankton SubClassOf Coccolithophore,  False.
Crop and EvergreenVegetation SubClassOf Nutrient,  False.
Algae and Poultry SubClassOf MarineMammal,  False.
Diatom and IndigenousSpecies SubClassOf DeciduousVegetation,  False.
Coral and Nutrient SubClassOf Arthropod,  False.
Sporozoan and Zooplankton SubClassOf Diatom,  False.
FloweringPlant and Plankton SubClassOf Macroalgae,  False.
Leaf and Lichen SubClassOf Flagellate,  False.
Centipede and MarineMammal SubClassOf Arachnid,  False.
Coral and DominantSpecies SubClassOf Vertebrate,  False.
Bacteria and IndigenousVegetation SubClassOf DominantSpecies,  False.
MarineMicrobiota and Pollen SubClassOf Bird,  False.
Bird and Microbiota SubClassOf Algae,  False.
Invertebrate and Poultry SubClassOf Amphibian,  False.
Liverwort and Vegetation SubClassOf Poultry,  False.
Bird and Nutrient SubClassOf Radiolarian,  False.
Microalgae and Reptile SubClassOf Fern,  False.
Leaf and Macrophyte SubClassOf Mold,  False.
Crown and Vegetation SubClassOf Millipede,  False.
IndigenousVegetation and Protist SubClassOf Lichen,  False.
Insect and Moss SubClassOf Zooplankton,  False.
Livestock and Sporozoan SubClassOf FloweringPlant,  False.
Anemone and MarineMammal SubClassOf MarineBird,  False.
Microbiota and Millipede SubClassOf Mammal,  False.
Macroalgae and VegetationCover SubClassOf Dairy,  False.
Livestock and MarineMicrobiota SubClassOf Litter,  False.
Liverwort and Mammal SubClassOf Fish,  False.
IndigenousSpecies and Protist SubClassOf Insect,  False.
Centipede and Mushroom SubClassOf Chlorophyll,  False.
MicrobiotaTaxonomy and Sporozoan SubClassOf IndigenousVegetation,  False.
Crown and Invertebrate SubClassOf Mold,  False.
Jellyfish and Protist SubClassOf Crop,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Crown,  True\n
Anemone and MicrobiotaTaxonomy SubClassOf Arachnid,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Livestock,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Flatworm,  False.
Anemone and MicrobiotaTaxonomy SubClassOf FungiTaxonomy,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Moss,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Vertebrate,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Radiolarian,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Human,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Poultry,  False.
Anemone and MicrobiotaTaxonomy SubClassOf MarineMammal,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Amphibian,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Millipede,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Roundworm,  False.
Anemone and MicrobiotaTaxonomy SubClassOf SlimeMold,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Coccolithophore,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Lichen,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Pollen,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Mushroom,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Fish,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Reptile,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Macroalgae,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Dairy,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Crustacean,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Coral,  False.
Anemone and MicrobiotaTaxonomy SubClassOf SegmentedWorm,  False.
Anemone and MicrobiotaTaxonomy SubClassOf Bird,  False.
Anemone and MicrobiotaTaxonomy SubClassOf DominantSpecies,  False.
Anemone and MicrobiotaTaxonomy SubClassOf BlueGreenAlgae,  False.
Anemone and MicrobiotaTaxonomy SubClassOf ExoticSpecies,  False.
MicrobiotaTaxonomy SubClassOf Crown,  False.
Litter and Livestock SubClassOf Coral,  False.
FloweringPlant and Macroalgae SubClassOf Coccolithophore,  False.
Echinoderm and Insect SubClassOf ExoticSpecies,  False.
FungiTaxonomy and Mushroom SubClassOf Human,  False.
Crop and Millipede SubClassOf DeciduousVegetation,  False.
Amoebae and Fish SubClassOf Nutrient,  False.
Human and Mammal SubClassOf Macroalgae,  False.
Conifer and Lichen SubClassOf Amphibian,  False.
Bacteria and VegetationSpecies SubClassOf Centipede,  False.
Dairy and VegetationSpecies SubClassOf Bacteria,  False.
Fungi and MarinePlant SubClassOf Poultry,  False.
