BallGame and FootballTeam SubClassOf Player,  False.
Can Player be considered a subcategory of 'something that plays some Football'?,  True.
Can Player be considered a subcategory of 'FootballPlayer that is also Thing'?,  True.
Can Player be considered a subcategory of 'FootballPlayer that is also Person that is also Thing'?,  True,
Can Person be considered a subcategory of 'something that plays some BallGame'?,  False.
Can Football be considered a subcategory of 'something that plays some Person'?,  False.
Can Game be considered a subcategory of 'something that plays some Football'?,  False.
Can Manager be considered a subcategory of 'something that plays some BallGame'?,  False.
Can Manager be considered a subcategory of 'something that managed_by some Game'?,  False.
Can FootballPlayer that is also Person be considered a subcategory of 'Manager'?,  False.
Can Person be considered a subcategory of 'BallGame'?,  False.
Can BallGame be considered a subcategory of 'something that managed_by some Person'?,  True,
Can BallGame be considered a subcategory of 'Manager'?,  False.
Can BallGame be considered a subcategory of 'Player'?,  False.
Can BallGame be considered a subcategory of 'Game'?,  True,
Can BallGame be considered a subcategory of 'Thing'?,  True,
Can BallGame be considered a subcategory of 'Game that is also Thing'?,  True,
Can BallGame be considered a subcategory of 'FootballPlayer'?,  False.
Can BallGame be considered a subcategory of 'Football'?,  False.
Can BallGame be considered a subcategory of 'Person'?,  False.
Can FootballPlayer that is also Team be considered a subcategory of 'Football'?,  False.
Can something that plays_for some Football be considered a subcategory of 'BallGame'?,  True.
Can something that plays_for some Football be considered a subcategory of 'Manager'?,  False.
Can something that plays_for some Football be considered a subcategory of 'Player'?,  True.
Can Person that is also Team that is also Thing be considered a subcategory of 'Person that is also Team that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also FootballTeam that is also Game that is also Person that is also Team that is also Thing))'?,  False.
Can Person that is also Team that is also Thing be considered a subcategory of 'Manager'?,  False.
Can Person that is also Team that is also Thing be considered a subcategory of 'Player'?,  False.
Can Person that is also Team that is also Thing be considered a subcategory of 'FootballTeam'?,  False.
Can Person that is also Team that is also Thing be considered a subcategory of 'Game'?,  False.
Can Person that is also Team that is also Thing be considered a subcategory of 'FootballPlayer'?,  False.
Can Person that is also Team that is also Thing be considered a subcategory of 'Football'?,  False.
Can Person that is also Team that is also Thing be considered a subcategory of 'BallGame'?,  False.
Can BallGame that is also Football that is also FootballTeam that is also Game that is also Person that is also Team that is also Thing be considered a subcategory of 'Manager'?,  False.
Can BallGame that is also Football that is also FootballTeam that is also Game that is also Person that is also Team that is also Thing be considered a subcategory of 'Player'?,  False.
Can BallGame that is also Football that is also FootballTeam that is also Game that is also Person that is also Team that is also Thing be considered a subcategory of 'FootballPlayer'?,  False.
Can Person that is also Team that is also Thing that is also something that (plays_for some BallGame) that is also something that (plays_for some (Football that is also FootballTeam that is also Game that is also Person that is also Team that is also Thing)) be considered a subcategory of 'Person that is also Team that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also FootballTeam that is also Game that is also Person that is also Team that is also Thing))'?,  True.
Can Person that is also Team that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also FootballTeam that is also Game that is also Person that is also Team that is also Thing)) be considered a subcategory of 'Person that is also Team that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also FootballTeam that is also Game that is also Person that is also Team that is also Thing))'?,  False.
Can Person that is also Team that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also FootballTeam that is also Game that is also Person that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Team that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also FootballTeam that is also Game that is also Person that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Person that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also FootballTeam that is also Game that is also Person that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  True.
Can Person that is also Thing that is also something that (plays_for some (Football that is also FootballTeam that is also Game that is also Person that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Person that is also Thing that is also something that (plays_for some (BallGame that is also FootballTeam that is also Game that is also Person that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Person that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also Game that is also Person that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Person that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also FootballTeam that is also Person that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  False.
Can Person that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also FootballTeam that is also Game that is also Team that is also Thing)) be considered a subcategory of 'Player'?,  True.
Can Person that is also Thing that is also something that (plays_for some (BallGame that is also Football that is also FootballTeam that is also Game that is also Thing)) be considered a subcategory of 'Player'?,  True.
Can Football be considered a subcategory of 'something that plays some FootballPlayer'?,  False.
Can something that plays_for some Team be considered a subcategory of 'Game'?,  False.
Can Game that is also Team be considered a subcategory of 'FootballTeam'?,  False.
Can Football that is also Player be considered a subcategory of 'Manager'?,  False.
Can FootballPlayer be considered a subcategory of 'something that managed_by some FootballTeam'?,  True.
Can Thing be considered a subcategory of 'something that managed_by some FootballTeam'?,  False.
Can Manager be considered a subcategory of 'something that managed_by some FootballTeam'?,  False.
Can Team be considered a subcategory of 'something that managed_by some FootballTeam'?,  False.
Can Player be considered a subcategory of 'something that managed_by some FootballTeam'?,  False.
Can FootballTeam be considered a subcategory of 'something that managed_by some FootballTeam'?,  False.
Can Game be considered a subcategory of 'something that managed_by some FootballTeam'?,  False.
Can Thing that is also something that (managed_by some FootballTeam) be considered a subcategory of 'Thing that is also something that (managed_by some FootballTeam)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (managed_by some FootballTeam)'?,  False.
Can FootballPlayer be considered a subcategory of 'FootballPlayer'?, False.
Can Person be considered a subcategory of 'Thing that is also something that (managed_by some FootballTeam)'?,  False.
Can BallGame be considered a subcategory of 'Thing that is also something that (managed_by some FootballTeam)'?,  False.
Can Game be considered a subcategory of 'FootballTeam'?,  False.
Can Person be considered a subcategory of 'FootballTeam'?,  False.
Can FootballPlayer be considered a subcategory of 'Player that is also Thing that is also something that (managed_by some FootballTeam)'?,  True.
Can FootballPlayer be considered a subcategory of 'Person that is also Player that is also Thing that is also something that (managed_by some FootballTeam)'?,  True.
Can FootballPlayer be considered a subcategory of 'BallGame that is also Person that is also Player that is also Thing that is also something that (managed_by some FootballTeam)'?,  True.
Can FootballPlayer be considered a subcategory of 'BallGame that is also Person that is also Player that is also Thing that is also something that (managed_by some (FootballTeam that is also Thing))'?,  True.
Can FootballPlayer be considered a subcategory of 'BallGame that is also Person that is also Player that is also Thing that is also something that (managed_by some (FootballTeam that is also Player that is also Thing))'?,  True.
Can FootballPlayer be considered a subcategory of 'BallGame that is also Person that is also Player that is also Thing that is also something that (managed_by some (FootballTeam that is also Person that is also Player that is also Thing))'?,  True,
Can FootballPlayer be considered a subcategory of 'BallGame that is also Person that is also Player that is also Thing that is also something that (managed_by some (BallGame that is also FootballTeam that is also Person that is also Player that is also Thing))'?,  True.
Can BallGame that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some (BallGame that is also FootballTeam that is also Person that is also Player that is also Thing)) be considered a subcategory of 'BallGame that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some (BallGame that is also FootballTeam that is also Person that is also Player that is also Thing))'?,  True.
Can Thing be considered a subcategory of 'BallGame that is also FootballTeam that is also Person that is also Player that is also Thing'?,  True,
Can BallGame be considered a subcategory of 'something that plays some BallGame'?,  False.
Can BallGame be considered a subcategory of 'something that plays some Manager'?,  False.
Can something that managed_by some Game be considered a subcategory of 'Manager'?,  False.
Can Game be considered a subcategory of 'something that plays some FootballTeam'?,  False.
Can Person be considered a subcategory of 'something that plays some FootballPlayer'?,  False.
Can Person be considered a subcategory of 'something that plays some Game'?,  False.
Can FootballTeam be considered a subcategory of 'something that plays some Team'?,  True,
Can Thing be considered a subcategory of 'something that plays some Team'?,  False.
Can Manager be considered a subcategory of 'something that plays some Team'?,  False.
Can Team be considered a subcategory of 'something that plays some Team'?,  False.
Can Player be considered a subcategory of 'something that plays some Team'?,  True.
Can Thing that is also something that (plays some Team) be considered a subcategory of 'Thing that is also something that (plays some Team)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (plays some Team)'?,  False.
Can Person be considered a subcategory of 'Thing that is also something that (plays some Team)'?,  False.
Can Player be considered a subcategory of 'FootballPlayer that is also Thing that is also something that (plays some Team)'?,  True,
Can Player be considered a subcategory of 'FootballPlayer that is also Person that is also Thing that is also something that (plays some Team)'?,  False.
Can Player be considered a subcategory of 'FootballPlayer that is also Thing that is also something that (plays some (Team that is also Thing))'?,  True.
Can Player be considered a subcategory of 'FootballPlayer that is also Thing that is also something that (plays some (FootballPlayer that is also Team that is also Thing))'?,  False.
Can Player be considered a subcategory of 'FootballPlayer that is also Thing that is also something that (plays some (Person that is also Team that is also Thing))'?,  True.
Can FootballPlayer that is also Player that is also Thing that is also something that (plays some (Person that is also Team that is also Thing)) be considered a subcategory of 'FootballPlayer that is also Player that is also Thing that is also something that (plays some (Person that is also Team that is also Thing))'?,  True.
Can FootballPlayer that is also Person that is also Player that is also Team that is also Thing that is also something that (plays some (Person that is also Team that is also Thing)) be considered a subcategory of 'FootballPlayer that is also Person that is also Player that is also Team that is also Thing that is also something that (plays some (Person that is also Team that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'FootballPlayer that is also Person that is also Player that is also Team that is also Thing that is also something that (plays some (Person that is also Team that is also Thing))'?,  False.
Can Person be considered a subcategory of 'FootballPlayer that is also Person that is also Player that is also Team that is also Thing that is also something that (plays some (Person that is also Team that is also Thing))'?,  False.
Can Player be considered a subcategory of 'FootballPlayer that is also Person that is also Player that is also Team that is also Thing that is also something that (plays some (FootballPlayer that is also Person that is also Team that is also Thing))'?,  False.
Can FootballPlayer that is also FootballTeam that is also Person that is also Player that is also Team that is also Thing that is also something that (plays some (Person that is also Team that is also Thing)) be considered a subcategory of 'FootballPlayer that is also FootballTeam that is also Person that is also Player that is also Team that is also Thing that is also something that (plays some (Person that is also Team that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'FootballPlayer that is also FootballTeam that is also Person that is also Player that is also Team that is also Thing that is also something that (plays some (Person that is also Team that is also Thing))'?,  False.
Can Person be considered a subcategory of 'FootballPlayer that is also FootballTeam that is also Person that is also Player that is also Team that is also Thing that is also something that (plays some (Person that is also Team that is also Thing))'?,  False.
Can Team be considered a subcategory of 'something that managed_by some Football'?,  False.
Can Person be considered a subcategory of 'something that plays some Manager'?,  False.
Can BallGame be considered a subcategory of 'something that managed_by some BallGame'?,  False.
Can FootballTeam be considered a subcategory of 'something that plays some Manager'?,  False.
Can Football be considered a subcategory of 'something that managed_by some Game'?,  True.
Can Thing be considered a subcategory of 'something that managed_by some Game'?,  False.
Can Team be considered a subcategory of 'something that managed_by some Game'?,  False.
Can Player be considered a subcategory of 'something that managed_by some Game'?,  True.
Can Thing that is also something that (managed_by some Game) be considered a subcategory of 'Thing that is also something that (managed_by some Game)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (managed_by some Game)'?,  False.
Can Person be considered a subcategory of 'Thing that is also something that (managed_by some Game)'?,  False.
Can Player be considered a subcategory of 'FootballPlayer that is also Thing that is also something that (managed_by some Game)'?,  False.
Can Player be considered a subcategory of 'Person that is also Thing that is also something that (managed_by some Game)'?,  True.
Can Player be considered a subcategory of 'Person that is also Thing that is also something that (managed_by some (Game that is also Thing))'?,  True.
Can Player be considered a subcategory of 'Person that is also Thing that is also something that (managed_by some (FootballPlayer that is also Game that is also Thing))'?,  False.
Can Player be considered a subcategory of 'Person that is also Thing that is also something that (managed_by some (Game that is also Person that is also Thing))'?,  True.
Can Person that is also Player that is also Thing that is also something that (managed_by some (Game that is also Person that is also Thing)) be considered a subcategory of 'Person that is also Player that is also Thing that is also something that (managed_by some (Game that is also Person that is also Thing))'?,  True.
Can FootballPlayer that is also FootballTeam that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some (Game that is also Person that is also Thing)) be considered a subcategory of 'FootballPlayer that is also FootballTeam that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some (Game that is also Person that is also Thing)) that is also something that (plays some (Person that is also Team that is also Thing))'?,  True.
Can Player be considered a subcategory of 'FootballPlayer that is also FootballTeam that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some (FootballPlayer that is also Game that is also Person that is also Thing)) that is also something that (plays some (Person that is also Team that is also Thing))'?,  False.
Can Player be considered a subcategory of 'FootballPlayer that is also FootballTeam that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some (Game that is also Person that is also Thing)) that is also something that (plays some (FootballPlayer that is also Person that is also Team that is also Thing))'?,  False.
Can Football that is also FootballPlayer that is also FootballTeam that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some (Game that is also Person that is also Thing)) be considered a subcategory of 'Football that is also FootballPlayer that is also FootballTeam that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some (Game that is also Person that is also Thing)) that is also something that (plays some (Person that is also Team that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'Football that is also FootballPlayer that is also FootballTeam that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some (Game that is also Person that is also Thing))'?,  False.
Can Person be considered a subcategory of 'Football that is also FootballPlayer that is also FootballTeam that is also Game that is also Person that is also Player that is also Team that is also Thing that is also something that (managed_by some (Game that is also Person that is also Thing))'?,  False.
Can BallGame that is also Team be considered a subcategory of 'Manager'?,  False.
Can FootballTeam that is also Game be considered a subcategory of 'Manager'?,  False.
Can Manager be considered a subcategory of 'something that managed_by some Manager'?,  False.
Can Football that is also Person be considered a subcategory of 'Manager'?,  False.
Can Person be considered a subcategory of 'something that plays_for some Player'?,  False.
Can Game that is also Person be considered a subcategory of 'Manager'?,  False.
Can Manager be considered a subcategory of 'something that plays_for some FootballTeam'?,  False.
Can FootballTeam be considered a subcategory of 'something that plays_for some Football'?,  True.
Can Thing be considered a subcategory of 'something that plays_for some Football'?,  False.
Can Manager be considered a subcategory of 'something that plays_for some Football'?,  False.
Can Team be considered a subcategory of 'something that plays_for some Football'?,  False.
Can Player be considered a subcategory of 'something that plays_for some Football'?,  False.
Can Thing that is also something that (plays_for some Football) be considered a subcategory of 'Thing that is also something that (plays_for some Football)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (plays_for some Football)'?,  False.
Can Team be considered a subcategory of 'Thing that is also something that (plays_for some Football)'?,  True.
Can Team be considered a subcategory of 'Thing'?,  True.
Can Team be considered a subcategory of 'Manager'?,  False.
Can Team be considered a subcategory of 'Team'?,  False.
Can Team be considered a subcategory of 'Player'?,  False.
Can Team be considered a subcategory of 'FootballPlayer'?,  False.
Can Team be considered a subcategory of 'Football'?,  False.
Can Team be considered a subcategory of 'Person'?,  False.
Can Team be considered a subcategory of 'BallGame'?,  False.
Can Team be considered a subcategory of 'Thing that is also something that (plays_for some (Football that is also Thing))'?,  True.
Can Player that is also Thing that is also something that (plays_for some (Football that is also Thing)) be considered a subcategory of 'Player that is also Thing that is also something that (plays_for some (Football that is also Thing))'?,  True.
Can Player that is also Team that is also Thing that is also something that (plays_for some (Football that is also Thing)) be considered a subcategory of 'Player that is also Team that is also Thing that is also something that (plays_for some (Football that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'Player that is also Team that is also Thing that is also something that (plays_for some (Football that is also Thing))'?,  False.
Can FootballTeam that is also Player that is also Team that is also Thing that is also something that (plays_for some (Football that is also Thing)) be considered a subcategory of 'FootballTeam that is also Player that is also Team that is also Thing that is also something that (plays_for some (Football that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'FootballTeam that is also Player that is also Team that is also Thing that is also something that (plays_for some (Football that is also Thing))'?,  False.
Can FootballPlayer that is also Player be considered a subcategory of 'Manager'?,  False.
Can Player that is also Team be considered a subcategory of 'Manager'?,  False.
Can Football be considered a subcategory of 'something that plays_for some Manager'?,  False.
Can Person that is also Player be considered a subcategory of 'Manager'?,  False.
Can BallGame that is also Game be considered a subcategory of 'Manager'?,  False.
Can something that managed_by some Person be considered a subcategory of 'Manager'?,  False.
Can something that plays_for some Player be considered a subcategory of 'Manager'?,  False.
Can FootballPlayer be considered a subcategory of 'something that plays_for some Manager'?,  True,
Can Thing be considered a subcategory of 'something that plays_for some Manager'?,  False.
Can Manager be considered a subcategory of 'something that plays_for some Manager'?,  False.
Can Team be considered a subcategory of 'something that plays_for some Manager'?,  True,
Can Thing that is also something that (plays_for some Manager) be considered a subcategory of 'Thing that is also something that (plays_for some Manager)'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (plays_for some Manager)'?,  False.
Can Game be considered a subcategory of 'Manager'?,  False.
Can Person be considered a subcategory of 'Manager'?,  False.
Can Team be considered a subcategory of 'Thing that is also something that (plays_for some (Manager that is also Thing))'?,  True.
Can Player that is also Thing that is also something that (plays_for some (Manager that is also Thing)) be considered a subcategory of 'Player that is also Thing that is also something that (plays_for some (Manager that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'Player that is also Thing that is also something that (plays_for some (Manager that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'Manager that is also Thing'?,  False.
Can Team be considered a subcategory of 'Manager that is also Thing'?,  False.
Can Player be considered a subcategory of 'Manager that is also Thing'?,  False.
Can FootballTeam be considered a subcategory of 'Manager that is also Thing'?,  False.
Can Game be considered a subcategory of 'Manager that is also Thing'?,  False.
Can FootballPlayer be considered a subcategory of 'Manager that is also Thing'?,  False.
Can Football be considered a subcategory of 'Manager that is also Thing'?,  False.
Can Person be considered a subcategory of 'Manager that is also Thing'?,  False.
Can BallGame be considered a subcategory of 'Manager that is also Thing'?,  False.
Can FootballTeam that is also Game that is also Player that is also Team that is also Thing that is also something that (plays_for some (Football that is also Thing)) be considered a subcategory of 'FootballTeam that is also Game that is also Player that is also Team that is also Thing that is also something that (plays_for some (Football that is also Thing)) that is also something that (plays_for some (Manager that is also Thing))'?,  False.
Can FootballPlayer that is also FootballTeam that is also Game that is also Player that is also Team that is also Thing that is also something that (plays_for some (Football that is also Thing)) be considered a subcategory of 'FootballPlayer that is also FootballTeam that is also Game that is also Player that is also Team that is also Thing that is also something that (plays_for some (Football that is also Thing)) that is also something that (plays_for some (Manager that is also Thing))'?,  False.
Can something that managed_by some Manager be considered a subcategory of 'Manager'?,  False.
Can Game be considered a subcategory of 'something that plays some Manager'?,  False.
