Neuron and StructuralCell SubClassOf Erythrocyte,  False.
ChondroCyte and InMatureCell SubClassOf MatureCell,  False.
ChondroCyte and InMatureCell SubClassOf AnimalCell,  False.
InMatureCell SubClassOf Cell,  True.
InMatureCell SubClassOf SclerenchymaCell,  False.
InMatureCell SubClassOf LeafCell,  False.
InMatureCell SubClassOf Erythrocyte,  False.
InMatureCell SubClassOf PhotosyntheticCell,  False.
InMatureCell SubClassOf CirculatingCell,  False.
InMatureCell SubClassOf PlantCell,  False.
InMatureCell SubClassOf CellByClass,  False.
InMatureCell SubClassOf MatureCell,  False.
InMatureCell SubClassOf AnimalCell,  False.
InMatureCell SubClassOf Miocyte,  False.
InMatureCell SubClassOf Osteocyte,  False.
InMatureCell SubClassOf ChondroBlast,  False.
InMatureCell SubClassOf MioBlast,  False.
InMatureCell SubClassOf CellByDevelopmentStage,  False.
InMatureCell SubClassOf PhotoreceptorCell,  False.
InMatureCell SubClassOf CellByOrganism,  False.
InMatureCell SubClassOf ElectricallyActiveCell,  False.
InMatureCell SubClassOf StructuralCell,  False.
InMatureCell SubClassOf Neuron,  False.
InMatureCell SubClassOf ChondroCyte,  False.
InMatureCell and Osteocyte SubClassOf CirculatingCell,  False.
CellByClass and PlantCell SubClassOf MatureCell,  False.
PhotosyntheticCell and StructuralCell SubClassOf MatureCell,  False.
Cell and SclerenchymaCell SubClassOf CellByClass,  True.
Cell and SclerenchymaCell SubClassOf LeafCell,  False.
Cell and SclerenchymaCell SubClassOf Erythrocyte,  False.
Cell and SclerenchymaCell SubClassOf PhotosyntheticCell,  False.
Cell and SclerenchymaCell SubClassOf CirculatingCell,  False.
Cell and SclerenchymaCell SubClassOf PlantCell,  The given
SclerenchymaCell SubClassOf CellByClass,  False.
Osteocyte and PhotoreceptorCell SubClassOf LeafCell,  False.
MioBlast and PhotoreceptorCell SubClassOf Erythrocyte,  False.
ElectricallyActiveCell and Miocyte SubClassOf Osteocyte,  False.
PhotosyntheticCell and SclerenchymaCell SubClassOf AnimalCell,  False.
MatureCell and PhotosyntheticCell SubClassOf AnimalCell,  False.
CirculatingCell and Erythrocyte SubClassOf Osteocyte,  False.
AnimalCell and Neuron SubClassOf Osteocyte,  False.
CellByDevelopmentStage and CirculatingCell SubClassOf AnimalCell,  False.
CellByOrganism and CirculatingCell SubClassOf Neuron,  False.
PlantCell SubClassOf Osteocyte,  False.
CellByOrganism and LeafCell SubClassOf AnimalCell,  False.
Cell and ChondroBlast SubClassOf Neuron,  False.
AnimalCell and MatureCell SubClassOf Neuron,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf PhotosyntheticCell,  False.
ElectricallyActiveCell and MioBlast SubClassOf ChondroCyte,  False.
PhotoreceptorCell and StructuralCell SubClassOf ElectricallyActiveCell,  The statement
Erythrocyte and MioBlast SubClassOf ChondroCyte,  False.
AnimalCell and MatureCell SubClassOf ElectricallyActiveCell,  False.
InMatureCell and PhotosyntheticCell SubClassOf SclerenchymaCell,  False.
Neuron and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
CellByOrganism SubClassOf PhotoreceptorCell,  False.
AnimalCell and CirculatingCell SubClassOf LeafCell,  False.
LeafCell and PhotosyntheticCell SubClassOf SclerenchymaCell,  False.
CellByDevelopmentStage and PlantCell SubClassOf PhotoreceptorCell,  False.
ChondroBlast and PhotosyntheticCell SubClassOf LeafCell,  False.
MioBlast and PhotoreceptorCell SubClassOf LeafCell,  False.
ChondroCyte and CirculatingCell SubClassOf PhotoreceptorCell,  False.
Cell and MatureCell SubClassOf PhotoreceptorCell,  False.
CellByDevelopmentStage and InMatureCell SubClassOf Neuron,  False.
Miocyte and StructuralCell SubClassOf PhotosyntheticCell,  False.
Neuron and PlantCell SubClassOf PhotosyntheticCell,  False.
Erythrocyte and Neuron SubClassOf InMatureCell,  False.
Cell and MatureCell SubClassOf PlantCell,  False.
CellByClass and InMatureCell SubClassOf PlantCell,  False.
AnimalCell and Miocyte SubClassOf InMatureCell,  False.
ElectricallyActiveCell and StructuralCell SubClassOf InMatureCell,  False.
CellByOrganism and MioBlast SubClassOf PlantCell,  False.
ElectricallyActiveCell and Osteocyte SubClassOf Miocyte,  False.
CellByClass and LeafCell SubClassOf InMatureCell,  False.
CellByDevelopmentStage and ChondroBlast SubClassOf PlantCell,  False.
Erythrocyte and PhotosyntheticCell SubClassOf Miocyte,  False.
Erythrocyte and SclerenchymaCell SubClassOf Miocyte,  False.
CirculatingCell and PhotoreceptorCell SubClassOf PlantCell,  False.
AnimalCell and InMatureCell SubClassOf Erythrocyte,  False.
LeafCell and Osteocyte SubClassOf PhotoreceptorCell,  False.
CellByDevelopmentStage and Neuron SubClassOf LeafCell,  False.
InMatureCell and StructuralCell SubClassOf Erythrocyte,  False.
Cell and PhotoreceptorCell SubClassOf Osteocyte,  False.
Cell and Miocyte SubClassOf Osteocyte,  False.
CellByDevelopmentStage and Osteocyte SubClassOf AnimalCell,  True.
CellByDevelopmentStage and Osteocyte SubClassOf SclerenchymaCell,  False.
CellByDevelopmentStage and Osteocyte SubClassOf LeafCell,  False.
CellByDevelopmentStage and Osteocyte SubClassOf Erythrocyte,  False.
CellByDevelopmentStage and Osteocyte SubClassOf PhotosyntheticCell,  False.
CellByDevelopmentStage and Osteocyte SubClassOf CirculatingCell,  False.
CellByDevelopmentStage and Osteocyte SubClassOf PlantCell,  False.
CellByDevelopmentStage and Osteocyte SubClassOf MatureCell,  False.
CellByDevelopmentStage SubClassOf AnimalCell,  False.
ChondroCyte and MioBlast SubClassOf Neuron,  False.
CellByClass and ChondroBlast SubClassOf Osteocyte,  False.
CellByClass and Miocyte SubClassOf AnimalCell,  False.
LeafCell and SclerenchymaCell SubClassOf Neuron,  False.
CellByClass and Osteocyte SubClassOf PhotosyntheticCell,  False.
CirculatingCell and SclerenchymaCell SubClassOf AnimalCell,  False.
Miocyte and PlantCell SubClassOf CellByClass,  False.
CellByOrganism and Erythrocyte SubClassOf ChondroBlast,  False.
PhotoreceptorCell and PhotosyntheticCell SubClassOf MatureCell,  False.
MatureCell and Neuron SubClassOf ChondroBlast,  False.
CirculatingCell and MioBlast SubClassOf ChondroBlast,  False.
CirculatingCell and MatureCell SubClassOf CellByClass,  False.
ElectricallyActiveCell and LeafCell SubClassOf MioBlast,  False.
MatureCell and MioBlast SubClassOf CellByDevelopmentStage,  False.
MioBlast and PlantCell SubClassOf CellByDevelopmentStage,  False.
AnimalCell and ElectricallyActiveCell SubClassOf MioBlast,  False.
Cell and PhotosyntheticCell SubClassOf ChondroCyte,  False.
CellByOrganism and Erythrocyte SubClassOf CellByDevelopmentStage,  False.
AnimalCell and Erythrocyte SubClassOf MioBlast,  False.
Erythrocyte and PlantCell SubClassOf StructuralCell,  False.
MioBlast and PlantCell SubClassOf CellByOrganism,  False.
AnimalCell and CellByClass SubClassOf CellByOrganism,  False.
Miocyte and PhotosyntheticCell SubClassOf StructuralCell,  False.
ElectricallyActiveCell and MatureCell SubClassOf CirculatingCell,  False.
CirculatingCell and Neuron SubClassOf StructuralCell,  False.
CellByDevelopmentStage and ElectricallyActiveCell SubClassOf CirculatingCell,  False.
CellByOrganism and ElectricallyActiveCell SubClassOf Cell,  True.
CellByOrganism and ElectricallyActiveCell SubClassOf SclerenchymaCell,  False.
CellByOrganism and ElectricallyActiveCell SubClassOf LeafCell,  False.
CellByOrganism and ElectricallyActiveCell SubClassOf Erythrocyte,  False.
CellByOrganism and ElectricallyActiveCell SubClassOf PhotosyntheticCell,  False.
CellByOrganism and ElectricallyActiveCell SubClassOf CirculatingCell,  False.
CellByOrganism and ElectricallyActiveCell SubClassOf CellByClass,  False.
CellByOrganism and ElectricallyActiveCell SubClassOf MatureCell,  False.
CellByOrganism and ElectricallyActiveCell SubClassOf AnimalCell,  False.
CellByOrganism SubClassOf Cell,  The statement
ElectricallyActiveCell SubClassOf Cell,  The given
LeafCell and MioBlast SubClassOf CirculatingCell,  False.
Cell and Erythrocyte SubClassOf CellByClass,  True.
Cell and Erythrocyte SubClassOf SclerenchymaCell,  False.
Cell and Erythrocyte SubClassOf LeafCell,  False.
Cell and Erythrocyte SubClassOf PhotosyntheticCell,  False.
Cell and Erythrocyte SubClassOf CirculatingCell,  The given
Cell and Erythrocyte SubClassOf PlantCell,  False.
Erythrocyte SubClassOf CellByClass,  True.
Erythrocyte SubClassOf SclerenchymaCell,  False.
Erythrocyte SubClassOf LeafCell,  False.
Erythrocyte SubClassOf PhotosyntheticCell,  False.
Erythrocyte SubClassOf PlantCell,  False.
Erythrocyte SubClassOf MatureCell,  The statement
Erythrocyte SubClassOf AnimalCell,  False.
Erythrocyte SubClassOf Cell,  True.
Erythrocyte SubClassOf Cell and CellByClass,  False.
Erythrocyte SubClassOf Miocyte,  False.
Erythrocyte SubClassOf InMatureCell,  The given
Erythrocyte SubClassOf ChondroBlast,  False.
Erythrocyte SubClassOf CellByDevelopmentStage,  False.
Erythrocyte SubClassOf PhotoreceptorCell,  False.
Erythrocyte SubClassOf CellByOrganism,  True.
Erythrocyte SubClassOf CellByClass and CellByOrganism,  False.
Erythrocyte SubClassOf ElectricallyActiveCell,  False.
Erythrocyte SubClassOf StructuralCell,  True.
Erythrocyte SubClassOf CellByClass and StructuralCell,  False.
Erythrocyte SubClassOf Neuron,  False.
Erythrocyte SubClassOf ChondroCyte,  False.
ChondroCyte and Erythrocyte SubClassOf MatureCell,  False.
LeafCell and StructuralCell SubClassOf Osteocyte,  False.
ChondroBlast and StructuralCell SubClassOf LeafCell,  False.
InMatureCell and Miocyte SubClassOf Erythrocyte,  False.
CellByDevelopmentStage and ChondroCyte SubClassOf Osteocyte,  False.
Cell and CellByOrganism SubClassOf Erythrocyte,  False.
CellByClass and LeafCell SubClassOf AnimalCell,  False.
LeafCell and PlantCell SubClassOf AnimalCell,  False.
ChondroCyte and PhotosyntheticCell SubClassOf Erythrocyte,  False.
SclerenchymaCell SubClassOf Osteocyte,  False.
InMatureCell and StructuralCell SubClassOf AnimalCell,  False.
Erythrocyte and Osteocyte SubClassOf Neuron,  False.
MioBlast and Neuron SubClassOf PhotosyntheticCell,  False.
CellByOrganism and ChondroBlast SubClassOf ChondroCyte,  False.
InMatureCell and PlantCell SubClassOf ElectricallyActiveCell,  False.
PhotoreceptorCell and PlantCell SubClassOf MioBlast,  False.
ChondroBlast and CirculatingCell SubClassOf SclerenchymaCell,  False.
MioBlast and Neuron SubClassOf ElectricallyActiveCell,  False.
MatureCell and MioBlast SubClassOf SclerenchymaCell,  False.
Erythrocyte and LeafCell SubClassOf PhotoreceptorCell,  False.
CellByClass and ElectricallyActiveCell SubClassOf SclerenchymaCell,  False.
AnimalCell and Neuron SubClassOf PhotoreceptorCell,  False.
ElectricallyActiveCell and InMatureCell SubClassOf LeafCell,  False.
Osteocyte and StructuralCell SubClassOf PhotoreceptorCell,  False.
Cell and MatureCell SubClassOf StructuralCell,  False.
CellByClass and PlantCell SubClassOf StructuralCell,  False.
Neuron and StructuralCell SubClassOf Miocyte,  False.
SclerenchymaCell and StructuralCell SubClassOf CellByOrganism,  False.
CellByOrganism and ChondroCyte SubClassOf StructuralCell,  False.
AnimalCell and SclerenchymaCell SubClassOf CirculatingCell,  False.
CellByDevelopmentStage and LeafCell SubClassOf CirculatingCell,  False.
CellByDevelopmentStage SubClassOf CirculatingCell,  False.
Neuron and PhotoreceptorCell SubClassOf MatureCell,  False.
ChondroCyte and LeafCell SubClassOf CirculatingCell,  False.
Osteocyte and PlantCell SubClassOf MatureCell,  False.
CellByOrganism and MioBlast SubClassOf CellByClass,  False.
Cell and LeafCell SubClassOf InMatureCell,  False.
ElectricallyActiveCell and Miocyte SubClassOf Neuron,  False.
MatureCell and StructuralCell SubClassOf PhotosyntheticCell,  False.
AnimalCell and CellByDevelopmentStage SubClassOf InMatureCell,  False.
ChondroCyte SubClassOf PlantCell,  False.
CellByClass and ChondroBlast SubClassOf PhotosyntheticCell,  False.
CellByDevelopmentStage and CellByOrganism SubClassOf InMatureCell,  False.
LeafCell and PhotoreceptorCell SubClassOf PlantCell,  False.
CellByClass and Osteocyte SubClassOf PlantCell,  False.
LeafCell and PhotosyntheticCell SubClassOf Miocyte,  False.
Erythrocyte and Neuron SubClassOf Miocyte,  False.
Erythrocyte and PhotoreceptorCell SubClassOf StructuralCell,  False.
ElectricallyActiveCell and PhotosyntheticCell SubClassOf MatureCell,  False.
ChondroBlast and CirculatingCell SubClassOf MatureCell,  False.
CellByOrganism and MatureCell SubClassOf CellByClass,  False.
Cell and MioBlast SubClassOf CellByClass,  False.
MioBlast and PhotosyntheticCell SubClassOf CellByClass,  False.
AnimalCell and MatureCell SubClassOf CellByClass,  False.
CellByDevelopmentStage and SclerenchymaCell SubClassOf InMatureCell,  False.
LeafCell and StructuralCell SubClassOf PlantCell,  False.
Cell and Neuron SubClassOf PlantCell,  False.
AnimalCell and Osteocyte SubClassOf Miocyte,  False.
ChondroBlast and Miocyte SubClassOf CellByOrganism,  False.
CellByDevelopmentStage and PhotosyntheticCell SubClassOf StructuralCell,  False.
MioBlast and SclerenchymaCell SubClassOf StructuralCell,  False.
CellByClass and ChondroCyte SubClassOf Miocyte,  False.
CellByClass and CirculatingCell SubClassOf CellByOrganism,  False.
ChondroBlast and Erythrocyte SubClassOf SclerenchymaCell,  False.
InMatureCell and PhotoreceptorCell SubClassOf ElectricallyActiveCell,  True.
InMatureCell and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
InMatureCell and PhotoreceptorCell SubClassOf LeafCell,  False.
InMatureCell and PhotoreceptorCell SubClassOf Erythrocyte,  False.
InMatureCell and PhotoreceptorCell SubClassOf PhotosyntheticCell,  False.
InMatureCell and PhotoreceptorCell SubClassOf CirculatingCell,  False.
InMatureCell and PhotoreceptorCell SubClassOf PlantCell,  False.
InMatureCell and PhotoreceptorCell SubClassOf MatureCell,  True.
PhotoreceptorCell SubClassOf MatureCell,  False.
Erythrocyte and PhotoreceptorCell SubClassOf ElectricallyActiveCell,  False.
CirculatingCell and PlantCell SubClassOf SclerenchymaCell,  False.
CellByOrganism and Neuron SubClassOf PhotoreceptorCell,  False.
Osteocyte and PhotosyntheticCell SubClassOf PhotoreceptorCell,  False.
MioBlast and PlantCell SubClassOf LeafCell,  False.
MatureCell and PlantCell SubClassOf Erythrocyte,  False.
CellByClass and CirculatingCell SubClassOf LeafCell,  False.
AnimalCell and ElectricallyActiveCell SubClassOf Erythrocyte,  False.
CellByDevelopmentStage and MioBlast SubClassOf LeafCell,  False.
MioBlast and StructuralCell SubClassOf Erythrocyte,  False.
Erythrocyte and Miocyte SubClassOf CellByDevelopmentStage,  False.
ElectricallyActiveCell and PhotoreceptorCell SubClassOf ChondroBlast,  False.
CellByClass and PhotoreceptorCell SubClassOf ChondroBlast,  False.
Neuron and PlantCell SubClassOf CellByDevelopmentStage,  False.
PlantCell and SclerenchymaCell SubClassOf MioBlast,  False.
AnimalCell and MioBlast SubClassOf ChondroBlast,  False.
CirculatingCell and PhotosyntheticCell SubClassOf CellByDevelopmentStage,  False.
CirculatingCell and LeafCell SubClassOf MioBlast,  False.
CellByDevelopmentStage and MatureCell SubClassOf ChondroCyte,  False.
CirculatingCell and PlantCell SubClassOf ChondroCyte,  False.
ChondroCyte and MioBlast SubClassOf ElectricallyActiveCell,  False.
Cell and ElectricallyActiveCell SubClassOf SclerenchymaCell,  False.
AnimalCell and MioBlast SubClassOf ElectricallyActiveCell,  False.
InMatureCell and Neuron SubClassOf Miocyte,  False.
LeafCell and Neuron SubClassOf InMatureCell,  False.
MatureCell and Osteocyte SubClassOf PlantCell,  False.
Osteocyte and StructuralCell SubClassOf Miocyte,  False.
ChondroCyte and StructuralCell SubClassOf CellByOrganism,  False.
ChondroBlast and InMatureCell SubClassOf PlantCell,  False.
CellByOrganism and Miocyte SubClassOf PlantCell,  False.
CellByDevelopmentStage and PhotoreceptorCell SubClassOf Miocyte,  False.
CellByClass and CellByDevelopmentStage SubClassOf CellByOrganism,  False.
Cell SubClassOf CellByOrganism,  False.
CellByClass and PhotosyntheticCell SubClassOf Miocyte,  False.
ChondroCyte and Miocyte SubClassOf StructuralCell,  False.
Erythrocyte and SclerenchymaCell SubClassOf StructuralCell,  False.
ChondroBlast and Neuron SubClassOf Osteocyte,  False.
InMatureCell and LeafCell SubClassOf Erythrocyte,  False.
ChondroCyte and Miocyte SubClassOf Neuron,  False.
CirculatingCell and StructuralCell SubClassOf AnimalCell,  False.
CellByOrganism and Neuron SubClassOf AnimalCell,  False.
InMatureCell and Osteocyte SubClassOf Neuron,  False.
CellByClass SubClassOf PhotosyntheticCell,  False.
CellByDevelopmentStage and PlantCell SubClassOf PhotosyntheticCell,  False.
PhotosyntheticCell and StructuralCell SubClassOf AnimalCell,  False.
SclerenchymaCell and StructuralCell SubClassOf PhotosyntheticCell,  False.
CellByDevelopmentStage and Erythrocyte SubClassOf InMatureCell,  The given
PhotosyntheticCell and SclerenchymaCell SubClassOf ChondroBlast,  False.
MatureCell and PlantCell SubClassOf CellByDevelopmentStage,  False.
CirculatingCell and Neuron SubClassOf CellByDevelopmentStage,  False.
AnimalCell and Neuron SubClassOf ChondroBlast,  False.
MatureCell and StructuralCell SubClassOf CellByDevelopmentStage,  False.
CellByOrganism and PlantCell SubClassOf MioBlast,  False.
CellByOrganism and Erythrocyte SubClassOf MioBlast,  False.
Cell and MioBlast SubClassOf ChondroCyte,  False.
AnimalCell and MatureCell SubClassOf MioBlast,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf ChondroCyte,  False.
AnimalCell and Osteocyte SubClassOf ElectricallyActiveCell,  False.
ElectricallyActiveCell and PhotoreceptorCell SubClassOf MioBlast,  False.
ChondroBlast and PhotoreceptorCell SubClassOf ChondroCyte,  False.
MatureCell and Neuron SubClassOf CirculatingCell,  False.
Neuron and SclerenchymaCell SubClassOf CirculatingCell,  False.
CellByOrganism and StructuralCell SubClassOf Cell,  False.
LeafCell and Miocyte SubClassOf MatureCell,  False.
CellByDevelopmentStage and StructuralCell SubClassOf CirculatingCell,  False.
CellByDevelopmentStage and PhotosyntheticCell SubClassOf CellByClass,  False.
ChondroCyte and PhotoreceptorCell SubClassOf MatureCell,  False.
CellByClass and ChondroCyte SubClassOf MatureCell,  False.
Cell and CellByDevelopmentStage SubClassOf CellByClass,  False.
LeafCell and Osteocyte SubClassOf ChondroBlast,  False.
MioBlast and Osteocyte SubClassOf ChondroBlast,  False.
ChondroBlast and SclerenchymaCell SubClassOf CellByClass,  False.
Cell and MatureCell SubClassOf ElectricallyActiveCell,  False.
Neuron and StructuralCell SubClassOf ChondroCyte,  False.
CellByOrganism and ChondroCyte SubClassOf SclerenchymaCell,  False.
CellByDevelopmentStage and LeafCell SubClassOf PhotoreceptorCell,  False.
ChondroBlast and ChondroCyte SubClassOf PhotoreceptorCell,  False.
Osteocyte and PhotosyntheticCell SubClassOf LeafCell,  False.
Neuron and PhotoreceptorCell SubClassOf Erythrocyte,  False.
ChondroCyte and LeafCell SubClassOf PhotoreceptorCell,  False.
CellByClass and InMatureCell SubClassOf PhotoreceptorCell,  False.
InMatureCell and Miocyte SubClassOf LeafCell,  False.
ElectricallyActiveCell and Miocyte SubClassOf CellByClass,  The given
Cell and StructuralCell SubClassOf ChondroBlast,  False.
ChondroCyte and Osteocyte SubClassOf CellByDevelopmentStage,  False.
ChondroCyte SubClassOf MioBlast,  False.
CellByClass and ChondroBlast SubClassOf MioBlast,  False.
CellByDevelopmentStage and CellByOrganism SubClassOf ChondroBlast,  False.
Osteocyte and SclerenchymaCell SubClassOf ChondroCyte,  False.
CellByClass and Osteocyte SubClassOf MioBlast,  False.
LeafCell and PhotosyntheticCell SubClassOf ChondroCyte,  False.
InMatureCell and MioBlast SubClassOf ElectricallyActiveCell,  False.
Neuron and PlantCell SubClassOf ChondroCyte,  False.
Erythrocyte and InMatureCell SubClassOf ChondroCyte,  False.
ChondroBlast and Neuron SubClassOf PlantCell,  False.
ChondroBlast and SclerenchymaCell SubClassOf Miocyte,  False.
CirculatingCell and MatureCell SubClassOf InMatureCell,  False.
MatureCell and MioBlast SubClassOf InMatureCell,  False.
ElectricallyActiveCell and PhotosyntheticCell SubClassOf Miocyte,  False.
Cell and PhotosyntheticCell SubClassOf CellByOrganism,  False.
Erythrocyte and StructuralCell SubClassOf CellByOrganism,  False.
ChondroBlast and CirculatingCell SubClassOf StructuralCell,  False.
InMatureCell and PlantCell SubClassOf CellByOrganism,  False.
CellByOrganism and PhotoreceptorCell SubClassOf StructuralCell,  True.
CellByOrganism and PhotoreceptorCell SubClassOf SclerenchymaCell,  False.
CellByOrganism and PhotoreceptorCell SubClassOf LeafCell,  False.
CellByOrganism and PhotoreceptorCell SubClassOf Erythrocyte,  False.
CellByOrganism and PhotoreceptorCell SubClassOf PhotosyntheticCell,  False.
CellByOrganism and PhotoreceptorCell SubClassOf CirculatingCell,  False.
CellByOrganism and PhotoreceptorCell SubClassOf PlantCell,  False.
CellByOrganism and PhotoreceptorCell SubClassOf CellByClass,  True.
CellByOrganism SubClassOf CellByClass,  False.
CellByClass and SclerenchymaCell SubClassOf Erythrocyte,  False.
CellByDevelopmentStage and MatureCell SubClassOf Osteocyte,  False.
Cell and StructuralCell SubClassOf Osteocyte,  False.
Cell and Neuron SubClassOf AnimalCell,  False.
CellByDevelopmentStage and SclerenchymaCell SubClassOf Neuron,  False.
CellByOrganism and LeafCell SubClassOf Neuron,  False.
ChondroCyte and PlantCell SubClassOf Osteocyte,  False.
ChondroCyte and LeafCell SubClassOf AnimalCell,  False.
ChondroCyte and Osteocyte SubClassOf AnimalCell,  False.
CellByOrganism and Miocyte SubClassOf PhotosyntheticCell,  False.
CirculatingCell and Osteocyte SubClassOf PhotosyntheticCell,  False.
ChondroBlast and PlantCell SubClassOf InMatureCell,  False.
ChondroCyte and MioBlast SubClassOf ChondroBlast,  False.
CirculatingCell and ElectricallyActiveCell SubClassOf ChondroBlast,  False.
CellByOrganism and ChondroBlast SubClassOf CellByDevelopmentStage,  False.
CellByClass and Erythrocyte SubClassOf MioBlast,  False.
AnimalCell and Miocyte SubClassOf CellByDevelopmentStage,  False.
PhotoreceptorCell and PhotosyntheticCell SubClassOf CellByDevelopmentStage,  False.
PhotoreceptorCell SubClassOf MioBlast,  False.
PlantCell and StructuralCell SubClassOf ChondroCyte,  False.
CellByOrganism and Neuron SubClassOf ChondroCyte,  False.
Erythrocyte and PhotosyntheticCell SubClassOf CellByDevelopmentStage,  False.
Cell and InMatureCell SubClassOf ChondroCyte,  False.
CellByClass and LeafCell SubClassOf ElectricallyActiveCell,  False.
CirculatingCell and MatureCell SubClassOf ChondroCyte,  False.
MioBlast and PhotosyntheticCell SubClassOf Cell,  False.
ChondroBlast and ChondroCyte SubClassOf StructuralCell,  False.
PhotoreceptorCell and PlantCell SubClassOf CirculatingCell,  False.
Erythrocyte SubClassOf Cell and CellByOrganism,  False.
Erythrocyte SubClassOf Cell and StructuralCell,  False.
Erythrocyte SubClassOf Cell and CellByClass and CellByOrganism,  False.
Erythrocyte SubClassOf Cell and CellByClass and StructuralCell,  False.
ElectricallyActiveCell and SclerenchymaCell SubClassOf Cell,  The statement
CellByClass and PhotoreceptorCell SubClassOf MatureCell,  False.
AnimalCell and CellByDevelopmentStage SubClassOf MatureCell,  False.
CirculatingCell and LeafCell SubClassOf CellByClass,  False.
CellByOrganism and InMatureCell SubClassOf CellByClass,  False.
CellByOrganism and SclerenchymaCell SubClassOf Osteocyte,  False.
CellByDevelopmentStage and LeafCell SubClassOf Erythrocyte,  False.
InMatureCell and Osteocyte SubClassOf AnimalCell,  False.
ElectricallyActiveCell and LeafCell SubClassOf Neuron,  False.
Miocyte and Osteocyte SubClassOf PhotosyntheticCell,  False.
MioBlast and StructuralCell SubClassOf Neuron,  False.
ChondroBlast and InMatureCell SubClassOf Neuron,  False.
CellByClass and SclerenchymaCell SubClassOf InMatureCell,  False.
CellByClass and CellByDevelopmentStage SubClassOf InMatureCell,  False.
Cell and CirculatingCell SubClassOf PhotosyntheticCell,  False.
AnimalCell and ChondroCyte SubClassOf PhotoreceptorCell,  False.
ChondroCyte and SclerenchymaCell SubClassOf ElectricallyActiveCell,  False.
CellByClass and CellByDevelopmentStage SubClassOf ElectricallyActiveCell,  False.
CellByDevelopmentStage and CellByOrganism SubClassOf SclerenchymaCell,  False.
MioBlast and Miocyte SubClassOf LeafCell,  False.
CirculatingCell and Miocyte SubClassOf LeafCell,  False.
Miocyte and Neuron SubClassOf LeafCell,  False.
InMatureCell and Osteocyte SubClassOf PhotoreceptorCell,  False.
CellByClass and MatureCell SubClassOf Osteocyte,  False.
CellByClass and PlantCell SubClassOf Erythrocyte,  False.
Osteocyte and PhotosyntheticCell SubClassOf PlantCell,  False.
ChondroBlast and Erythrocyte SubClassOf PhotosyntheticCell,  False.
AnimalCell and CellByOrganism SubClassOf InMatureCell,  False.
CellByClass and CirculatingCell SubClassOf Miocyte,  False.
CirculatingCell and PlantCell SubClassOf Miocyte,  False.
CellByOrganism and PhotosyntheticCell SubClassOf InMatureCell,  False.
CellByDevelopmentStage and MioBlast SubClassOf PlantCell,  False.
CellByDevelopmentStage and StructuralCell SubClassOf Miocyte,  False.
CellByClass and Erythrocyte SubClassOf CellByOrganism,  False.
LeafCell and MatureCell SubClassOf StructuralCell,  False.
ChondroCyte and Neuron SubClassOf CellByOrganism,  False.
ElectricallyActiveCell and SclerenchymaCell SubClassOf CellByOrganism,  False.
CirculatingCell and PhotosyntheticCell SubClassOf Erythrocyte,  False.
CellByClass and CellByOrganism SubClassOf AnimalCell,  False.
CirculatingCell and PlantCell SubClassOf Neuron,  False.
PlantCell and SclerenchymaCell SubClassOf AnimalCell,  False.
ChondroBlast and StructuralCell SubClassOf Neuron,  False.
AnimalCell and MioBlast SubClassOf Neuron,  False.
CellByDevelopmentStage and MatureCell SubClassOf AnimalCell,  False.
Erythrocyte and LeafCell SubClassOf PhotosyntheticCell,  False.
ElectricallyActiveCell and MioBlast SubClassOf PhotosyntheticCell,  False.
ElectricallyActiveCell and MatureCell SubClassOf PhotosyntheticCell,  False.
CellByDevelopmentStage and InMatureCell SubClassOf CellByClass,  False.
CellByOrganism and Miocyte SubClassOf ChondroBlast,  False.
Neuron and PlantCell SubClassOf ChondroBlast,  False.
Cell SubClassOf MioBlast,  False.
CellByClass and InMatureCell SubClassOf MioBlast,  False.
AnimalCell and StructuralCell SubClassOf ChondroBlast,  False.
ElectricallyActiveCell and StructuralCell SubClassOf CellByDevelopmentStage,  False.
ChondroCyte and Miocyte SubClassOf MioBlast,  False.
CellByDevelopmentStage and ChondroBlast SubClassOf MioBlast,  False.
Osteocyte and PhotosyntheticCell SubClassOf ChondroCyte,  False.
MioBlast and SclerenchymaCell SubClassOf ChondroCyte,  False.
CellByOrganism and Neuron SubClassOf StructuralCell,  False.
AnimalCell and InMatureCell SubClassOf CirculatingCell,  False.
LeafCell and Osteocyte SubClassOf CellByOrganism,  True.
LeafCell and Osteocyte SubClassOf MatureCell,  False.
LeafCell and Osteocyte SubClassOf AnimalCell,  False.
LeafCell and Osteocyte SubClassOf Miocyte,  False.
LeafCell and Osteocyte SubClassOf InMatureCell,  False.
LeafCell and Osteocyte SubClassOf MioBlast,  False.
LeafCell and Osteocyte SubClassOf CellByDevelopmentStage,  False.
Osteocyte SubClassOf Cell and CellByOrganism,  False.
Osteocyte SubClassOf CellByDevelopmentStage and CellByOrganism,  False.
Osteocyte SubClassOf CellByOrganism and StructuralCell,  True.
Osteocyte SubClassOf Cell and CellByClass and CellByOrganism and StructuralCell,  False.
Osteocyte SubClassOf CellByClass and CellByDevelopmentStage and CellByOrganism and StructuralCell,  First,
CellByDevelopmentStage and Neuron SubClassOf StructuralCell,  False.
