BallGame and FootballTeam SubClassOf Player,  False.
Can something that plays some BallGame be considered a subcategory of 'Team'?,  I.
Can something that plays some BallGame be considered a subcategory of 'Player'?,  I.
Can something that plays some BallGame be considered a subcategory of 'FootballTeam'?,  I.
Can Thing be considered a subcategory of 'something that plays some BallGame'?,  I.
Can Thing be considered a subcategory of 'Manager'?,  I.
Can Thing be considered a subcategory of 'Team'?,  False.
Can Thing be considered a subcategory of 'Player'?,  I.
Can Thing be considered a subcategory of 'FootballTeam'?,  False.
Can Thing be considered a subcategory of 'Game'?,  I.
Can Thing be considered a subcategory of 'FootballPlayer'?,  False.
Can Thing be considered a subcategory of 'Football'?,  False.
Can Thing be considered a subcategory of 'Person'?,  I.
Can Thing be considered a subcategory of 'BallGame'?,  I.
Can BallGame be considered a subcategory of 'Manager'?,  False.
Can BallGame be considered a subcategory of 'Team'?,  False.
Can BallGame be considered a subcategory of 'Player'?,  False.
Can BallGame be considered a subcategory of 'FootballTeam'?,  False.
Can BallGame be considered a subcategory of 'FootballPlayer'?,  False.
Can BallGame be considered a subcategory of 'Football'?,  I.
Can BallGame be considered a subcategory of 'Person'?,  False.
Can something that plays some Thing be considered a subcategory of 'Game'?,  False.
Can FootballTeam that is also Person be considered a subcategory of 'Player'?,  False.
Can Football that is also Person be considered a subcategory of 'Player'?,  True.
Can Football that is also Person be considered a subcategory of 'Team'?,  False.
Can Person be considered a subcategory of 'Player'?,  I.
Can Player be considered a subcategory of 'Manager'?,  I.
Can something that plays some FootballTeam be considered a subcategory of 'Team'?,  True.
Can something that plays some FootballTeam be considered a subcategory of 'Manager'?,  False.
Can FootballTeam be considered a subcategory of 'Team'?,  True.
Can FootballTeam be considered a subcategory of 'Thing'?,  False.
Can FootballTeam be considered a subcategory of 'Manager'?,  False.
Can FootballTeam be considered a subcategory of 'Player'?,  False.
Can FootballTeam be considered a subcategory of 'Game'?,  False.
Can FootballTeam be considered a subcategory of 'FootballPlayer'?,  False.
Can FootballTeam be considered a subcategory of 'Football'?,  False.
Can FootballTeam be considered a subcategory of 'Person'?,  False.
Can FootballTeam be considered a subcategory of 'BallGame'?, False.
Can Manager that is also Person be considered a subcategory of 'Team'?,  False.
Can Football that is also Person be considered a subcategory of 'FootballPlayer'?,  False.
Can Player that is also Team be considered a subcategory of 'Game'?,  I.
Can FootballPlayer be considered a subcategory of 'something that plays_for some Game'?,  I.
Can FootballTeam that is also Manager be considered a subcategory of 'Player'?,  False.
Can BallGame be considered a subcategory of 'something that plays_for some Player'?,  I.
Can something that managed_by some Player be considered a subcategory of 'Football'?,  I.
Can BallGame that is also Manager be considered a subcategory of 'Football'?,  I.
Can Game that is also Manager be considered a subcategory of 'BallGame'?,  I.
Can FootballTeam that is also Person be considered a subcategory of 'Game'?,  False.
Can something that plays_for some Player be considered a subcategory of 'Manager'?,  False.
Can FootballPlayer that is also Player be considered a subcategory of 'BallGame'?,  False.
Can BallGame be considered a subcategory of 'something that managed_by some Player'?,  I.
Can Team be considered a subcategory of 'BallGame'?,  I.
Can Player be considered a subcategory of 'something that plays some BallGame'?,  I.
Can something that plays some Game be considered a subcategory of 'FootballPlayer'?,  I.
Can something that plays_for some Manager be considered a subcategory of 'Team'?,  False.
Can FootballPlayer be considered a subcategory of 'something that plays_for some Manager'?,  I.
Can FootballPlayer that is also Game be considered a subcategory of 'BallGame'?,  False.
Can Football be considered a subcategory of 'something that plays_for some BallGame'?,  I.
Can FootballPlayer be considered a subcategory of 'something that managed_by some BallGame'?,  False.
Can BallGame that is also FootballTeam be considered a subcategory of 'FootballPlayer'?,  False.
Can Person that is also Player be considered a subcategory of 'FootballTeam'?,  False.
Can Game be considered a subcategory of 'something that plays_for some Game'?,  False.
Can something that managed_by some Manager be considered a subcategory of 'Manager'?,  False.
Can something that plays some Player be considered a subcategory of 'Game'?,  False.
Can Manager be considered a subcategory of 'something that plays_for some Person'?,  I.
Can Football that is also Manager be considered a subcategory of 'FootballPlayer'?,  False.
Can Person that is also Team be considered a subcategory of 'FootballPlayer'?,  I.
Can FootballTeam that is also Player be considered a subcategory of 'Game'?,  False.
Can something that managed_by some Person be considered a subcategory of 'BallGame'?,  False.
Can something that managed_by some BallGame be considered a subcategory of 'Player'?,  I.
Can Person that is also Player be considered a subcategory of 'Team'?,  False.
Can BallGame that is also Player be considered a subcategory of 'Person'?,  I.
Can something that plays some FootballTeam be considered a subcategory of 'FootballPlayer'?,  False.
Can BallGame that is also Football be considered a subcategory of 'FootballPlayer'?,  False.
Can Game that is also Team be considered a subcategory of 'Player'?,  False.
Can Football be considered a subcategory of 'something that plays some Game'?,  False.
Can BallGame be considered a subcategory of 'something that plays_for some FootballTeam'?,  I.
Can Team be considered a subcategory of 'something that plays_for some FootballPlayer'?,  I.
Can Game be considered a subcategory of 'something that plays some Manager'?,  I.
Can BallGame be considered a subcategory of 'something that plays_for some BallGame'?,  I.
Can Game be considered a subcategory of 'something that plays_for some Football'?,  I.
Can something that plays_for some Football be considered a subcategory of 'Person'?,  False.
Can FootballTeam that is also Player be considered a subcategory of 'Football'?,  False.
Can Team be considered a subcategory of 'something that plays_for some Player'?,  I.
Can FootballTeam that is also Team be considered a subcategory of 'Player'?,  False.
Can Team be considered a subcategory of 'Person'?,  False.
Can FootballPlayer that is also Player be considered a subcategory of 'Football'?,  False.
